"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.3362270714414
2,3.31078173416506
4,3.28378750396123
6,3.25518980914353
8,3.22494972143096
10,3.19304612341089
12,3.15947771511281
14,3.1242648005805
16,3.08745077697815
18,3.04910323042039
20,3.00931452565961
22,2.96820176260151
24,2.92590596328072
26,2.88259035060432
28,2.8384375872022
30,2.79364586139355
32,2.74842373952358
34,2.70298375095723
36,2.65753473389238
38,2.61227304534676
40,2.56737282371577
42,2.52297558163835
44,2.47917949303726
46,2.43602881217712
48,2.39350391495861
50,2.35151247474291
52,2.30988227026203
54,2.26835606862506
56,2.22658893355015
58,2.18414818396785
60,2.14051608152108
62,2.09509517063973
64,2.04721604628795
66,1.99614719568118
68,1.94110646193207
70,1.88127361627796
72,1.81580350320511
74,1.74383923700889
76,1.66452497327211
78,1.57701784642299
80,1.48049874619631
82,1.37418169313668
84,1.2573216592173
86,1.12922075893821
88,0.989232805539625
90,0.836766284576806
92,0.671285842814646
94,0.492312424987651
96,0.29942221583849
98,0.0922445617131078
100,-0.129540943351304
102,-0.366208015928873
104,-0.617987691490727
106,-0.885072586436745
108,-1.16762121599007
110,-1.46576216745672
112,-1.77959792372707
114,-2.10920812431393
116,-2.4546520398431
118,-2.81597002001615
120,-3.19318365408725
122,-3.58629435646849
124,-3.99528005811457
126,-4.42008964715656
128,-4.860634760815
130,-5.31677848690654
132,-5.78832049089463
134,-6.27497804962838
136,-6.77636245576062
138,-7.29195027301663
140,-7.82104899521843
142,-8.36275682382226
144,-8.9159165724258
146,-9.47906418332381
148,-10.0503730531355
150,-10.6275963496087
152,-11.2080107543899
154,-11.788366494324
156,-12.3648498936332
158,-12.9330655734777
160,-13.4880452496882
162,-14.0242881875876
164,-14.5358343699324
166,-15.0163656556826
168,-15.4593242121234
170,-15.8580342034901
172,-16.2058156640605
174,-16.4960910228215
176,-16.7225034895877
178,-16.8790853912913
180,-16.9605214000697
