"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.63387997534996
2,3.60530799819386
4,3.57597136388253
6,3.54588066211023
8,3.51505485355089
10,3.4835226689407
12,3.45132376463224
14,3.41850956961326
16,3.38514374866776
18,3.35130219810005
20,3.31707248549554
22,3.28255264471719
24,3.24784924312963
26,3.21307465119976
28,3.17834346616774
30,3.14376807195808
32,3.10945335673852
34,3.07549065644745
36,3.04195104503996
38,3.00887814687881
40,2.97628069935863
42,2.94412513954461
44,2.9123285221852
46,2.88075209321451
48,2.84919583923928
50,2.81739430774848
52,2.78501394539088
54,2.75165213554898
56,2.71683803670569
58,2.68003523647085
60,2.64064615007655
62,2.59801801388753
64,2.55145026004986
66,2.50020301196329
68,2.44350641367787
70,2.38057049916516
72,2.31059531731997
74,2.23278105173778
76,2.14633790628169
78,2.05049556361868
80,1.94451206014263
82,1.82768195370399
84,1.69934368803999
86,1.55888607848812
88,1.40575385717585
90,1.23945222292515
92,1.05955034274996
94,0.865683749693228
96,0.657555577825827
98,0.434936571715663
100,0.197663806905174
102,-0.0543619377292011
104,-0.321180203153852
106,-0.602776295215075
108,-0.899088145833282
110,-1.21001454086553
112,-1.53542460977908
114,-1.87516840676866
116,-2.22908834018316
118,-2.59703113146709
120,-2.97885991190067
122,-3.37446600166377
124,-3.78377986758669
126,-4.20678072880328
128,-4.64350427664175
130,-5.09404799644181
132,-5.55857362035932
134,-6.0373062926694
136,-6.5305300787866
138,-7.03857947760392
140,-7.56182658055308
142,-8.10066343166641
144,-8.65547894597331
146,-9.22662939414769
148,-9.81440089962677
150,-10.4189615376079
152,-11.0402993579355
154,-11.6781408195962
156,-12.331841527989
158,-13.0002376061931
160,-13.6814414140745
162,-14.3725599601889
164,-15.069309598514
166,-15.7655002225021
168,-16.4523745994836
170,-17.1178297778775
172,-17.7456420916189
174,-18.3149876738738
176,-18.8007783860716
178,-19.1754838188853
180,-19.4128824423138
