"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.96162762248694
2,3.93554748114466
4,3.90641972811024
6,3.87418146449436
8,3.83878389381314
10,3.80019511045061
12,3.75840297675751
14,3.71341801422971
16,3.66527620997273
18,3.61404161372891
20,3.55980857400115
22,3.50270343575137
24,3.44288549897713
26,3.38054702009138
28,3.31591203002144
30,3.24923374835204
32,3.18079039585307
34,3.11087925216768
36,3.03980887403823
38,2.96788948306597
40,2.89542164872942
42,2.82268352683018
44,2.74991705642548
46,2.6773136567058
48,2.60500008354656
50,2.53302518706889
52,2.46134834153326
54,2.38983028666906
56,2.318227021389
58,2.24618723147221
60,2.17325352552971
62,2.09886751874445
64,2.02237856590641
66,1.94305572873156
68,1.86010238827232
70,1.77267279560674
72,1.67988979885884
74,1.58086298966129
76,1.47470656839137
78,1.3605563215066
80,1.23758522099825
82,1.10501728095975
84,0.962139427517184
86,0.808311247192197
88,0.642972569989752
90,0.465648915136824
92,0.275954879988102
94,0.0735955884802774
96,-0.141633661966873
98,-0.369849403195142
100,-0.611083489412774
102,-0.865287916014001
104,-1.13234079296259
106,-1.41205329136205
108,-1.70417736600356
110,-2.00841403416976
112,-2.32442196161816
114,-2.65182607131926
116,-2.99022585106893
118,-3.33920299538276
120,-3.69832797869725
122,-4.06716512476562
124,-4.44527571493321
126,-4.83221866851623
128,-5.22754833310123
130,-5.63080894063813
132,-6.04152531419875
134,-6.45918944631827
136,-6.88324260891783
138,-7.31305269483774
140,-7.74788653470133
142,-8.18687699132026
144,-8.62898473101748
146,-9.07295474835926
148,-9.51726804080667
150,-9.96008937959406
152,-10.3992130103734
154,-10.8320094558579
156,-11.2553784686257
158,-11.6657155871917
160,-12.0589024760444
162,-12.4303337421068
164,-12.7749942279461
166,-13.0875994526373
168,-13.3628063125825
170,-13.5954903252255
172,-13.7810701763168
174,-13.9158432679028
176,-13.9972830418739
178,-14.0242464739494
180,-13.9970521119416
