"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.18747283221206
2,3.17073740596866
4,3.15197344372695
6,3.13108773393966
8,3.10800960721792
10,3.08269293971648
12,3.05511792489769
14,3.02529258719333
16,2.9932539905157
18,2.95906907252477
20,2.92283501339951
22,2.88467902729413
24,2.84475744776872
26,2.80325396771002
28,2.76037689232078
30,2.71635527346571
32,2.67143381763762
34,2.62586650007126
36,2.57990887502855
38,2.53380914633645
40,2.48779815012112
42,2.44207849818883
44,2.39681322808116
46,2.35211439489737
48,2.30803210982974
50,2.26454457051975
52,2.22154963019617
54,2.17885841099708
56,2.13619138164128
58,2.09317719591236
60,2.04935443665838
62,2.00417624454663
64,1.95701764792709
66,1.90718526564809
68,1.85392894155271
70,1.79645479617747
72,1.73393915104136
74,1.66554279178203
76,1.59042508191407
78,1.50775750997826
80,1.41673633898443
82,1.31659411831516
84,1.20660990611306
86,1.08611812821793
88,0.954516063920935
90,0.811269997376917
92,0.655920106580031
94,0.488084180917969
96,0.307460266011487
98,0.113828333911946
100,-0.0929489289092982
102,-0.312926130697573
104,-0.546075901587421
106,-0.792290261648503
108,-1.05138254831284
110,-1.32308980957127
112,-1.60707554871999
114,-1.90293267768224
116,-2.21018650060942
118,-2.52829751059511
120,-2.85666374448353
122,-3.19462241005052
124,-3.5414504838021
126,-3.89636398481538
128,-4.2585156693831
130,-4.62699097120474
132,-5.0008021394211
134,-5.37888070593744
136,-5.76006864372536
138,-6.14310885221198
140,-6.52663590887803
142,-6.90916833113224
144,-7.28910385943287
146,-7.66471944710144
148,-8.0341776571156
150,-8.39554094785415
152,-8.74679481201483
154,-9.08587987837217
156,-9.41073191399847
158,-9.71932727813009
160,-10.009729979555
162,-10.2801353653001
164,-10.5289049458411
166,-10.7545872236272
168,-10.9559207810661
170,-11.1318182320807
172,-11.2813326472719
174,-11.403611245169
176,-11.4978439419013
178,-11.5632162467219
180,-11.5988765804013
