"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.4066890686313
2,3.36559098773874
4,3.32367960123288
6,3.28147156871061
8,3.23945854934638
10,3.19808466557613
12,3.1577232585316
14,3.11865428986946
16,3.08104384412989
18,3.04492714511429
20,3.01019630406334
22,2.97659367583271
24,2.94371124666697
26,2.91099596956112
28,2.87776046767825
30,2.8431981079732
32,2.80640115654057
34,2.76638059130145
36,2.72208616709093
38,2.6724254802182
40,2.61628102532161
42,2.55252453122837
44,2.4800281608201
46,2.39767242706625
48,2.30435088941034
50,2.19897183962629
52,2.08045726270824
54,1.9477393728266
56,1.79975498832001
58,1.63543793668231
60,1.45370958398687
62,1.25346747476606
64,1.03357195667524
66,0.792830554418336
68,0.52997975081762
70,0.243663727585858
72,-0.0675904904158389
74,-0.405402162150264
76,-0.771571037393868
78,-1.1681176041044
80,-1.5973304970678
82,-2.06182232633912
84,-2.56459521719271
86,-3.10911709651278
88,-3.69940880901615
90,-4.34013962936259
92,-5.03672277684004
94,-5.79538906231201
96,-6.62318684787893
98,-7.52779020968386
100,-8.51685043874763
102,-9.5963030872043
104,-10.7663540912035
106,-12.0125469996704
108,-13.2875919575649
110,-14.4814007263022
112,-15.3972899352304
114,-15.8026843119149
116,-15.5961916900152
118,-14.9084946372731
120,-13.9761773846535
122,-12.9854935124704
124,-12.0369973196865
126,-11.1729333893639
128,-10.4058518552875
130,-9.73524221613189
132,-9.15557816852966
134,-8.65990113857552
136,-8.24131860222035
138,-7.89356904419796
140,-7.61118160915235
142,-7.38946801537831
144,-7.22445252635999
146,-7.11278627361772
148,-7.05166537110776
150,-7.03876022672676
152,-7.07215819253516
154,-7.15031952727162
156,-7.2720458688246
158,-7.43646022425792
160,-7.64299748312983
162,-7.8914044266326
164,-8.18174798007579
166,-8.51442986075024
168,-8.89020453377181
170,-9.31019502601171
172,-9.77589678561004
174,-10.2891517846706
176,-10.8520604220809
178,-11.4667719236599
180,-12.1350448790907
