"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.26408520451691
2,3.2396538689495
4,3.21352116690823
6,3.18560308545598
8,3.15583755525467
10,3.12418705305394
12,3.09064094231189
14,3.05521749963885
16,3.01796555697669
18,2.97896567077623
20,2.93833071134702
22,2.89620574981357
24,2.85276710884975
26,2.80822043899197
28,2.76279768742293
30,2.71675284318164
32,2.67035637392793
34,2.62388831602834
36,2.57763004195392
38,2.53185480520897
40,2.48681724961137
42,2.44274216088345
44,2.39981282633337
46,2.35815944362854
48,2.31784807259537
50,2.27887064588485
52,2.24113653893929
54,2.20446614451452
56,2.16858680429299
58,2.13313132697361
60,2.09763917990859
62,2.0615602937907
64,2.02426128160387
66,1.98503375700856
68,1.94310435311472
70,1.89764599520841
72,1.8477899705737
74,1.7926383608832
76,1.7312764503286
78,1.66278478665711
80,1.58625064330914
82,1.50077870071048
84,1.40550082713773
86,1.29958489039566
88,1.18224256901781
90,1.05273615596364
92,0.910384360437193
94,0.754567117021086
96,0.584729408772773
98,0.400384105266366
100,0.20111381052905
102,-0.013428288261929
104,-0.243518580765638
106,-0.489364206807421
108,-0.751105236975745
110,-1.02881783725855
112,-1.32251837080787
114,-1.63216835987437
116,-1.95768019496882
118,-2.29892343703552
120,-2.65573151270138
122,-3.02790855345208
124,-3.41523607784115
126,-3.81747916231447
128,-4.23439169118596
130,-4.66572021907
132,-5.11120591756609
134,-5.57058400805388
136,-6.04357999722371
138,-6.52990192119686
140,-7.02922765363296
142,-7.54118612483559
144,-8.06533101073912
146,-8.60110505944067
148,-9.14779270872993
150,-9.70445800507976
152,-10.269864092238
154,-10.8423697999528
156,-11.4197983782008
158,-11.9992736932258
160,-12.5770211506885
162,-13.14813576599
164,-13.706330392589
166,-14.2436957730969
168,-14.7505324904969
170,-15.2153506344539
172,-15.6251641877007
174,-15.9662076202874
176,-16.2251353039445
178,-16.3906069825094
180,-16.4549479362796
