"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.12292674423562
2,3.06914068850671
4,3.01411408670045
6,2.95872404810193
8,2.90389138859049
10,2.85054892898817
12,2.79960426959424
14,2.7518985103589
16,2.70816305562351
18,2.66897720461854
20,2.63472956294663
22,2.60558631119215
24,2.5814689767789
26,2.56204358806876
28,2.54672203876302
30,2.53467531401874
32,2.52485711519678
34,2.51603554069494
36,2.50682995388027
38,2.49575003640475
40,2.48123424994997
42,2.46168541851529
44,2.4355017767459
46,2.40110249044227
48,2.35694725071957
50,2.30155001535321
52,2.23348729625376
54,2.15140157500559
56,2.05400049113645
58,1.94005242083574
60,1.80837897873771
62,1.65784485975506
64,1.48734531305011
66,1.29579142035008
68,1.08209324385009
70,0.84514081771288
72,0.583782881050499
74,0.29680318712098
76,-0.0171058281339545
78,-0.35937227294262
80,-0.731577190615327
82,-1.13549034781981
84,-1.57310951543048
86,-2.04670299097252
88,-2.55885435482799
90,-3.11250689771072
92,-3.71100206207351
94,-4.358100170941
96,-5.05795988178738
98,-5.81502973768855
100,-6.63376024561276
102,-7.517957805084
104,-8.46943639870055
106,-9.48532642395287
108,-10.5529466659378
110,-11.6407758734207
112,-12.6851022710198
114,-13.5782180701338
116,-14.1788864533759
118,-14.3705385743135
120,-14.1400883310053
122,-13.5885315063658
124,-12.859116345338
126,-12.069511093384
128,-11.2927185120694
130,-10.5664878850985
132,-9.90720272664372
134,-9.31988160197382
136,-8.80400412314318
138,-8.35660580399266
140,-7.97384081986401
142,-7.65173760457573
144,-7.38654162398667
146,-7.17485130910846
148,-7.01365317468649
150,-6.90031045408679
152,-6.83253303201974
154,-6.80834280351274
156,-6.8260415201972
158,-6.88418446639033
160,-6.98156126077874
162,-7.1171838143404
164,-7.29028049243705
166,-7.50029451350836
168,-7.74688331778728
170,-8.02991378663114
172,-8.34944541542633
174,-8.70568926839141
176,-9.09892386376067
178,-9.5293386441952
180,-9.99675934918237
