SimulationIndex,SimulationID,f0_GHz,S11ReportFreq_GHz,S11SweepSampleFreq_GHz,S11SweepSample_dB,S11_Source,Gmain_Source,MainPlane,Gmain_dBi,Gmain_Cut_dBi,PeakGain_dBi,PeakRealizedGain_dBi,FrontToBackRatio_dB,SLL_dB,HPBW_deg,SideLobeSuppression_dB,MainLobeTheta_deg,SideLobeTheta_deg,SideLobeGain_dBi,S11_f0_dB,AbsS11_f0_dB,AbsS11_f0_Linear,Objective1_Neg_Gmain,Objective2_SLL,Objective3_HPBW,Objective4_AbsS11,Gmain_Phi0_dBi,SLL_Phi0_dB,HPBW_Phi0_deg,Gmain_Phi90_dBi,SLL_Phi90_dB,HPBW_Phi90_deg,Ldir,Ldri,L1,Sdir,Sref,Wdri
25,sim_025,2.25,2.25,2.25,-5.14871383832195,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.68814121328197,4.26810948331734,4.68814121328197,3.10434718173653,23.9341165820312,-13.105938567184,NaN,13.105938567184,12,140,-8.83782908386662,-5.14871383832195,5.14871383832195,0.552795256951053,-4.68814121328197,-13.105938567184,NaN,0.552795256951053,4.19567923305071,-0.0268960380034908,NaN,4.26810948331734,-13.105938567184,NaN,16.7247456715954,45.3593079311641,15.381741544398,17.7016902905563,21.7227330052624,2.689043760404
26,sim_026,2.25,2.25,2.25,-4.89613722596884,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.84191112106886,3.51032731229109,3.84191112106886,2.14213866522436,13.3063384382689,-10.523805751884,NaN,10.523805751884,0,146,-7.01347843959286,-4.89613722596884,4.89613722596884,0.569105966410004,-3.84191112106886,-10.523805751884,NaN,0.569105966410004,3.51032731229109,-0.0228749921368903,NaN,3.51032731229109,-10.523805751884,NaN,15.3691769765636,41.2671922959818,15.5960418288111,16.3545750191101,19.3078211109433,2.82738628566556
27,sim_027,2.25,2.25,2.25,-4.49423535643283,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.7759260098253,3.50183522443686,3.7759260098253,1.86960600357782,14.0161140508804,-9.72253865536046,NaN,9.72253865536046,0,148,-6.2207034309236,-4.49423535643283,4.49423535643283,0.596057603269253,-3.7759260098253,-9.72253865536046,NaN,0.596057603269253,3.50183522443685,-15.6763940339755,NaN,3.50183522443686,-9.72253865536046,NaN,16.8192617707857,41.6851280218715,15.419782898194,17.160588632003,17.6472325216551,3.9393216512437
28,sim_028,2.25,2.25,2.25,-3.04129490418384,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.43909147702821,3.76076952725772,4.43909147702821,1.45956682823808,11.5159897033323,-11.8152431971641,NaN,11.8152431971641,18,140,-8.05447366990634,-3.04129490418384,3.04129490418384,0.704588020201204,-4.43909147702821,-11.8152431971641,NaN,0.704588020201204,3.65745870505205,-0.0313583137339202,NaN,3.76076952725772,-11.8152431971641,NaN,16.7109361143748,46.0266175261065,15.601338925168,12.5530552663709,21.9852410730592,4.11981304519086
29,sim_029,2.25,2.25,2.25,-5.17738125874662,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.09175139027501,3.78116383642145,4.09175139027501,2.52051291975174,15.3919195982833,-11.1500674342261,NaN,11.1500674342261,0,142,-7.36890359780467,-5.17738125874662,5.17738125874662,0.55097378650785,-4.09175139027501,-11.1500674342261,NaN,0.55097378650785,3.78116383642144,-0.0193427855214701,NaN,3.78116383642145,-11.1500674342261,NaN,15.3904227166161,41.4714928343819,15.6587879672377,17.4249666442585,20.6657163829227,2.75091702112601
30,sim_030,2.25,2.25,2.25,-4.05668077070838,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.36923037462337,3.05315722146122,3.36923037462337,1.20150977049649,10.7207392543484,-9.95561611693989,NaN,9.95561611693989,0,156,-6.90245889547867,-4.05668077070838,4.05668077070838,0.626853364900131,-3.36923037462337,-9.95561611693989,NaN,0.626853364900131,3.05315722146122,-0.0168841022258102,NaN,3.05315722146122,-9.95561611693989,NaN,16.3046318877342,43.6622319270901,18.1603635506727,14.9285217051436,16.6789083660285,3.04777907777732
31,sim_031,2.25,2.25,2.25,-4.67498636812309,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.27913981429499,3.65404750591231,4.27913981429499,2.46930261375866,12.6300016472642,-11.1814672601525,NaN,11.1814672601525,0,142,-7.52741975424019,-4.67498636812309,4.67498636812309,0.583781975162878,-4.27913981429499,-11.1814672601525,NaN,0.583781975162878,3.6540475059123,-0.0299551730571199,NaN,3.65404750591231,-11.1814672601525,NaN,16.0297779548784,44.7348653399558,14.6536767722749,14.2056038824593,20.0546669935848,3.92153628716586
32,sim_032,2.25,2.25,2.25,-6.17291650091925,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.89824110864908,3.57570714660789,3.89824110864908,2.69846150366218,11.8848485027426,-12.2845337472642,NaN,12.2845337472642,0,148,-8.70882660065632,-6.17291650091925,6.17291650091925,0.491308383635292,-3.89824110864908,-12.2845337472642,NaN,0.491308383635292,3.57570714660789,-0.0213262845785196,NaN,3.57570714660789,-12.2845337472642,NaN,15.0924812017635,45.6188508837316,17.1356747296017,15.895916046688,18.9966093030171,2.27407322547522
33,sim_033,2.25,2.25,2.25,-0.898148288620488,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.98208788957427,3.56345955479356,3.98208788957427,-3.30361237750192,5.3623784439258,-5.13543642769282,NaN,5.13543642769282,36,140,-1.57197687289926,-0.898148288620488,0.898148288620488,0.9017633605755,-3.98208788957427,-5.13543642769282,NaN,0.9017633605755,2.01144784756199,-0.11551808297912,NaN,3.56345955479356,-5.13543642769282,NaN,16.1135827108173,42.1243307063806,16.2306827513577,14.6429309375448,16.6867862592252,4.44365798248077
34,sim_034,2.25,2.25,2.25,-3.61075259611793,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.46441617127917,4.11469468467473,4.46441617127917,1.9815448346552,28.45284412371,-11.66328105025,NaN,11.66328105025,4,144,-7.54858636557532,-3.61075259611793,3.61075259611793,0.659876056277818,-4.46441617127917,-11.66328105025,NaN,0.659876056277818,4.10836446728204,-0.0266824119726294,NaN,4.11469468467473,-11.66328105025,NaN,17.5279103043134,45.0924690604719,16.2777071890186,17.2172415660956,20.4461036341354,4.25818603623062
35,sim_035,2.25,2.25,2.25,-3.03799600327814,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.28291174534729,3.55914224049359,4.28291174534729,1.30013232937544,11.9642036552032,-11.6927981816995,NaN,11.6927981816995,0,140,-8.13365594120591,-3.03799600327814,3.03799600327814,0.704855673557148,-4.28291174534729,-11.6927981816995,NaN,0.704855673557148,3.55914224049359,-0.0267704837059202,NaN,3.55914224049359,-11.6927981816995,NaN,18.3673487329709,43.2387530369513,17.5179800979781,13.0232405008241,21.8328632912763,3.81112654347452
36,sim_036,2.25,2.25,2.25,-4.34524597051586,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.85182314151148,3.32303051788317,3.85182314151148,1.86116095072749,9.84756149298052,-10.9972652440964,NaN,10.9972652440964,0,146,-7.67423472621323,-4.34524597051586,4.34524597051586,0.606369992916489,-3.85182314151148,-10.9972652440964,NaN,0.606369992916489,3.32303051788317,-0.0298314867976499,NaN,3.32303051788317,-10.9972652440964,NaN,14.6197596400632,40.6105814107854,17.0325187525216,15.1955099027429,20.1104270145135,2.15673156968086
37,sim_037,2.25,2.25,2.25,-3.7452541183873,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.5989611558303,4.04589830893311,4.5989611558303,2.21705538774986,15.1260636072925,-12.8347526970574,NaN,12.8347526970574,16,140,-8.7888543881243,-3.7452541183873,3.7452541183873,0.649736544035722,-4.5989611558303,-12.8347526970574,NaN,0.649736544035722,3.92976487646119,-0.0300849785021198,NaN,4.04589830893311,-12.8347526970574,NaN,16.6607547773248,46.6893376297159,15.9827573798483,15.2442946806625,21.7938369527817,3.39102756455698
38,sim_038,2.25,2.25,2.25,-4.63619324610298,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.89658639020249,3.56260011023094,3.89658639020249,2.06655668696846,9.73821845353106,-10.5290059974466,NaN,10.5290059974466,0,146,-6.96640588721565,-4.63619324610298,4.63619324610298,0.586395106848936,-3.89658639020249,-10.5290059974466,NaN,0.586395106848936,3.56260011023093,-0.0164881737640501,NaN,3.56260011023094,-10.5290059974466,NaN,17.737703360164,42.1871625052714,15.6643560318742,15.0467811171721,19.159179712866,3.3621994689735
39,sim_039,2.25,2.25,2.25,-3.14403170139949,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.50866461913916,3.00324115956938,3.50866461913916,0.628101142174094,6.96690389336673,-9.10098003791674,NaN,9.10098003791674,0,150,-6.09773887834736,-3.14403170139949,3.14403170139949,0.696303238259635,-3.50866461913916,-9.10098003791674,NaN,0.696303238259635,3.00324115956937,-0.0237656145265803,NaN,3.00324115956938,-9.10098003791674,NaN,16.9982657365528,40.3798549354369,16.0436428215178,12.7801373887184,17.337520081226,3.60045531894407
40,sim_040,2.25,2.25,2.25,-4.75861820065315,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.54552651081718,3.33105024255458,3.54552651081718,1.77830302431539,8.70008659209295,-11.5453051779023,NaN,11.5453051779023,0,154,-8.21425493534771,-4.75861820065315,4.75861820065315,0.578188021436837,-3.54552651081718,-11.5453051779023,NaN,0.578188021436837,3.33105024255457,-15.5021979062283,NaN,3.33105024255458,-11.5453051779023,NaN,18.4959236774717,44.3005874592052,17.0008363972795,13.5530004599586,17.8548471772167,2.06657805716325
41,sim_041,2.25,2.25,2.25,-3.38132983680445,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.9403021645999,3.18811434226515,3.9403021645999,1.27181380433994,9.4136344662125,-0.0455937133248501,NaN,0.0455937133248501,0,26,3.1425206289403,-3.38132983680445,3.38132983680445,0.677537766523294,-3.9403021645999,-0.0455937133248501,NaN,0.677537766523294,3.18811434226515,-0.0246714090824001,NaN,3.18811434226515,-0.0455937133248501,NaN,14.9019742455731,41.5494603016302,18.342138833171,13.4654612767937,20.961469062125,2.84966267029866
42,sim_042,2.25,2.25,2.25,-5.49117705479209,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.62041815178253,3.49924414828485,3.62041815178253,2.17917317977656,14.9692049260877,-11.3075755435656,NaN,11.3075755435656,0,158,-7.80833139528072,-5.49117705479209,5.49117705479209,0.53142397953488,-3.62041815178253,-11.3075755435656,NaN,0.53142397953488,3.49924414828483,-0.0177012900528304,NaN,3.49924414828485,-11.3075755435656,NaN,17.6852374236774,46.9372961475563,17.3923288697017,16.4375046381076,17.1473321662858,2.30456290781632
43,sim_043,2.25,2.25,2.25,-3.14104514983208,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.38369579703034,2.96265869869201,3.38369579703034,0.500319686496931,7.08105113515827,-0.41394689570486,NaN,0.41394689570486,0,34,2.54871180298715,-3.14104514983208,3.14104514983208,0.696542695951382,-3.38369579703034,-0.41394689570486,NaN,0.696542695951382,2.96265869869201,-13.6731976058361,NaN,2.96265869869201,-0.41394689570486,NaN,18.3267071367993,40.5797742849758,18.2387932202032,12.5096090482435,17.5329989693163,3.2413643702362
44,sim_044,2.25,2.25,2.25,-5.29133891881079,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.54309938399636,3.14524175469229,3.54309938399636,2.02061419757982,6.63070671193865,-10.566552600247,NaN,10.566552600247,0,150,-7.42131084555467,-5.29133891881079,5.29133891881079,0.54379230036971,-3.54309938399636,-10.566552600247,NaN,0.54379230036971,3.14524175469228,-0.0197029117557803,NaN,3.14524175469229,-10.566552600247,NaN,15.5535945590275,42.6124109138807,15.8470891146193,13.155153993054,17.7265272834789,2.71401140480726
45,sim_045,2.25,2.25,2.25,-5.45290812624791,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.05928399416534,3.87939654453047,4.05928399416534,2.60288508707047,17.6184844192753,-11.4819293058488,NaN,11.4819293058488,0,150,-7.60253276131834,-5.45290812624791,5.45290812624791,0.533770531724373,-4.05928399416534,-11.4819293058488,NaN,0.533770531724373,3.87939654453046,-0.0194840263053102,NaN,3.87939654453047,-11.4819293058488,NaN,18.2227310627471,44.1795960133075,15.0682125818012,16.3881426487325,18.7317915526613,3.43644707130051
46,sim_046,2.25,2.25,2.25,-4.41318415863098,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.28880007081068,3.78839196266416,4.28880007081068,2.33715997087082,17.0670155017056,-12.1089249405661,NaN,12.1089249405661,18,142,-8.32053297790195,-4.41318415863098,4.41318415863098,0.601645665297576,-4.28880007081068,-12.1089249405661,NaN,0.601645665297576,3.72005081718456,-0.02886426119513,NaN,3.78839196266416,-12.1089249405661,NaN,15.2144245499716,42.7722091430436,15.6996869883397,15.8430225153576,21.6353692545788,2.53919347757102
47,sim_047,2.25,2.25,2.25,-4.42606812269399,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.12306970699766,3.81969780139454,4.12306970699766,2.17872227393136,18.3521148451738,-10.9219349891156,NaN,10.9219349891156,0,144,-7.10223718772104,-4.42606812269399,4.42606812269399,0.600753893095488,-4.12306970699766,-10.9219349891156,NaN,0.600753893095488,3.81969780139453,-0.02102169113124,NaN,3.81969780139454,-10.9219349891156,NaN,18.3421352372321,41.6431776592453,14.5389115837807,15.5252354649249,19.9690000074096,3.44165147364785
48,sim_048,2.25,2.25,2.25,-6.00893505713291,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.01770094792568,3.87557313312807,4.01770094792568,2.76441832360807,23.809939908625,-12.3199702102772,NaN,12.3199702102772,0,154,-8.44439707714914,-6.00893505713291,6.00893505713291,0.500671934188344,-4.01770094792568,-12.3199702102772,NaN,0.500671934188344,3.87557313312807,-0.0248769098213999,NaN,3.87557313312807,-12.3199702102772,NaN,18.3930751469734,44.6928724922484,15.8735328935687,16.7875682737711,18.4687200166294,2.211218498655
49,sim_049,2.25,2.25,2.25,-4.31356338183286,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.60583015730296,2.82152299744872,3.60583015730296,1.59663804669268,9.56471519391232,-8.96074775706918,NaN,8.96074775706918,0,148,-6.13922475962046,-4.31356338183286,4.31356338183286,0.608585822514464,-3.60583015730296,-8.96074775706918,NaN,0.608585822514464,2.82152299744871,-0.0112377315061902,NaN,2.82152299744872,-8.96074775706918,NaN,16.2698834787328,40.0386998299304,16.9597660452463,12.0228866128773,16.8098382479092,4.10624560972309
50,sim_050,2.25,2.25,2.25,-2.79781187172114,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.00842045491084,3.33724900837977,4.00842045491084,0.774698720559443,9.83395184233135,-0.00115369173896029,NaN,0.00115369173896029,22,0,3.33609531664081,-2.79781187172114,2.79781187172114,0.724618481216517,-4.00842045491084,-0.00115369173896029,NaN,0.724618481216517,3.33609531664081,-0.0237078318934096,NaN,3.33724900837977,-0.00115369173896029,NaN,18.2955810344646,41.7199714392666,15.7553366277443,12.2724888794733,21.7740889594787,4.49519110302769
51,sim_051,2.25,2.25,2.25,-3.54044844412444,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.69060967428986,3.38461828430731,3.69060967428986,1.15272594758244,10.7649843428519,-9.94401371178794,NaN,9.94401371178794,0,152,-6.55939542748063,-3.54044844412444,3.54044844412444,0.66523880967546,-3.69060967428986,-9.94401371178794,NaN,0.66523880967546,3.3846182843073,-13.2141084872526,NaN,3.38461828430731,-9.94401371178794,NaN,17.434300741568,40.4258261154307,18.4267339852878,15.9198478857925,17.4899843357591,2.76978916210111
52,sim_052,2.25,2.25,2.25,-3.96273992829061,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.7262698324653,3.45810508438273,3.7262698324653,1.49663995176771,10.8353922285563,-10.0154305547402,NaN,10.0154305547402,0,156,-6.55732547035751,-3.96273992829061,3.96273992829061,0.633669791187819,-3.7262698324653,-10.0154305547402,NaN,0.633669791187819,3.45810508438273,-0.0118367679683198,NaN,3.45810508438273,-10.0154305547402,NaN,16.9580744112111,42.8217335525377,18.093247637208,17.6255093704412,16.589429344828,3.38372817408284
53,sim_053,2.25,2.25,2.25,-5.17063922727005,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.95195440849684,3.29410163997687,3.95195440849684,2.3777738155505,7.80896538809391,-12.3697127092492,NaN,12.3697127092492,0,150,-9.0756110692723,-5.17063922727005,5.17063922727005,0.551401621170395,-3.95195440849684,-12.3697127092492,NaN,0.551401621170395,3.29410163997686,-0.0248089246496499,NaN,3.29410163997687,-12.3697127092492,NaN,17.0178184500866,45.7950798417694,17.6448833057358,12.0651314405258,18.9338111082658,2.16286665428443
54,sim_054,2.25,2.25,2.25,-5.33268276286781,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.0026129123321,3.83523522074214,4.0026129123321,2.49737011827749,15.8704988315885,-10.5957877559906,NaN,10.5957877559906,0,146,-6.76055253524845,-5.33268276286781,5.33268276286781,0.54121006149576,-4.0026129123321,-10.5957877559906,NaN,0.54121006149576,3.83523522074214,-0.0185689035899599,NaN,3.83523522074214,-10.5957877559906,NaN,17.2666832610548,41.12182272616,14.5859101450166,17.90815673593,18.6069672043789,3.58159853359673
55,sim_055,2.25,2.25,2.25,-5.78960545530396,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.37016114185604,3.69007032259643,4.37016114185604,3.0409622367156,9.8408516370776,-13.0810203449663,NaN,13.0810203449663,10,142,-9.39095002236984,-5.78960545530396,5.78960545530396,0.513475500897895,-4.37016114185604,-13.0810203449663,NaN,0.513475500897895,3.65957366531958,-0.02834269617159,NaN,3.69007032259643,-13.0810203449663,NaN,15.4939749166467,45.2125920484613,14.7336035674246,13.2477144953143,21.2707089739997,2.13790091058025
56,sim_056,2.25,2.25,2.25,-4.08984708980969,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.00586119188362,3.43800633701997,4.00586119188362,1.85947481171079,11.1170234054692,-11.3166661928166,NaN,11.3166661928166,0,146,-7.87865985579668,-4.08984708980969,4.08984708980969,0.624464343526456,-4.00586119188362,-11.3166661928166,NaN,0.624464343526456,3.43800633701997,-0.0237932046733098,NaN,3.43800633701997,-11.3166661928166,NaN,15.5639561965337,44.6455031588587,16.7905569366084,13.9332190404228,19.9382229783121,3.34783927903545
57,sim_057,2.25,2.25,2.25,-4.2636059191931,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.66321675555665,3.16773927561932,3.66321675555665,1.62436639086042,7.69225427230413,-9.59573077726273,NaN,9.59573077726273,0,146,-6.42799150164341,-4.2636059191931,4.2636059191931,0.61209622918692,-3.66321675555665,-9.59573077726273,NaN,0.61209622918692,3.16773927561931,-0.0188867352656601,NaN,3.16773927561932,-9.59573077726273,NaN,15.4406108189261,41.4258244578829,15.7682318702682,14.0682575679093,18.5733242796386,3.86674982758103
58,sim_058,2.25,2.25,2.25,-3.95528061419524,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.50176365856711,3.24872041912599,3.50176365856711,1.26712177298929,11.5508875223112,-10.1151088326681,NaN,10.1151088326681,0,150,-6.86638841354208,-3.95528061419524,3.95528061419524,0.634214211208289,-3.50176365856711,-10.1151088326681,NaN,0.634214211208289,3.24872041912599,-0.01963765210261,NaN,3.24872041912599,-10.1151088326681,NaN,15.2548814852073,40.7022191575242,17.4120527643607,15.9496774146077,18.3122237852364,2.79808388698601
59,sim_059,2.25,2.25,2.25,-4.12906893843479,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi0,4.04435735367187,3.70630079925068,4.04435735367187,1.92285825233005,22.4295802691214,-0.0234238915075999,NaN,0.0234238915075999,0,2,3.68287690774308,-4.12906893843479,4.12906893843479,0.621650880445978,-4.04435735367187,-0.0234238915075999,NaN,0.621650880445978,3.70630079925068,-0.0234238915075999,NaN,3.70630079925067,-10.9088094363437,NaN,15.4100004487118,44.0901154197063,17.6150104011185,17.9535583712778,19.1965223041999,4.37807586958883
60,sim_060,2.25,2.25,2.25,-5.16281377001194,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.57814595160198,3.38023196392158,3.57814595160198,2.0005422054375,8.68138507561107,-10.7630068172311,NaN,10.7630068172311,0,150,-7.3827748533095,-5.16281377001194,5.16281377001194,0.551898624280578,-3.57814595160198,-10.7630068172311,NaN,0.551898624280578,3.38023196392157,-15.7280054436064,NaN,3.38023196392158,-10.7630068172311,NaN,16.5895984428229,42.4477041791636,16.0716706634852,14.6051909226216,18.0464439833243,2.4072686406546
61,sim_061,2.25,2.25,2.25,-0.498375038794927,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,5.13962085328219,4.96975849472624,5.13962085328219,-4.50946425437509,3.67991174087147,-5.97657544934355,NaN,5.97657544934355,30,128,-1.00681695461731,-0.498375038794927,0.498375038794927,0.944237508256705,-5.13962085328219,-5.97657544934355,NaN,0.944237508256705,2.8708684928991,-0.0500909119133,NaN,4.96975849472624,-5.97657544934355,NaN,16.1580944447613,44.4094539409284,18.3910358502987,15.3459787050742,21.8510700923013,3.97422096098843
62,sim_062,2.25,2.25,2.25,-5.78321804409329,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.1808871230538,3.89058023446288,4.1808871230538,2.84939883680423,19.1665492579119,-12.1241051022341,NaN,12.1241051022341,0,146,-8.23352486777119,-5.78321804409329,5.78321804409329,0.513853238302094,-4.1808871230538,-12.1241051022341,NaN,0.513853238302094,3.89058023446288,-0.0248213593114404,NaN,3.89058023446288,-12.1241051022341,NaN,16.6921973329685,43.4600628585839,15.0916714123752,17.0266166119737,19.7462503794844,2.86309734115481
63,sim_063,2.25,2.25,2.25,-4.51079864538969,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.58994668540495,4.07254102184291,4.58994668540495,2.69272732116095,15.3722366294314,-13.2816507806323,NaN,13.2816507806323,16,140,-9.20910975878934,-4.51079864538969,4.51079864538969,0.594922052679301,-4.58994668540495,-13.2816507806323,NaN,0.594922052679301,3.93169297920398,-0.02724877369001,NaN,4.07254102184291,-13.2816507806323,NaN,15.0323533277918,45.0674945646243,15.1902363983992,16.0404019659025,22.3332282982957,2.47567472073963
64,sim_064,2.25,2.25,2.25,-4.33870527673074,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.64025357118602,3.03563152594523,3.64025357118602,1.64578350354762,10.5216735571986,-9.3052682499424,NaN,9.3052682499424,0,152,-6.26963672399717,-4.33870527673074,4.33870527673074,0.606826776765195,-3.64025357118602,-9.3052682499424,NaN,0.606826776765195,3.03563152594523,-0.0144884080218901,NaN,3.03563152594523,-9.3052682499424,NaN,14.6771888461129,40.8929682096506,16.66165185454,16.0610156971595,16.7386858845653,3.0502577254265
65,sim_065,2.25,2.25,2.25,-5.97140632847625,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.19984818422889,3.51196402896319,4.19984818422889,2.93393834405826,8.67723763854444,-12.3489662166683,NaN,12.3489662166683,2,144,-8.83700218770508,-5.97140632847625,5.97140632847625,0.502839844686587,-4.19984818422889,-12.3489662166683,NaN,0.502839844686587,3.51166890989917,-0.0258416783662598,NaN,3.51196402896319,-12.3489662166683,NaN,15.7361097884906,44.8712160861177,14.8743914026972,12.2171787181858,20.3137207774994,2.33351848142745
66,sim_066,2.25,2.25,2.25,-6.02957634218435,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.2908653878058,3.92565178225052,4.2908653878058,3.04446604644817,20.8034858784426,-12.0242484841817,NaN,12.0242484841817,0,146,-8.09859670193114,-6.02957634218435,6.02957634218435,0.49948354212794,-4.2908653878058,-12.0242484841817,NaN,0.49948354212794,3.92565178225052,-0.0263065554309003,NaN,3.92565178225052,-12.0242484841817,NaN,17.6515344303123,43.9339506323858,14.7199231222259,16.2173677047738,19.634122897376,2.93248285658292
67,sim_067,2.25,2.25,2.25,-4.02485270141905,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.37322460360563,3.83619537336665,4.37322460360563,2.18477670555005,16.012714121308,-12.8177330715248,NaN,12.8177330715248,10,142,-8.98153769815813,-4.02485270141905,4.02485270141905,0.62915458359776,-4.37322460360563,-12.8177330715248,NaN,0.62915458359776,3.80737356318202,-0.0292383480173499,NaN,3.83619537336665,-12.8177330715248,NaN,18.2436584493883,44.4496875937846,16.3670906860991,14.3060066116402,21.6857068898335,3.07642537543145
68,sim_068,2.25,2.25,2.25,-5.0152207753819,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.57194256553931,3.31624031894165,3.57194256553931,1.92807841234906,14.4911797551638,-11.3638395325756,NaN,11.3638395325756,0,156,-8.04759921363396,-5.0152207753819,5.0152207753819,0.561356765601581,-3.57194256553931,-11.3638395325756,NaN,0.561356765601581,3.31624031894165,-0.01771892417911,NaN,3.31624031894165,-11.3638395325756,NaN,17.9247986402114,44.9360811342061,16.4794251763037,15.1622033028065,16.891301714147,2.22245306688407
69,sim_069,2.25,2.25,2.25,-3.37353865062339,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.37591568917079,3.89203442442131,4.37591568917079,1.70080455164639,15.7352046850085,-11.1282291173383,NaN,11.1282291173383,16,140,-7.23619469291698,-3.37353865062339,3.37353865062339,0.678145786121353,-4.37591568917079,-11.1282291173383,NaN,0.678145786121353,3.84197036555633,-0.02550702162711,NaN,3.89203442442131,-11.1282291173383,NaN,18.4377302386615,43.3928699597124,15.966928975226,14.4633784542308,22.130748754356,3.69522313233924
70,sim_070,2.25,2.25,2.25,-3.6483630358535,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.81785312921078,4.31942503335489,4.81785312921078,2.36376909434152,20.7303065646769,-11.9181763073577,NaN,11.9181763073577,14,136,-7.59875127400281,-3.6483630358535,3.6483630358535,0.65702492934469,-4.81785312921078,-11.9181763073577,NaN,0.65702492934469,4.23819677136153,-0.0346462554351392,NaN,4.31942503335489,-11.9181763073577,NaN,16.0605734830493,45.6455457122605,15.3377308772352,17.8033153751018,22.4693695640003,3.92587766904984
71,sim_071,2.25,2.25,2.25,-5.85241958791059,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.92914030314518,3.66601644645856,3.92914030314518,2.62221373034109,13.82826780411,-11.4848513843819,NaN,11.4848513843819,0,146,-7.81883493792335,-5.85241958791059,5.85241958791059,0.509775571982074,-3.92914030314518,-11.4848513843819,NaN,0.509775571982074,3.66601644645856,-0.0156075557857198,NaN,3.66601644645856,-11.4848513843819,NaN,14.7697980277702,42.4953436842066,15.7290938972998,17.4690055320364,19.5684980369548,2.4883659871571
72,sim_072,2.25,2.25,2.25,-4.98520400512291,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.43631480605482,3.22302098990534,3.43631480605482,1.77856955320995,11.8840083858266,-10.5309541267608,NaN,10.5309541267608,0,156,-7.30793313685544,-4.98520400512291,4.98520400512291,0.563300062917773,-3.43631480605482,-10.5309541267608,NaN,0.563300062917773,3.22302098990534,-0.01110272368896,NaN,3.22302098990534,-10.5309541267608,NaN,16.0033585429136,44.6666527698643,17.8282685457804,16.8120416056144,16.7740134149998,2.41420009235775
