"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.00324115956938
2,2.96997395217006
4,2.93751177572264
6,2.9065365106436
8,2.877682493397
10,2.85150397001338
12,2.82844270981323
14,2.8087978901494
16,2.79270039258068
18,2.78009344593124
20,2.77072111070961
22,2.76412546369754
24,2.75965259127543
26,2.75646673934782
28,2.75357130290982
30,2.74983485540647
32,2.74402016625139
34,2.73481414013166
36,2.7208568013034
38,2.70076778114794
40,2.67316917873107
42,2.63670408708154
44,2.5900504615704
46,2.53193031881711
48,2.46111448076432
50,2.37642321933066
52,2.27672322247921
54,2.16092130770084
56,2.02795526997529
58,1.87678218285237
60,1.70636438493329
62,1.51565328758129
64,1.30357103730371
66,1.06898995874196
68,0.81070958964509
70,0.527430993639609
72,0.217727895045618
74,-0.119985982237001
76,-0.48749417468459
78,-0.886820343725698
80,-1.3202779516662
82,-1.79052810312302
84,-2.30064688216203
86,-2.85420306352979
88,-3.45534564807913
90,-4.1088970956774
92,-4.82043988292433
94,-5.59636561767416
96,-6.44381534482527
98,-7.37035017817849
100,-8.38299423514818
102,-9.48586317723598
104,-10.6747067369029
106,-11.9251528144945
108,-13.1702481912155
110,-14.2691496032843
112,-15.0013695330685
114,-15.16381958005
116,-14.7426046514424
118,-13.9275438207749
120,-12.9457416869058
122,-11.9493734348406
124,-11.0134326059904
126,-10.1668336166191
128,-9.41632710281196
130,-8.7593040918055
132,-8.18980008103045
134,-7.70112389571436
136,-7.28693205319498
138,-6.94161169992063
140,-6.66036600876355
142,-6.43917943809218
144,-6.27474195155995
146,-6.16436674073903
148,-6.10591582539271
150,-6.09773887834736
152,-6.13862671406243
154,-6.22777932200634
156,-6.36478782006081
158,-6.54962961984446
160,-6.78267609705523
162,-7.06471190542723
164,-7.39696449133302
166,-7.78114091885837
168,-8.21946598113314
170,-8.71470914092195
172,-9.27017489132222
174,-9.88960516825539
176,-10.5768904189764
178,-11.3353820006291
180,-12.1663945289334
