"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.38619142717596
2,3.54849974291709
4,3.70658255742028
6,3.85943368954915
8,4.00598391697711
10,4.1451200489854
12,4.27570328744548
14,4.39658614536017
16,4.50662739503739
18,4.60470471768464
20,4.68972490564318
22,4.76063161669412
24,4.816410792028
26,4.85609392575842
28,4.87875941805725
30,4.88353226200953
32,4.86958231295095
34,4.83612137514159
36,4.78239932029493
38,4.70769943091472
40,4.61133314279103
42,4.49263434872275
44,4.35095342244533
46,4.18565113080418
48,3.99609262723718
50,3.78164176632109
52,3.54165605649128
54,3.27548269023274
56,2.98245628002074
58,2.66189921750723
60,2.31312601312345
62,1.93545363793793
64,1.52822088859521
66,1.09082128719024
68,0.622756232362249
70,0.123718330923781
72,-0.406280584287181
74,-0.966715979272576
76,-1.55626294293155
78,-2.1723768900379
80,-2.81069947127628
82,-3.46425310905312
84,-4.12242674887701
86,-4.76986273974459
88,-5.38557377738499
90,-5.94295325405401
92,-6.41163591335985
94,-6.76197555374069
96,-6.97170166360758
98,-7.03234747574675
100,-6.95204074963174
102,-6.75293692758403
104,-6.46488550912661
106,-6.11872599529103
108,-5.74170056665904
110,-5.35549786504662
112,-4.97618950203204
114,-4.61509648459269
116,-4.27990682516227
118,-3.97570327119149
120,-3.70578467168458
122,-3.47227582250569
124,-3.2765619493523
126,-3.11959152828695
128,-3.00208574492424
130,-2.92468432939258
132,-2.88804958427192
134,-2.89294423355965
136,-2.94029428564479
138,-3.03124512396304
140,-3.16721718793071
142,-3.34996662239324
144,-3.58165597750895
146,-3.86494032474643
148,-4.20307495415872
150,-4.60005206139059
152,-5.06077532482483
154,-5.59128240568705
156,-6.19902439935351
158,-6.89320315775591
160,-7.68513850652439
162,-8.58854975574564
164,-9.6193825924197
166,-10.7940875648258
168,-12.1231969991421
170,-13.5914972022917
172,-15.1044998603192
174,-16.3825086465948
176,-16.9249304401924
178,-16.4117319549659
180,-15.1391730593712
