"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.11582151990334
2,3.09206502533187
4,3.06690609093533
6,3.04028003473086
8,3.01214581389315
10,2.98248830383277
12,2.95132029736035
14,2.91868416582741
16,2.88465310244205
18,2.84933184575903
20,2.81285676041067
22,2.77539513468248
24,2.7371435431683
26,2.69832512041607
28,2.65918560129443
30,2.61998800871182
32,2.58100591166398
34,2.54251523761892
36,2.50478470251806
38,2.46806501647152
40,2.43257712820823
42,2.39849987844194
44,2.36595753113664
46,2.33500773039437
48,2.30563047758676
50,2.277718728515
52,2.25107116767211
54,2.22538762525928
56,2.20026746776113
58,2.17521112579914
60,2.14962473942293
62,2.12282771907663
64,2.09406285794245
66,2.06250850298979
68,2.02729220766027
70,1.98750525255465
72,1.94221742976413
74,1.89049153481219
76,1.83139708759804
78,1.76402289901134
80,1.68748820214236
82,1.60095216697967
84,1.50362170824604
86,1.39475757319844
88,1.27367875780365
90,1.13976534562964
92,0.992459895391002
94,0.83126752255056
96,0.655754830311597
98,0.465547848411569
100,0.260329136868866
102,0.0398342084849223
104,-0.196152579610798
106,-0.44780251715706
108,-0.715247265793108
110,-0.998583664509305
112,-1.29787845293315
114,-1.61317273543182
116,-1.94448598888991
118,-2.29181939098191
120,-2.65515821372673
122,-3.03447298911524
124,-3.42971910970266
126,-3.84083447727452
128,-4.26773475695323
130,-4.71030573228933
132,-5.16839218900701
134,-5.64178268183135
136,-6.13018946247114
138,-6.63322277272817
140,-7.15035864564645
142,-7.68089932916186
144,-8.22392548360033
146,-8.77823945788817
148,-9.34229929489284
150,-9.91414375734319
152,-10.4913097320681
154,-11.0707450038742
156,-11.6487217087466
158,-12.2207588005618
160,-12.7815654075506
162,-13.3250204712195
164,-13.8442065317254
166,-14.3315154690566
168,-14.7788398004635
170,-15.1778537171681
172,-15.5203739322464
174,-15.7987744064846
176,-16.0064158064007
178,-16.1380447433163
180,-16.1901212813258
