"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.38556285888546
2,3.36946009760958
4,3.35294516001022
6,3.33633647167065
8,3.31988570228841
10,3.30376175848893
12,3.28803608984938
14,3.27267018221158
16,3.25750602822744
18,3.24226020449031
20,3.22652195884789
22,3.20975544170141
24,3.19130592939088
26,3.17040961682672
28,3.14620632857411
30,3.11775433393932
32,3.08404636372818
34,3.04402591504885
36,2.99660298708508
38,2.94066849955203
40,2.8751067873747
42,2.79880572047509
44,2.71066414911336
46,2.60959650951142
48,2.49453453243256
50,2.36442607418338
52,2.21823113386285
54,2.05491513385725
56,1.87343952528494
58,1.67274973948282
60,1.45176044337724
62,1.20933797212072
64,0.944279706206042
66,0.655290029412286
68,0.340952342454903
70,-0.000303594192140738
72,-0.370239969044691
74,-0.770856184053858
76,-1.20444279022363
78,-1.67364632700782
80,-2.18154792871714
82,-2.73175928000972
84,-3.32854019591226
86,-3.9769424346102
88,-4.68298344690098
90,-5.45384942745613
92,-6.29811380925159
94,-7.22592163258811
96,-8.24899761193481
98,-9.38009794130698
100,-10.6309163833568
102,-12.0059187082504
104,-13.4860128477914
106,-14.9901085317289
108,-16.3079128888389
110,-17.0760957779629
112,-17.003935496731
114,-16.2066368052334
116,-15.0616124865528
118,-13.8623428975166
120,-12.7448881523978
122,-11.7530620361156
124,-10.8920444339361
126,-10.1536666455148
128,-9.5264325191384
130,-8.99912430848953
132,-8.56191959481447
134,-8.20658702725557
136,-7.92636813468255
138,-7.71577616922477
140,-7.5703963203712
142,-7.48671474604585
144,-7.46198232971901
146,-7.49411156629392
148,-7.5816030231245
150,-7.72349801630598
152,-7.91935513679595
154,-8.16924954740352
156,-8.47379538982427
158,-8.83419317162331
160,-9.25230567171316
162,-9.73076770768892
164,-10.2731369066958
166,-10.884093860913
168,-11.5696990740626
170,-12.3377063267258
172,-13.1979050310013
174,-14.1623837315099
176,-15.2453785518904
178,-16.4617278857668
180,-17.8211582978152
