"Freq [GHz]","dB(St(Driver_T1,Driver_T1)) []"
1,-1.05302525834335
1.005,-0.995303371290412
1.01,-0.942488726135529
1.015,-0.89460174978368
1.02,-0.85162116312473
1.025,-0.813482428035906
1.03,-0.780077470305731
1.035,-0.751255807496945
1.04,-0.726827135434105
1.045,-0.706565339676012
1.05,-0.690213806636753
1.055,-0.677491821869397
1.06,-0.668101769447456
1.065,-0.661736794201592
1.07,-0.658088563255624
1.075,-0.656854767143389
1.08,-0.657746032601103
1.085,-0.660491974564298
1.09,-0.664846187198025
1.095,-0.670590054888328
1.1,-0.677535345837454
1.105,-0.685525625992041
1.11,-0.694436593968959
1.115,-0.704175485026626
1.12,-0.714679722718098
1.125,-0.725915011306879
1.13,-0.737873062412477
1.135,-0.7505691386608
1.14,-0.764039578702815
1.145,-0.778339445139463
1.15,-0.793540412601167
1.155,-0.809728989895861
1.16,-0.827005149591616
1.165,-0.845481421913873
1.17,-0.865282498221973
1.175,-0.886545383051783
1.18,-0.909420133027268
1.185,-0.934071226029067
1.19,-0.960679615072077
1.195,-0.989445538723437
1.2,-1.02059218412182
1.205,-1.05437033050107
1.21,-1.09106414153579
1.215,-1.13099832482509
1.22,-1.17454693710922
1.225,-1.22214418395555
1.23,-1.27429763949606
1.235,-1.33160438620988
1.24,-1.39477062528648
1.245,-1.46463528885434
1.25,-1.54219800255008
1.255,-1.6286512145831
1.26,-1.72541506425181
1.265,-1.83417091873061
1.27,-1.9568841706453
1.275,-2.09579651576387
1.28,-2.25334847855779
1.285,-2.43195814312088
1.29,-2.63352434996316
1.295,-2.85844064619696
1.3,-3.10383151886764
1.305,-3.36078901872924
1.31,-3.6109458761159
1.315,-3.82429223131783
1.32,-3.96248573209291
1.325,-3.99176767783559
1.33,-3.90168842301369
1.335,-3.71468354582327
1.34,-3.47570536651029
1.345,-3.23105757336004
1.35,-3.01351174338633
1.355,-2.83944001327264
1.36,-2.71302541795899
1.365,-2.63168857405943
1.37,-2.59007642364357
1.375,-2.58231619300183
1.38,-2.60304703620073
1.385,-2.64776651511152
1.39,-2.7128500715289
1.395,-2.79544053177711
1.4,-2.89330309666903
1.405,-3.00468656410494
1.41,-3.12820493190461
1.415,-3.26274176077137
1.42,-3.40737511901438
1.425,-3.56131963010333
1.43,-3.72388218372529
1.435,-3.89442837188721
1.44,-4.0723572978751
1.445,-4.25708293455571
1.45,-4.44802063899722
1.455,-4.64457776362092
1.46,-4.84614755519183
1.465,-5.05210571961556
1.47,-5.26180916857475
1.475,-5.47459656619438
1.48,-5.68979036968313
1.485,-5.90670011406568
1.49,-6.12462673239636
1.495,-6.34286773239056
1.5,-6.56072307037386
1.505,-6.77750157538167
1.51,-6.9925277814582
1.515,-7.20514902602187
1.52,-7.41474266808033
1.525,-7.62072327383616
1.53,-7.82254961079056
1.535,-8.01973128692442
1.54,-8.21183487096453
1.545,-8.3984893349191
1.55,-8.57939067230094
1.555,-8.75430556537809
1.56,-8.92307400220693
1.565,-9.08561077806754
1.57,-9.24190585439898
1.575,-9.39202358897282
1.58,-9.53610089106428
1.585,-9.67434439195436
1.59,-9.80702675170251
1.595,-9.93448224579629
1.6,-10.0571017888032
1.605,-10.1753275561432
1.61,-10.2896473600107
1.615,-10.4005889224362
1.62,-10.5087141691514
1.625,-10.6146136442577
1.63,-10.7189011197499
1.635,-10.822208447669
1.64,-10.9251806777705
1.645,-11.0284714414963
1.65,-11.1327385847575
1.655,-11.2386400182463
1.66,-11.346829745001
1.665,-11.4579540207841
1.67,-11.5726476032416
1.675,-11.6915300503383
1.68,-11.8152020365728
1.685,-11.9442416661662
1.69,-12.0792007748974
1.695,-12.2206012255084
1.7,-12.3689312145756
1.705,-12.5246416203627
1.71,-12.6881424304022
1.715,-12.8597992934744
1.72,-13.039930242505
1.725,-13.228802632191
1.73,-13.4266303276793
1.735,-13.633571168527
1.74,-13.8497247159844
1.745,-14.0751302722405
1.75,-14.3097651388765
1.755,-14.5535430598219
1.76,-14.8063127732708
1.765,-15.067856579024
1.77,-15.3378888143781
1.775,-15.6160541247804
1.78,-15.9019254168065
1.785,-16.1950013924061
1.79,-16.4947035866997
1.795,-16.8003728688539
1.8,-17.1112654188222
1.805,-17.4265482640624
1.81,-17.7452945515659
1.815,-18.0664788427002
1.82,-18.3889728509906
1.825,-18.711542192808
1.83,-19.0328448805494
1.835,-19.3514324438212
1.84,-19.6657546953204
1.845,-19.9741692348898
1.85,-20.2749567700462
1.855,-20.5663431819769
1.86,-20.8465289429284
1.865,-21.1137259681778
1.87,-21.3662012656458
1.875,-21.6023258736012
1.88,-21.8206266484855
1.885,-22.0198376262411
1.89,-22.1989471060481
1.895,-22.3572364605247
1.9,-22.4943070699301
1.905,-22.6100927186672
1.91,-22.7048561694113
1.915,-22.7791702273494
1.92,-22.8338851525557
1.925,-22.8700855139091
1.93,-22.8890403220373
1.935,-22.8921504654312
1.94,-22.8808971530779
1.945,-22.8567943741113
1.95,-22.8213474940434
1.955,-22.7760191851686
1.96,-22.722203064265
1.965,-22.6612047605154
1.97,-22.5942296879673
1.975,-22.5223765396595
1.98,-22.4466354220091
1.985,-22.3678895663674
1.99,-22.2869196486807
1.995,-22.2044098831015
2,-22.1209552048823
2.005,-22.224631199486
2.01,-22.3654985497729
2.015,-22.546500488722
2.02,-22.7708586045524
2.025,-23.0419770673127
2.03,-23.3632204342712
2.035,-23.7374521405213
2.04,-24.1661270804839
2.045,-24.6475709323009
2.05,-25.1738363751869
2.055,-25.7252864843125
2.06,-26.2622975175002
2.065,-26.7156939466042
2.07,-26.9841510048821
2.075,-26.9552912150217
2.08,-26.5574524419143
2.085,-25.8060265390091
2.09,-24.7927836024103
2.095,-23.6311136743489
2.1,-22.4128250035832
2.105,-21.196741695622
2.11,-20.015087277479
2.115,-18.883108783598
2.12,-17.8064362003544
2.125,-16.7856578005615
2.13,-15.8189141281471
2.135,-14.9032981342651
2.14,-14.0355843795826
2.145,-13.2125931828066
2.15,-12.4313596340431
2.155,-11.6891998476414
2.16,-10.983724226307
2.165,-10.31282442374
2.17,-9.67464822946941
2.175,-9.06756987098238
2.18,-8.49015959873137
2.185,-7.94115447146417
2.19,-7.41943122694035
2.195,-6.92398158985133
2.2,-6.45389010586978
2.205,-6.00831447145895
2.21,-5.5864682826809
2.215,-5.18760611330085
2.22,-4.8110108312961
2.225,-4.4559830620668
2.23,-4.12183270100738
2.235,-3.80787236618747
2.24,-3.51341266454628
2.245,-3.23775912435843
2.25,-2.98021062549281
2.255,-2.74005913991752
2.26,-2.51659058038446
2.265,-2.30908654701585
2.27,-2.11682676056821
2.275,-1.93909197763406
2.28,-1.77516719638272
2.285,-1.62434498050471
2.29,-1.48592875229419
2.295,-1.35923593160862
2.3,-1.24360082413093
2.305,-1.13837718845096
2.31,-1.04294043577627
2.315,-0.956689437699233
2.32,-0.879047935840529
2.325,-0.809465562117156
2.33,-0.747418489858615
2.335,-0.692409744226484
2.34,-0.643969205724986
2.345,-0.601653343442203
2.35,-0.565044715486154
2.355,-0.533751273320886
2.36,-0.507405504778043
2.365,-0.485663447784298
2.37,-0.468203603612979
2.375,-0.454725774992096
2.38,-0.444949850877435
2.385,-0.438614556278103
2.39,-0.435476182309186
2.395,-0.435307308715106
2.4,-0.437895528503788
2.405,-0.443042182080969
2.41,-0.450561106387815
2.415,-0.460277403024263
2.42,-0.472026228181997
2.425,-0.485651606407136
2.43,-0.501005269756633
2.435,-0.517945523796443
2.44,-0.536336142107499
2.445,-0.556045291511663
2.45,-0.576944491096528
2.455,-0.598907609296701
2.46,-0.621809904764192
2.465,-0.645527118508549
2.47,-0.669934626771975
2.475,-0.694906666271543
2.48,-0.720315645714257
2.485,-0.746031559767872
2.49,-0.771921523816229
2.495,-0.797849449676161
2.5,-0.823675883800184
2.505,-0.84925803010434
2.51,-0.874449979187348
2.515,-0.899103164082599
2.52,-0.923067059555709
2.525,-0.946190137113257
2.53,-0.968321081183191
2.535,-0.989310263330601
2.54,-1.00901146100179
2.545,-1.02728379543966
2.55,-1.04399385058393
2.555,-1.05901792166503
2.56,-1.07224432971074
2.565,-1.08357572733473
2.57,-1.0929313130452
2.575,-1.10024886692839
2.58,-1.10548652078023
2.585,-1.10862418113611
2.59,-1.10966453434031
2.595,-1.10863357848494
2.6,-1.10558064693184
2.605,-1.10057791096548
2.61,-1.09371937333509
2.615,-1.08511938827693
2.62,-1.07491076531957
2.625,-1.06324253221909
2.63,-1.05027744555557
2.635,-1.03618934512618
2.64,-1.02116045008928
2.645,-1.0053786911476
2.65,-0.989035164631327
2.655,-0.972321782190804
2.66,-0.955429175141559
2.665,-0.938544896563147
2.67,-0.921851948192166
2.675,-0.905527643940936
2.68,-0.889742808252531
2.685,-0.874661295940879
2.69,-0.860439810880257
2.695,-0.84722799388692
2.7,-0.835168745177017
2.705,-0.824398743543558
2.71,-0.815049122425068
2.715,-0.807246261829322
2.72,-0.801112654080713
2.725,-0.79676780001416
2.73,-0.794329089969737
2.735,-0.793912620175104
2.74,-0.79563388926413
2.745,-0.799608311208776
2.75,-0.805951469314022
2.755,-0.81477902070904
2.76,-0.826206141717799
2.765,-0.840346381719526
2.77,-0.857309767345344
2.775,-0.877199971852476
2.78,-0.900110339604468
2.785,-0.926118538426384
2.79,-0.955279612086615
2.795,-0.987617234320192
2.8,-1.02311304249236
2.805,-1.06169407564589
2.81,-1.10321858333112
2.815,-1.1474608308391
2.82,-1.19409601360527
2.825,-1.24268699155567
2.83,-1.2926751987161
2.835,-1.34337864346987
2.84,-1.39400018440217
2.845,-1.44364898428632
2.85,-1.49137695844867
2.855,-1.53623001612065
2.86,-1.57731108235626
2.865,-1.61384878710888
2.87,-1.64526315469887
2.875,-1.67121856712817
2.88,-1.69165538021698
2.885,-1.70679486710101
2.89,-1.71711689034729
2.895,-1.72331455087315
2.9,-1.72623368220567
2.905,-1.72680660068323
2.91,-1.72598889714199
2.915,-1.72470584031779
2.92,-1.72381205201399
2.925,-1.72406534449706
2.93,-1.72611351838162
2.935,-1.73049169110496
2.94,-1.73762728106212
2.945,-1.74784989245281
2.95,-1.76140378797661
2.955,-1.77846120016845
2.96,-1.79913528328405
2.965,-1.82349197462047
2.97,-1.85156039165364
2.975,-1.88334164238897
2.98,-1.91881608773261
2.985,-1.95794918765617
2.99,-2.00069610750521
2.995,-2.04700527357487
3,-2.09682106058477
