"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.54959587761451
2,3.51674505963643
4,3.48171401011737
6,3.4449283883485
8,3.40681697507706
10,3.3677954912581
12,3.32824880357645
14,3.2885122597853
16,3.24885304687722
18,3.20945256411169
20,3.1703908288216
22,3.13163387001048
24,3.09302490812394
26,3.05427987768445
28,3.01498754511234
30,2.97461414031498
32,2.93251209628151
34,2.88793221337541
36,2.84003836374434
38,2.78792374307715
40,2.73062766411424
42,2.66715195776796
44,2.59647618252058
46,2.51757101500841
48,2.42940937827741
50,2.33097503673691
52,2.22126853212175
54,2.09931044357011
56,1.96414202453756
58,1.8148233021909
60,1.65042872706811
62,1.4700404396723
64,1.27273918383163
66,1.0575928504562
68,0.823642584124871
70,0.569886330715876
72,0.295259646567794
74,-0.00138647433443175
76,-0.321311073509372
78,-0.665912411297803
80,-1.03676138404324
82,-1.43563983886383
84,-1.86458461393562
86,-2.32593830509565
88,-2.82240789675138
90,-3.35713239112164
92,-3.93376019127687
94,-4.55653573680642
96,-5.2303916772873
98,-5.96103537605701
100,-6.75500171836011
102,-7.61960695869821
104,-8.56265609253858
106,-9.59157470868881
108,-10.7112400258611
110,-11.9189592352833
112,-13.1935573365484
114,-14.4741265146814
116,-15.6287357221975
118,-16.4424814299862
120,-16.7013326481063
122,-16.3662331134712
124,-15.6129491513524
126,-14.6728257478816
128,-13.7072848604574
130,-12.7976668904545
132,-11.9759204813136
134,-11.2498643804635
136,-10.6169898302983
138,-10.0709869812464
140,-9.60461942791466
142,-9.21091024105859
144,-8.88357510695523
146,-8.6171299431299
148,-8.40686540864641
150,-8.24877414001589
152,-8.13946833490716
154,-8.07610354099449
156,-8.05631478147312
158,-8.07816692781788
160,-8.1401195175897
162,-8.24100562317089
164,-8.38002426347949
166,-8.5567459229667
168,-8.77113087547359
170,-9.02356015629423
172,-9.31487916042694
174,-9.64645392765754
176,-10.0202400928578
178,-10.4388639503852
180,-10.9057134571533
