"Freq [GHz]","dB(St(Driver_T1,Driver_T1)) []"
1,-1.4703702101585
1.005,-1.36405503899744
1.01,-1.26996420998027
1.015,-1.18674321889277
1.02,-1.11315682229835
1.025,-1.04809398127699
1.03,-0.9905671213473
1.035,-0.93970740873761
1.04,-0.894757382096359
1.045,-0.855061959910963
1.05,-0.820058578964514
1.055,-0.789267009645011
1.06,-0.762279235305184
1.065,-0.738749667479526
1.07,-0.718385887743973
1.075,-0.700940051552847
1.08,-0.686201051508733
1.085,-0.673987510445562
1.09,-0.66414165313305
1.095,-0.656524085604002
1.1,-0.651009490874844
1.105,-0.647483228395249
1.11,-0.645838802317704
1.115,-0.645976141850013
1.12,-0.647800617213769
1.125,-0.651222698801009
1.13,-0.656158156423855
1.135,-0.66252869097437
1.14,-0.670262892579476
1.145,-0.679297427027102
1.15,-0.689578364899037
1.155,-0.701062584174533
1.16,-0.713719195634713
1.165,-0.727530959838692
1.17,-0.742495683619796
1.175,-0.758627602153322
1.18,-0.775958769231883
1.185,-0.794540493370771
1.19,-0.814444870994767
1.195,-0.835766480734153
1.2,-0.858624315482783
1.205,-0.883164042179706
1.21,-0.909560694170771
1.215,-0.938021918389171
1.22,-0.968791920258326
1.225,-1.00215627368097
1.23,-1.03844779164336
1.235,-1.07805368352849
1.24,-1.1214242545502
1.245,-1.16908342272134
1.25,-1.22164132317197
1.255,-1.27980920709872
1.26,-1.34441666448303
1.265,-1.41643079818848
1.27,-1.49697615721432
1.275,-1.58735265184081
1.28,-1.68904571864287
1.285,-1.80371765888756
1.29,-1.93315971153939
1.295,-2.0791687090119
1.3,-2.24328753957487
1.305,-2.42631474645382
1.31,-2.62745491826783
1.315,-2.84298593242404
1.32,-3.06445977113862
1.325,-3.27690448773592
1.33,-3.45837196972299
1.335,-3.58302559990599
1.34,-3.62915016191646
1.345,-3.58943093679378
1.35,-3.47636625832711
1.355,-3.31768345512129
1.36,-3.14509859599549
1.365,-2.98449380996653
1.37,-2.85197151786475
1.375,-2.75476760696275
1.38,-2.69409456705074
1.385,-2.66787840638268
1.39,-2.67266799197919
1.395,-2.70473553990448
1.4,-2.76061273144362
1.405,-2.83729537398334
1.41,-2.93227662099117
1.415,-3.04350287692811
1.42,-3.16930230811889
1.425,-3.30831004029648
1.43,-3.45940027569423
1.435,-3.62162865681841
1.44,-3.79418503135096
1.445,-3.97635549599887
1.45,-4.16749222903068
1.455,-4.36698965515222
1.46,-4.57426567377393
1.465,-4.78874690735775
1.47,-5.00985714158611
1.475,-5.23700831653799
1.48,-5.46959358513286
1.485,-5.7069820847321
1.49,-5.94851517447677
1.495,-6.19350397894905
1.5,-6.44122815133628
1.505,-6.69093582847934
1.51,-6.9418447968074
1.515,-7.19314492190248
1.52,-7.44400191412131
1.525,-7.69356250656068
1.53,-7.94096110772652
1.535,-8.18532795790868
1.54,-8.42579876474075
1.545,-8.66152572055989
1.55,-8.89168971497606
1.555,-9.11551345611865
1.56,-9.33227511167804
1.565,-9.54132198676885
1.57,-9.74208368189263
1.575,-9.93408413283492
1.58,-10.1169519351892
1.585,-10.2904284053805
1.59,-10.4543729280468
1.595,-10.6087652805451
1.6,-10.7537047972118
1.605,-10.8894064222537
1.61,-11.0161938819725
1.615,-11.1344903662772
1.62,-11.2448072313512
1.625,-11.3477313105242
1.63,-11.443911445816
1.635,-11.5340448313239
1.64,-11.6188636995481
1.645,-11.6991227939072
1.65,-11.7755879671557
1.655,-11.8490261376218
1.66,-11.9201967326131
1.665,-11.9898446578854
1.67,-12.0586947578382
1.675,-12.1274476747145
1.68,-12.196776976147
1.685,-12.2673273971528
1.69,-12.3397140325317
1.695,-12.414522315694
1.7,-12.4923086273563
1.705,-12.5736013897346
1.71,-12.6589025166506
1.715,-12.7486891056141
1.72,-12.8434152731339
1.725,-12.9435140482886
1.73,-13.0493992512895
1.735,-13.1614672929441
1.74,-13.2800988372624
1.745,-13.4056602727002
1.75,-13.5385049374729
1.755,-13.6789740407332
1.76,-13.8273972138189
1.765,-13.9840926137755
1.77,-14.1493664842725
1.775,-14.3235120560276
1.78,-14.5068076388384
1.785,-14.6995137189864
1.79,-14.9018688275644
1.795,-15.1140838854697
1.8,-15.3363346576754
1.805,-15.5687518614987
1.81,-15.8114083703745
1.815,-16.0643028374376
1.82,-16.3273389369146
1.825,-16.6002992971041
1.83,-16.8828130982565
1.835,-17.1743162702804
1.84,-17.4740033125165
1.845,-17.7807700703831
1.85,-18.0931474882639
1.855,-18.4092276149598
1.86,-18.7265852121968
1.865,-19.0422014518765
1.87,-19.3524005142793
1.875,-19.65281522023
1.88,-19.9384032957997
1.885,-20.2035396144428
1.89,-20.4422087561314
1.895,-20.6483127745893
1.9,-20.8160884868948
1.905,-20.9405980044725
1.91,-21.0182230947308
1.915,-21.0470718177777
1.92,-21.0272087948742
1.925,-20.9606539736868
1.93,-20.851149556216
1.935,-20.7037497064741
1.94,-20.5243215284824
1.945,-20.3190491051988
1.95,-20.0940104910246
1.955,-19.8548644761854
1.96,-19.6066532603504
1.965,-19.3537064545875
1.97,-19.0996222503179
1.975,-18.8473004933793
1.98,-18.5990060878862
1.985,-18.3564465824246
1.99,-18.1208530826983
1.995,-17.8930579319216
2,-17.6735657028745
2.005,-17.4727135064644
2.01,-17.2837798218782
2.015,-17.1071724469498
2.02,-16.943132373288
2.025,-16.791745632741
2.03,-16.6529514633924
2.035,-16.5265468229326
2.04,-16.4121872880522
2.045,-16.3093843793752
2.05,-16.2174993627789
2.055,-16.1357336198402
2.06,-16.0631157741257
2.065,-15.9984859300316
2.07,-15.9404776531719
2.075,-15.8874987223531
2.08,-15.8377122343309
2.085,-15.7890203499287
2.09,-15.7390538085962
2.095,-15.6851712296063
2.1,-15.6244730050862
2.105,-15.5538350191357
2.11,-15.4699671514975
2.115,-15.3695001537613
2.12,-15.2491017054372
2.125,-15.1056182100326
2.13,-14.936233585913
2.135,-14.738630937798
2.14,-14.5111390423991
2.145,-14.2528446047266
2.15,-13.9636542407069
2.155,-13.644296971889
2.16,-13.2962672113734
2.165,-12.9217174188912
2.17,-12.5233164465956
2.175,-12.1040926107501
2.18,-11.6672795553086
2.185,-11.2161790170296
2.19,-10.7540492159878
2.195,-10.2840222627886
2.2,-9.80904969334733
2.205,-9.33187242688219
2.21,-8.85501004068437
2.215,-8.38076395474651
2.22,-7.91122953446926
2.225,-7.44831290777153
2.23,-6.99374920487159
2.235,-6.54911981291808
2.24,-6.11586701948319
2.245,-5.69530507651872
2.25,-5.28862725612214
2.255,-4.89690890894678
2.26,-4.521106892886
2.265,-4.1620560253337
2.27,-3.82046343046063
2.275,-3.49690180015708
2.28,-3.19180265624857
2.285,-2.90545068525646
2.29,-2.63798011297361
2.295,-2.38937390025825
2.3,-2.1594662893775
2.305,-1.94794893680751
2.31,-1.75438056463844
2.315,-1.57819978113426
2.32,-1.41874049030268
2.325,-1.27524915106078
2.33,-1.14690306835372
2.335,-1.0328288996916
2.34,-0.932120629696967
2.345,-0.843856384630328
2.35,-0.76711360798107
2.355,-0.700982277257486
2.36,-0.644575994483118
2.365,-0.597040916626202
2.37,-0.55756260021119
2.375,-0.52537091408932
2.38,-0.499743226653951
2.385,-0.480006101880729
2.39,-0.465535746914
2.395,-0.455757447353698
2.4,-0.450144209532677
2.405,-0.448214805918401
2.41,-0.449531393554845
2.415,-0.453696848608867
2.42,-0.460351934297283
2.425,-0.469172395824343
2.43,-0.479866055047914
2.435,-0.492169959649519
2.44,-0.5058476265924
2.445,-0.520686407438457
2.45,-0.536494993392669
2.455,-0.553101070445641
2.46,-0.570349129376743
2.465,-0.588098431361357
2.47,-0.606221127220749
2.475,-0.624600526718919
2.48,-0.64312951353455
2.485,-0.661709101434821
2.49,-0.680247127593677
2.495,-0.69865707979131
2.5,-0.716857055281458
2.505,-0.73476885030333
2.51,-0.752317180437923
2.515,-0.769429033154733
2.52,-0.786033154856586
2.525,-0.802059675396579
2.53,-0.817439873300016
2.535,-0.832106084669198
2.54,-0.845991757878649
2.545,-0.859031654602802
2.55,-0.871162195401543
2.555,-0.88232194500821
2.56,-0.892452228655915
2.565,-0.901497866344315
2.57,-0.909408007060917
2.575,-0.916137039877432
2.58,-0.92164555385845
2.585,-0.925901314220226
2.59,-0.928880218567527
2.595,-0.930567194721508
2.6,-0.930957000996676
2.605,-0.930054891071947
2.61,-0.927877108985163
2.615,-0.924451185262151
2.62,-0.919816012588949
