"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.83523522074214
2,3.8047820914775
4,3.77318783129987
6,3.74079087870374
8,3.70787658054878
10,3.67466118976376
12,3.64127656115631
14,3.60775650812749
16,3.57402573382523
18,3.53989210967918
20,3.50504285103962
22,3.46904485486831
24,3.43134914892802
26,3.39129909145586
28,3.34814168961923
30,3.3010412021121
32,3.24909407309561
34,3.19134421566291
36,3.12679771553911
38,3.05443614311108
40,2.97322782218251
42,2.88213658386165
44,2.78012771250649
46,2.66617095059853
48,2.53924055877773
50,2.39831251904114
52,2.24235902055753
54,2.07034037915209
56,1.88119451576442
58,1.67382405945096
60,1.44708104997927
62,1.1997490957758
64,0.930522694858014
66,0.637983246250555
68,0.320571059972764
70,-0.0234475976224372
72,-0.396019728978896
74,-0.799352848607049
76,-1.23597257181087
78,-1.70879364462038
80,-2.22120853131184
82,-2.77719901794308
84,-3.38147800245025
86,-4.03967067144256
88,-4.758546229625
90,-5.54631191610491
92,-6.41297621477762
94,-7.37076650550142
96,-8.43451536532735
98,-9.62171548335307
100,-10.9513104089511
102,-12.4384299615152
104,-14.0770087966138
106,-15.7897971150839
108,-17.317897178873
110,-18.1437682164472
112,-17.8638539431111
114,-16.7413316953953
116,-15.3271069108101
118,-13.9473159941111
120,-12.7128637110317
122,-11.6418519221205
124,-10.7228505617558
126,-9.93787140566535
128,-9.26958073102423
130,-8.70314222244304
132,-8.22635135234321
134,-7.82929291443058
136,-7.5039231869917
138,-7.24369666513646
140,-7.04326310671152
142,-6.89823098374695
144,-6.80498592755385
146,-6.76055253524845
148,-6.7624897508955
150,-6.80881217039249
152,-6.89793150030576
154,-7.02861390688878
156,-7.19995013201764
158,-7.41133605881759
160,-7.66246189287101
162,-7.95330825661659
164,-8.28414718519443
166,-8.65554507479548
168,-9.0683627189419
170,-9.52374403663718
172,-10.0230788027148
174,-10.5679135902466
176,-11.159765636076
178,-11.7997603519466
180,-12.4879551955027
