"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.29153776057053
2,3.28402325114826
4,3.27641543802799
6,3.26923102524558
8,3.26292163081501
10,3.25784861905812
12,3.25425910511475
14,3.25226466976782
16,3.25182423761218
18,3.25273232521548
20,3.25461347610509
22,3.25692320954717
24,3.25895528237063
26,3.25985456687211
28,3.25863444593493
30,3.25419736328169
32,3.24535706113705
34,3.23086108210561
36,3.20941227802952
38,3.1796883144433
40,3.14035844009604
42,3.09009706662551
44,3.02759394343359
46,2.95156089857633
48,2.86073524075954
50,2.7538799820125
52,2.6297810529392
54,2.48724165320791
56,2.32507382013706
58,2.14208721740646
60,1.93707505089677
62,1.70879691283316
64,1.45595823838003
66,1.17718592624172
68,0.870999518291938
70,0.535777140351627
72,0.169715160524763
74,-0.22921979713774
76,-0.663348260001216
78,-1.13534704247313
80,-1.64833307480182
82,-2.2059656482501
84,-2.81257153538729
86,-3.47329778914431
88,-4.19429600899613
90,-4.98293703950251
92,-5.8480403178263
94,-6.8000620230623
96,-7.85108152976264
98,-9.01415484083273
100,-10.3009042780609
102,-11.7144434149729
104,-13.2306651492482
106,-14.7547602224907
108,-16.0498339865259
110,-16.7329956904432
112,-16.5513043848587
114,-15.6860787059823
116,-14.5281175633303
118,-13.3496253618644
120,-12.2684396196498
122,-11.3193343325777
124,-10.5038388015182
126,-9.81256353400575
128,-9.23380819484616
130,-8.75657003790572
132,-8.371418497623
134,-8.07059677023966
136,-7.84787164296873
138,-7.69832734275632
140,-7.61817349065521
142,-7.60458916434852
144,-7.65560745443248
146,-7.7700393755081
148,-7.94743533520238
150,-8.18808377355228
152,-8.49304908845888
154,-8.86425440865892
156,-9.30461947875341
158,-9.81827060423463
160,-10.4108495203575
162,-11.089963254883
164,-11.8658408175783
166,-12.7522995876536
168,-13.7681792244528
170,-14.9394672771868
172,-16.3023433007312
174,-17.9068779013463
176,-19.8178820450117
178,-22.0913939845074
180,-24.6140388286411
