"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.78116383642145
2,3.76489481329013
4,3.7472289970629
6,3.72850404044514
8,3.709008597645
10,3.68896669092067
12,3.66852247495253
14,3.64772618185864
16,3.62652201572546
18,3.60473868945082
20,3.58208315986563
22,3.55813792847006
24,3.53236205066588
26,3.50409575718817
28,3.47256836078859
30,3.43690892106959
32,3.39615898820062
34,3.34928665275673
36,3.29520109699252
38,3.23276686793583
40,3.16081716423675
42,3.07816553244912
44,2.98361548865608
46,2.87596770307241
48,2.75402449569744
50,2.61659148058696
52,2.46247625851158
54,2.2904840893018
56,2.09941047493993
58,1.88803055262863
60,1.6550851340388
62,1.39926313216773
64,1.11917998807698
66,0.81335154027709
68,0.480162559114478
70,0.117828880484524
72,-0.275648307193818
74,-0.702537976659962
76,-1.16544721364345
78,-1.66740516758879
80,-2.21196780465658
82,-2.8033499146569
84,-3.44659293292499
86,-4.14777961667454
88,-4.91430888850837
90,-5.75524422894009
92,-6.68174079000858
94,-7.70752214457534
96,-8.84926533265381
98,-10.1264082772121
100,-11.5588508987076
102,-13.1578967254395
104,-14.897036115222
106,-16.6319895904604
108,-17.9614625788349
110,-18.2988074193601
112,-17.527057654026
114,-16.1770336112218
116,-14.739181468451
118,-13.4205673176284
120,-12.2721700407999
122,-11.2904925275983
124,-10.4578323246698
126,-9.75529159136766
128,-9.16635691811593
130,-8.67747879479919
132,-8.27778479173224
134,-7.95861304557041
136,-7.71307361146649
138,-7.53568807828139
140,-7.42210850555223
142,-7.36890359780467
144,-7.37339868093088
146,-7.43355812737552
148,-7.54790160200858
150,-7.71544802954077
152,-7.93568334982029
154,-8.20854997819466
156,-8.53445752852658
158,-8.91431588963247
160,-9.3495932488272
162,-9.84240314878878
164,-10.395626035676
166,-11.0130715793975
168,-11.6996871004473
170,-12.461811496361
172,-13.3074547517298
174,-14.2465285858608
176,-15.2908061416951
178,-16.4529922762149
180,-17.7432251262618
