"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.18811434226515
2,3.16344293318275
4,3.13768715886833
6,3.11077954192173
8,3.08267558993214
10,3.05335578372057
12,3.02282722216165
14,2.99112487123303
16,2.95831234403812
18,2.92448211903077
20,2.88975508756251
22,2.85427931137518
24,2.81822786806133
26,2.78179567002808
28,2.74519516205414
30,2.70865083547225
32,2.67239254378028
34,2.63664766427824
36,2.60163222081311
38,2.56754115987143
40,2.53453805043779
42,2.50274455026244
44,2.47223003977131
46,2.44300186229755
48,2.41499661932854
50,2.38807294803731
52,2.36200615463014
54,2.3364849937152
56,2.31111077721427
58,2.28539887537906
60,2.2587825480003
62,2.23061892691079
64,2.20019687114881
66,2.16674634098336
68,2.12944889052568
70,2.08744886158351
72,2.03986487141245
74,1.98580121940271
76,1.92435888642796
78,1.85464585905139
80,1.7757865728747
82,1.68693032983815
84,1.58725859932389
86,1.47599115996026
88,1.3523910768373
90,1.21576853727968
92,1.06548358806559
94,0.900947829276538
96,0.72162512638588
98,0.527031404448439
100,0.316733588024947
102,0.090347749327105
104,-0.152463473626554
106,-0.4119941261579
108,-0.688498787318139
110,-0.982196948966655
112,-1.29327784098938
114,-1.62190560641665
116,-1.96822471280733
118,-2.33236546525569
120,-2.71444946184955
122,-3.11459480434566
124,-3.53292084494662
126,-3.96955221360502
128,-4.42462182776826
130,-4.89827253540577
132,-5.39065697860605
134,-5.90193518314996
136,-6.43226927082301
138,-6.98181454386679
140,-7.55070598809889
142,-8.13903895935869
144,-8.74684242423822
146,-9.374042574834
148,-10.0204138655943
150,-10.6855134439008
152,-11.3685934580246
154,-12.0684837074737
156,-12.7834344603353
158,-13.5109060477112
160,-14.2472885059146
162,-14.9875324805437
164,-15.7246752531137
166,-16.4492602152199
168,-17.1486870517716
170,-17.8066110471441
172,-18.4026465634357
174,-18.9128005681341
176,-19.3111583891214
178,-19.5731436016126
180,-19.6799776952311
