"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.72708384315619
2,3.69661518960446
4,3.6632953282734
6,3.62774010582879
8,3.590587793238
10,3.55247541261209
12,3.51401257301143
14,3.47575385737263
16,3.43817105430516
18,3.40162670864184
20,3.36635053181812
22,3.33242013614704
24,3.29974732373158
26,3.26807078405583
28,3.23695557286946
30,3.20579921758217
32,3.17384378897252
34,3.14019285931573
36,3.10383198023812
38,3.06365118245162
40,3.01846802051676
42,2.96704983328984
44,2.908134125032
46,2.84044624894283
48,2.76271385341794
50,2.67367780015477
52,2.57209946256678
54,2.45676445439338
56,2.32648292264504
58,2.18008657289715
60,2.01642258815249
62,1.83434456496457
64,1.63270053042466
66,1.41031802611453
68,1.165986151686
70,0.898434348902483
72,0.606307570393651
74,0.288137305749008
76,-0.0576922833970151
78,-0.432984156638177
80,-0.839775534485651
82,-1.28039430426968
84,-1.75752726970416
86,-2.27430367255
88,-2.83439848749764
90,-3.44216127087321
92,-4.10277767968852
94,-4.82247164409007
96,-5.60875505142085
98,-6.47072454396594
100,-7.41938056525551
102,-8.46787228746328
104,-9.63137196493734
106,-10.9257274892684
108,-12.3625120517873
110,-13.9340437570078
112,-15.5731561043751
114,-17.0681336800905
116,-17.9936078236815
118,-17.9533247927491
120,-17.0642299175773
122,-15.7955370337852
124,-14.4925261701028
126,-13.2982205606055
128,-12.2498875672972
130,-11.3455232395713
132,-10.5716104459161
134,-9.91294915212121
136,-9.35572878831781
138,-8.88822760687007
140,-8.5007333854003
142,-8.18525077267928
144,-7.93518877736967
146,-7.74508804369865
148,-7.61040025899113
150,-7.52731646012176
152,-7.49263695755992
154,-7.50367554222954
156,-7.55819177178743
158,-7.6543464304319
160,-7.79067638236359
162,-7.96608590896425
164,-8.1798522345119
166,-8.4316433224825
168,-8.72154616372631
170,-9.05010362897502
172,-9.4183573731178
174,-9.82789292137328
176,-10.2808802395101
178,-10.7800973882191
180,-11.3289134964672
