"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.05408679463336
2,3.0412207308544
4,3.02919117896032
6,3.01845253146623
8,3.00937663820772
10,3.00223036901103
12,2.99715549814592
14,2.99415229948221
16,2.99306803225018
18,2.99359114780251
20,2.99525159379474
22,2.9974270892827
24,2.99935475760441
26,3.00014709596673
28,2.99881097914412
30,2.99426826466801
32,2.98537658822038
34,2.97094908844392
36,2.94977204286768
38,2.92061968768382
40,2.88226579203512
42,2.83349182819856
44,2.77309179903315
46,2.69987394070408
48,2.61265960892534
50,2.51027968484052
52,2.39156881078526
54,2.2553576973191
56,2.10046364215821
58,1.92567927898975
60,1.72975943759877
62,1.51140585165554
64,1.2692492992434
66,1.00182860285769
68,0.707565745959983
70,0.384736174845963
72,0.0314331375936198
74,-0.354475344878054
76,-0.775398585703481
78,-1.2340864783761
80,-1.73370631041307
82,-2.27793585205942
84,-2.87107535482753
86,-3.51818002730962
88,-4.22521098779457
90,-4.99919310978858
92,-5.848344317722
94,-6.78208309999287
96,-7.81068194726995
98,-8.94399998781953
100,-10.1879324046527
102,-11.5354205928439
104,-12.9455616640273
106,-14.302685045207
108,-15.369414166533
110,-15.8341421396043
112,-15.5565100797856
114,-14.7264957015508
116,-13.6568399476364
118,-12.5645824473842
120,-11.5504842321069
122,-10.6487700535155
124,-9.86448270832734
126,-9.19178969241866
128,-8.62173304394941
130,-8.14525514842498
132,-7.75425937195568
134,-7.44188533801544
136,-7.20248835284094
138,-7.0315234187382
140,-6.92541421484346
142,-6.88143770479626
144,-6.89763479310042
146,-6.97274973277881
148,-7.10619868235798
150,-7.29806795278219
152,-7.5491438960598
154,-7.86097871330199
156,-8.23599979260311
158,-8.67767495798146
160,-9.19075303601997
162,-9.78160980083888
164,-10.4587458664097
166,-11.2335088802445
168,-12.1211519193801
170,-13.1423955886641
172,-14.3257144473581
174,-15.710488408271
176,-17.3502564767254
178,-19.3100338204508
180,-21.6235757016359
