"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.49924414828485
2,3.46848343148884
4,3.43528245535979
6,3.40016764641482
8,3.36369119565492
10,3.32640970538425
12,3.28885996849301
14,3.25153294524635
16,3.21484726649067
18,3.17912378182127
20,3.14456274612553
22,3.11122516686855
24,3.07901960458473
26,3.04769534176622
28,3.01684234781689
30,2.9858979277952
32,2.95415941849033
34,2.92080185233046
36,2.884899197783
38,2.84544763059841
40,2.80138929354268
42,2.7516351403573
44,2.69508569450416
46,2.63064884067076
48,2.55725406526064
50,2.47386283771225
52,2.37947505520117
54,2.27313164813014
56,2.15391356135847
58,2.02093739166505
60,1.87334798455729
62,1.71030828351045
64,1.53098669154842
66,1.33454215618578
68,1.12010712878361
70,0.886768479933091
72,0.633546372214733
74,0.359370996534681
76,0.0630569618295319
78,-0.256725018069419
80,-0.60147968211987
82,-0.972922802088626
84,-1.37302186098409
86,-1.80404327713575
88,-2.2686080711059
90,-2.76975839317045
92,-3.31103787559039
94,-3.89658921293128
96,-4.53127236214214
98,-5.22080545743309
100,-5.97192596365031
102,-6.79255700979176
104,-7.69193187594477
106,-8.68055055099584
108,-9.76964788604144
110,-10.9693755025835
112,-12.2837472888543
114,-13.6978256719684
116,-15.1484029784446
118,-16.4714219548681
120,-17.3668753507917
122,-17.5326920089686
124,-16.9643034722369
126,-15.9605109003403
128,-14.824784625168
130,-13.7251501070272
132,-12.7272802328393
134,-11.847522342827
136,-11.0827748936149
138,-10.4235919303169
140,-9.8593621462287
142,-9.38017653387999
144,-8.9773789745614
146,-8.64361650605628
148,-8.37271777697863
150,-8.15952941256221
152,-7.99975922300959
154,-7.88984253977164
156,-7.82683512171047
158,-7.80833139528072
160,-7.83240543983965
162,-7.89757207373248
164,-8.00276579823537
166,-8.14733588225397
168,-8.33105640737652
170,-8.55415061898359
172,-8.81732945484262
174,-9.12184465316779
176,-9.46955734002739
178,-9.86302331827996
180,-10.3055960490852
