"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.65745870505205
2,3.62610039131813
4,3.59460795675639
6,3.562979759867
8,3.53122272608767
10,3.49935456773468
12,3.46740557548016
14,3.43541987231477
16,3.40345601625187
18,3.37158683839576
20,3.3398984102525
22,3.30848805003916
24,3.27746130362913
26,3.24692787239746
28,3.21699650738244
30,3.18776894540398
32,3.15933302519909
34,3.13175518593373
36,3.10507261108011
38,3.07928533130468
40,3.054348634353
42,3.03016614246886
44,3.00658390497098
46,2.98338581415273
48,2.96029058865421
50,2.93695048492274
52,2.91295180189746
54,2.88781714572477
56,2.86100932947709
58,2.83193670576106
60,2.799959673806
62,2.76439807025821
64,2.72453914452292
66,2.67964583240158
68,2.62896507124416
70,2.57173594005843
72,2.50719745301731
74,2.43459587925023
76,2.35319150154896
78,2.26226475896475
80,2.16112174198419
82,2.04909902407485
84,1.92556782089034
86,1.78993746994514
88,1.64165822105039
90,1.48022332322754
92,1.30517038903673
94,1.11608201387645
96,0.912585627150528
98,0.694352555289163
100,0.461096284225981
102,0.212569921613104
104,-0.0514371228663415
106,-0.331103197124516
108,-0.626579135222724
110,-0.937993549668757
112,-1.2654585435501
114,-1.60907565615985
116,-1.96894181071111
118,-2.34515498632899
120,-2.73781929014032
122,-3.14704906032584
124,-3.57297158871877
126,-4.01572801303222
128,-4.4754718951156
130,-4.95236497408636
132,-5.44656956403036
134,-5.95823705964737
136,-6.48749202818273
138,-7.03441141730488
140,-7.59899852135164
142,-8.18115156162166
144,-8.78062710681094
146,-9.39699916317203
148,-10.0296156913946
150,-10.6775556480846
152,-11.3395914539295
154,-12.0141639962699
156,-12.6993795917449
158,-13.3930400950054
160,-14.0927173386721
162,-14.7958795309126
164,-15.5000679010325
166,-16.2031046339373
168,-16.9032866500718
170,-17.5994840207609
172,-18.2910173870908
174,-18.9771351490515
176,-19.6558462131842
178,-20.3217935485661
180,-20.9628322456488
