"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.60184061506205
2,3.57805343764016
4,3.55328845845821
6,3.52745658528813
8,3.50048037235848
10,3.47229681202089
12,3.44285991303919
14,3.4121429962221
16,3.38014062251941
18,3.34687005393258
20,3.31237213505438
22,3.27671147440362
24,3.23997580182313
26,3.20227438302914
28,3.16373538685004
30,3.12450212638287
32,3.084728133244
34,3.04457107437066
36,3.00418558224795
38,2.96371513925687
40,2.92328323068359
42,2.88298405288807
44,2.84287312617066
46,2.80295820855977
48,2.76319093018607
50,2.72345956286261
52,2.68358330336505
54,2.6433083824956
56,2.60230621974299
58,2.56017373292199
60,2.51643579364058
62,2.47054970382845
64,2.42191146632826
66,2.36986354217142
68,2.31370373408046
70,2.25269481191112
72,2.18607449974247
74,2.11306547195979
76,2.0328850509503
78,1.94475435516305
80,1.8479067066599
82,1.74159516618669
84,1.62509911684488
86,1.49772986177193
88,1.35883523542026
90,1.20780325188377
92,1.04406482804531
94,0.867095625571442
96,0.676417055828773
98,0.471596487689899
100,0.252246691998047
102,0.0180245501099749
104,-0.231370950832709
106,-0.496201415000601
108,-0.77669240406391
110,-1.07303744199323
112,-1.38540261570898
114,-1.71393171164796
116,-2.05875180697485
118,-2.41997920985536
120,-2.79772561760552
122,-3.19210433673577
124,-3.60323638734551
126,-4.03125629862286
128,-4.47631739504692
130,-4.93859637684419
132,-5.41829701560836
134,-5.91565281860988
136,-6.43092856444727
138,-6.9644206787203
140,-7.51645650038251
142,-8.08739258403733
144,-8.6776122828877
146,-9.28752294499562
148,-9.91755309948615
150,-10.5681499471731
152,-11.2397771862399
154,-11.9329124885079
156,-12.6480424228875
158,-13.3856496478568
160,-14.1461816382799
162,-14.9299801544938
164,-15.7371328953046
166,-16.5671781398179
168,-17.4185420771725
170,-18.2875082639853
172,-19.1664084909816
174,-20.040625153072
176,-20.8840852217306
178,-21.6537094072489
180,-22.2856526730011
