"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.67663676945975
2,3.65895152860212
4,3.63952173061824
6,3.61866269300572
8,3.59665263275404
10,3.57371735643817
12,3.55001522206032
14,3.52562316381407
16,3.50052456138547
18,3.47459966413462
20,3.44761914758643
22,3.41924119278208
24,3.38901225326717
26,3.35637143059761
28,3.32065814088394
30,3.28112254510303
32,3.23693805374023
34,3.18721511428333
36,3.13101545283922
38,3.06736596562606
40,2.99527153284888
42,2.9137261427049
44,2.8217218511937
46,2.71825524834423
48,2.60233123946605
50,2.47296406987133
52,2.32917561513053
54,2.16999102133922
56,1.99443180879951
58,1.8015065477636
60,1.59019917763306
62,1.3594549730383
64,1.10816406310936
66,0.835142284495129
68,0.539108992845224
70,0.218661267173298
72,-0.127756291550739
74,-0.501887255557824
76,-0.905706012715425
78,-1.34146927941889
80,-1.81177901766817
82,-2.31966008659602
84,-2.8686569885604
86,-3.46295536178334
88,-4.10753537556099
90,-4.80836561057013
92,-5.57264640115147
94,-6.40910823696478
96,-7.32835612988318
98,-8.34320425172265
100,-9.46880971051354
102,-10.7220300105053
104,-12.1183429092041
106,-13.6616561325066
108,-15.3148147412905
110,-16.9275117290293
112,-18.1314180978783
114,-18.4356991420941
116,-17.7514308038413
118,-16.5184701305587
120,-15.1699343638241
122,-13.9089891541198
124,-12.7958909139178
126,-11.8350276640499
128,-11.0136902215196
130,-10.3159529839556
132,-9.72706180380774
134,-9.23451565488623
136,-8.82806857346406
138,-8.49942835276838
140,-8.24191427897482
142,-8.05015468802502
144,-7.91984206751144
146,-7.84754291607589
148,-7.83055427239213
150,-7.86679875613342
152,-7.95475148164356
154,-8.09339402459486
156,-8.2821923362903
158,-8.52109702602495
160,-8.81056579503095
162,-9.15160905504691
164,-9.54586092490645
166,-9.99567881123523
168,-10.5042753797039
170,-11.0758861451539
172,-11.7159721610529
174,-12.4314453523481
176,-13.2308712829227
178,-14.1245184549435
180,-15.1239017618813
