f0_GHz,S11ReportFreq_GHz,S11SweepSampleFreq_GHz,S11SweepSample_dB,S11_f0_dB,AbsS11_f0_dB,AbsS11_f0_Linear,S11_Source,PeakGain_dBi,PeakRealizedGain_dBi,FrontToBackRatio_dB,Gmain_Source,Ldir,Ldri,L1,Sdir,Sref,Wdri,SimulationIndex,SimulationID
2.25,2.25,2.25,-3.03799600327814,-3.03799600327814,3.03799600327814,0.704855673557148,ATK_OBJ_S11_F0,4.28291174534729,1.30013232937544,11.9642036552032,ATK_OBJ_PeakGain,18.3673487329709,43.2387530369513,17.5179800979781,13.0232405008241,21.8328632912763,3.81112654347452,35,sim_035
2.25,2.25,2.25,-4.34524597051586,-4.34524597051586,4.34524597051586,0.606369992916489,ATK_OBJ_S11_F0,3.85182314151148,1.86116095072749,9.84756149298052,ATK_OBJ_PeakGain,14.6197596400632,40.6105814107854,17.0325187525216,15.1955099027429,20.1104270145135,2.15673156968086,36,sim_036
2.25,2.25,2.25,-3.7452541183873,-3.7452541183873,3.7452541183873,0.649736544035722,ATK_OBJ_S11_F0,4.5989611558303,2.21705538774986,15.1260636072925,ATK_OBJ_PeakGain,16.6607547773248,46.6893376297159,15.9827573798483,15.2442946806625,21.7938369527817,3.39102756455698,37,sim_037
2.25,2.25,2.25,-4.63619324610298,-4.63619324610298,4.63619324610298,0.586395106848936,ATK_OBJ_S11_F0,3.89658639020249,2.06655668696846,9.73821845353106,ATK_OBJ_PeakGain,17.737703360164,42.1871625052714,15.6643560318742,15.0467811171721,19.159179712866,3.3621994689735,38,sim_038
2.25,2.25,2.25,-3.14403170139949,-3.14403170139949,3.14403170139949,0.696303238259635,ATK_OBJ_S11_F0,3.50866461913916,0.628101142174094,6.96690389336673,ATK_OBJ_PeakGain,16.9982657365528,40.3798549354369,16.0436428215178,12.7801373887184,17.337520081226,3.60045531894407,39,sim_039
2.25,2.25,2.25,-4.75861820065315,-4.75861820065315,4.75861820065315,0.578188021436837,ATK_OBJ_S11_F0,3.54552651081718,1.77830302431539,8.70008659209295,ATK_OBJ_PeakGain,18.4959236774717,44.3005874592052,17.0008363972795,13.5530004599586,17.8548471772167,2.06657805716325,40,sim_040
2.25,2.25,2.25,-3.38132983680445,-3.38132983680445,3.38132983680445,0.677537766523294,ATK_OBJ_S11_F0,3.9403021645999,1.27181380433994,9.4136344662125,ATK_OBJ_PeakGain,14.9019742455731,41.5494603016302,18.342138833171,13.4654612767937,20.961469062125,2.84966267029866,41,sim_041
2.25,2.25,2.25,-5.49117705479209,-5.49117705479209,5.49117705479209,0.53142397953488,ATK_OBJ_S11_F0,3.62041815178253,2.17917317977656,14.9692049260877,ATK_OBJ_PeakGain,17.6852374236774,46.9372961475563,17.3923288697017,16.4375046381076,17.1473321662858,2.30456290781632,42,sim_042
2.25,2.25,2.25,-3.14104514983208,-3.14104514983208,3.14104514983208,0.696542695951382,ATK_OBJ_S11_F0,3.38369579703034,0.500319686496931,7.08105113515827,ATK_OBJ_PeakGain,18.3267071367993,40.5797742849758,18.2387932202032,12.5096090482435,17.5329989693163,3.2413643702362,43,sim_043
2.25,2.25,2.25,-5.29133891881079,-5.29133891881079,5.29133891881079,0.54379230036971,ATK_OBJ_S11_F0,3.54309938399636,2.02061419757982,6.63070671193865,ATK_OBJ_PeakGain,15.5535945590275,42.6124109138807,15.8470891146193,13.155153993054,17.7265272834789,2.71401140480726,44,sim_044
2.25,2.25,2.25,-5.45290812624791,-5.45290812624791,5.45290812624791,0.533770531724373,ATK_OBJ_S11_F0,4.05928399416534,2.60288508707047,17.6184844192753,ATK_OBJ_PeakGain,18.2227310627471,44.1795960133075,15.0682125818012,16.3881426487325,18.7317915526613,3.43644707130051,45,sim_045
