"Freq [GHz]","dB(St(Driver_T1,Driver_T1)) []"
1,-1.03561161989103
1.005,-0.980703218512039
1.01,-0.930482054045586
1.015,-0.885033218835708
1.02,-0.84440397588407
1.025,-0.808600026618552
1.03,-0.777582538831622
1.035,-0.751266168603269
1.04,-0.729518293997601
1.045,-0.712159643621845
1.05,-0.698966449130042
1.055,-0.689674178797461
1.06,-0.683982822990665
1.065,-0.681563607548825
1.07,-0.682066915472005
1.075,-0.685131109719944
1.08,-0.69039187931996
1.085,-0.697491685270433
1.09,-0.706088867605097
1.095,-0.715865993028246
1.1,-0.726537072694668
1.105,-0.737853357358188
1.11,-0.749607514618103
1.115,-0.761636100766666
1.12,-0.773820347554572
1.125,-0.78608538251957
1.13,-0.798398082690751
1.135,-0.810763820434078
1.14,-0.823222394814521
1.145,-0.835843452768662
1.15,-0.848721694530358
1.155,-0.861972131602025
1.16,-0.875725628347249
1.165,-0.890124915278128
1.17,-0.905321218099145
1.175,-0.921471605468937
1.18,-0.938737123166943
1.185,-0.95728175482636
1.19,-0.977272230687147
1.195,-0.998878696345804
1.2,-1.02227625321915
1.205,-1.04764739116159
1.21,-1.07518535109858
1.215,-1.10509848143169
1.22,-1.13761568616329
1.225,-1.17299310492285
1.23,-1.21152221460428
1.235,-1.25353959705476
1.24,-1.29943867206507
1.245,-1.34968373841059
1.25,-1.40482667411262
1.255,-1.46552657285925
1.26,-1.53257234403713
1.265,-1.60690770250227
1.27,-1.68965669026646
1.275,-1.78214529784972
1.28,-1.88590980029478
1.285,-2.00267322604545
1.29,-2.13425497678335
1.295,-2.28235105204284
1.3,-2.44808061811081
1.305,-2.63114471626898
1.31,-2.8284220186767
1.315,-3.03194935127584
1.32,-3.22673585513151
1.325,-3.38995798112667
1.33,-3.49428519935744
1.335,-3.51718653071075
1.34,-3.45277853443375
1.345,-3.31708328872715
1.35,-3.14111053802418
1.355,-2.95743529729863
1.36,-2.79027760424086
1.365,-2.65292781076124
1.37,-2.54999520429055
1.375,-2.48088039982027
1.38,-2.44256384642872
1.385,-2.43131372646019
1.39,-2.44354904155621
1.395,-2.476188657438
1.4,-2.52673253591566
1.405,-2.59322208562266
1.41,-2.67415672937053
1.415,-2.76840309056675
1.42,-2.87511189460888
1.425,-2.99364741371851
1.43,-3.12352976829697
1.435,-3.26438868738085
1.44,-3.41592689728209
1.445,-3.57789139946599
1.45,-3.75005116482412
1.455,-3.93218005842526
1.46,-4.12404405770987
1.465,-4.3253920222
1.47,-4.53594941676111
1.475,-4.75541449263977
1.48,-4.98345650170543
1.485,-5.21971556946733
1.49,-5.46380388967793
1.495,-5.71530793382948
1.5,-5.97379139683555
1.505,-6.23879862821199
1.51,-6.50985832730974
1.515,-6.78648731175405
1.52,-7.06819419967493
1.525,-7.35448287765729
1.53,-7.64485565655992
1.535,-7.9388160454878
1.54,-8.23587109949674
1.545,-8.53553331858343
1.55,-8.83732209399299
1.555,-9.14076471298122
1.56,-9.44539694527257
1.565,-9.75076324414592
1.57,-10.0564166030954
1.575,-10.3619181161693
1.58,-10.6668362972158
1.585,-10.9707462210975
1.59,-11.2732285590001
1.595,-11.5738685904415
1.6,-11.8722552861371
1.605,-12.1679805674737
1.61,-12.460638858153
1.615,-12.7498270489241
1.62,-13.0351449938876
1.625,-13.3161966430474
1.63,-13.592591887479
1.635,-13.863949149003
1.64,-14.1298986864207
1.645,-14.3900865193423
1.65,-14.6441787961938
1.655,-14.891866365817
1.66,-15.1328692640478
1.665,-15.3669408082693
1.67,-15.5938710105004
1.675,-15.8134890731237
1.68,-16.0256648139785
1.685,-16.2303089665969
1.69,-16.4273724012799
1.695,-16.6168443985513
1.7,-16.7987501672229
1.705,-16.9731478295631
1.71,-17.1401250966972
1.715,-17.2997958340372
1.72,-17.4522966776211
1.725,-17.5977838166657
1.73,-17.7364300130035
1.735,-17.8684218897572
1.74,-17.9939574924106
1.745,-18.1132441060062
1.75,-18.2264963015837
1.755,-18.3339341813552
1.76,-18.4357817933813
1.765,-18.532265690669
1.77,-18.6236136150468
1.775,-18.7100532916888
1.78,-18.7918113250214
1.785,-18.8691121905676
1.79,-18.9421773199485
1.795,-19.0112242778457
1.8,-19.0764660303902
1.805,-19.1381103044084
1.81,-19.196359036434
1.815,-19.2514079095895
1.82,-19.3034459755068
1.825,-19.3526553575282
1.83,-19.3992110305865
1.835,-19.4432806724628
1.84,-19.4850245805982
1.845,-19.5245956482861
1.85,-19.5621393939064
1.855,-19.5977940368437
1.86,-19.6316906138626
1.865,-19.6639531299392
1.87,-19.6946987378779
1.875,-19.7240379414199
1.88,-19.7520748169786
1.885,-19.778907249588
1.89,-19.8046271791017
1.895,-19.8293208531364
1.9,-19.853069083689
1.905,-19.8759475047708
1.91,-19.8980268287915
1.915,-19.9193730997842
1.92,-19.9400479418874
1.925,-19.9601088017966
1.93,-19.9796091841566
1.935,-19.9985988791026
1.94,-20.0171241813558
1.945,-20.0352281004575
1.95,-20.0529505618772
1.955,-20.0703285988554
1.96,-20.0873965349525
1.965,-20.1041861573627
1.97,-20.1207268811266
1.975,-20.1370459044337
1.98,-20.1531683552547
1.985,-20.169117429578
1.99,-20.184914521553
1.995,-20.2005793458611
2,-20.2161300526489
2.005,-20.0157338014781
2.01,-19.8193298277093
2.015,-19.6253722706925
2.02,-19.432199715736
2.025,-19.2380331531876
2.03,-19.0409815530257
2.035,-18.8390568789479
2.04,-18.6302002057884
2.045,-18.4123201196348
2.05,-18.1833437010489
2.055,-17.9412791044729
2.06,-17.6842871317083
2.065,-17.4107574556635
2.07,-17.1193836004668
2.075,-16.8092298091073
2.08,-16.47978288028
2.085,-16.1309831264559
2.09,-15.7632307346609
2.095,-15.3773666587703
2.1,-14.9746301901226
2.105,-14.5565979441174
2.11,-14.1251106916718
2.115,-13.6821950341963
2.12,-13.229986428416
2.125,-12.770658790272
2.13,-12.3063642246206
2.135,-11.8391847039965
2.14,-11.3710960255413
2.145,-10.9039432569581
2.15,-10.4394261747118
2.155,-9.97909285716193
2.16,-9.52433953815227
2.165,-9.07641495963873
2.17,-8.63642770211946
2.175,-8.20535525493304
2.18,-7.78405387140968
2.185,-7.37326851072472
2.19,-6.97364238686105
2.195,-6.58572582212129
2.2,-6.20998424028964
2.205,-5.8468052376556
2.21,-5.49650474442535
2.215,-5.1593323401718
2.22,-4.83547581987864
2.225,-4.52506512593523
2.23,-4.22817576943233
2.235,-3.94483186387167
2.24,-3.67500888794492
2.245,-3.4186362829628
2.25,-3.1755999761352
2.255,-2.94574490434639
2.26,-2.72887759533791
2.265,-2.52476884521606
2.27,-2.33315651375961
2.275,-2.15374844284334
2.28,-1.98622548901219
2.285,-1.83024464930456
2.29,-1.68544225013053
2.295,-1.55143716249866
2.3,-1.42783400312776
2.305,-1.31422627980475
2.31,-1.21019944046611
2.315,-1.11533378850808
2.32,-1.02920723134027
