"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.85623001892459
2,3.83477035033334
4,3.81224749946366
6,3.78860440663856
8,3.76379210986661
10,3.73777214645266
12,3.71051868930634
14,3.68202033418539
16,3.65228144223445
18,3.62132293277251
20,3.58918241599949
22,3.55591355594328
24,3.52158456238576
26,3.48627572833564
28,3.450075958073
30,3.4130782703539
32,3.37537431148369
34,3.33704797180356
36,3.29816826340357
38,3.25878168188397
40,3.21890433488178
42,3.17851416837565
44,3.13754365211574
46,3.09587329257342
48,3.05332632221965
50,3.00966486710934
52,2.96458782322358
54,2.9177305814452
56,2.86866663956686
58,2.81691103695851
60,2.76192545318261
62,2.70312473443339
64,2.6398845573056
66,2.57154991109122
68,2.49744407730509
70,2.41687780525139
72,2.32915841974536
74,2.2335986449313
76,2.12952497956587
78,2.01628550787411
80,1.89325707112616
82,1.75985175508483
84,1.61552266588834
86,1.45976897190173
88,1.29214018318327
90,1.11223962616725
92,0.919727052403209
94,0.714320300544165
96,0.4957959141419
98,0.263988607873169
100,0.0187894748252863
102,-0.239857160022674
104,-0.511958308290699
106,-0.797478335354319
108,-1.09634639731781
110,-1.40846520153266
112,-1.7337209188552
114,-2.07199399750787
116,-2.42317055391316
118,-2.78715395266705
120,-3.16387614344853
122,-3.55330830378365
124,-3.95547034791151
126,-4.37043890531486
128,-4.79835344587896
130,-5.23942032624354
132,-5.69391464401486
134,-6.16217990022636
136,-6.64462557056134
138,-7.14172275556705
140,-7.65399810113895
142,-8.18202613227456
144,-8.72641999973272
146,-9.28782036479137
148,-9.86688168692127
150,-10.4642544456053
152,-11.080560680303
154,-11.7163584472404
156,-12.3720880155983
158,-13.0479883196694
160,-13.7439655608668
162,-14.4593858625928
164,-15.1927493806308
166,-15.941183796512
168,-16.6996731981445
170,-17.4599253595206
172,-18.2088090626815
174,-18.9264371242284
176,-19.5843543640228
178,-20.1450103672326
180,-20.5645107920783
