"Freq [GHz]","dB(St(Driver_T1,Driver_T1)) []"
1,-1.18099973692163
1.005,-1.09024112707493
1.01,-1.01070797641076
1.015,-0.941909582010272
1.02,-0.883141445563577
1.025,-0.833546563477464
1.03,-0.792177117151546
1.035,-0.758051456260979
1.04,-0.730202798001749
1.045,-0.707717668657205
1.05,-0.689763526770674
1.055,-0.675606085611191
1.06,-0.664617560071006
1.065,-0.656277437332463
1.07,-0.650167486363753
1.075,-0.645962660863489
1.08,-0.643419385443355
1.085,-0.642362499216083
1.09,-0.642671899675666
1.095,-0.644269703084145
1.1,-0.647108525761084
1.105,-0.651161298343522
1.11,-0.656412854448017
1.115,-0.662853387781471
1.12,-0.670473749146695
1.125,-0.679262458329532
1.13,-0.689204236226941
1.135,-0.700279819318615
1.14,-0.712466799830201
1.145,-0.725741237463541
1.15,-0.740079808134127
1.155,-0.755462286989353
1.16,-0.771874202328881
1.165,-0.789309539647454
1.17,-0.807773417429113
1.175,-0.827284696094964
1.18,-0.84787851721293
1.185,-0.869608801208365
1.19,-0.892550758616007
1.195,-0.916803493203154
1.2,-0.942492796266166
1.205,-0.969774251465361
1.21,-0.99883679018644
1.215,-1.0299068599771
1.22,-1.0632533941967
1.225,-1.09919380011878
1.23,-1.13810121464581
1.235,-1.18041330858794
1.24,-1.22664294494069
1.245,-1.27739099868415
1.25,-1.33336159560979
1.255,-1.39537986902831
1.26,-1.46441196055688
1.265,-1.54158621111186
1.27,-1.62821295068473
1.275,-1.72579737773199
1.28,-1.83603464147362
1.285,-1.96076661131335
1.29,-2.10186319832719
1.295,-2.26096400542915
1.3,-2.43897632189385
1.305,-2.63517957247749
1.31,-2.84576994972138
1.315,-3.06179835367062
1.32,-3.26692804070099
1.325,-3.43648932159771
1.33,-3.54056202436691
1.335,-3.55327992817464
1.34,-3.46566654043285
1.345,-3.29290081335308
1.35,-3.06874292672413
1.355,-2.83121830831039
1.36,-2.61035465283253
1.365,-2.42374064270828
1.37,-2.27821739990856
1.375,-2.17371620332815
1.38,-2.10669011791687
1.385,-2.0723695786033
1.39,-2.06597807502767
1.395,-2.08326842815975
1.4,-2.12068468010432
1.405,-2.17534491321788
1.41,-2.24495296578877
1.415,-2.32769251854533
1.42,-2.42212705496671
1.425,-2.52711411162231
1.43,-2.64173526632634
1.435,-2.76524046116797
1.44,-2.89700436300588
1.445,-3.03649242599855
1.45,-3.18323460757305
1.455,-3.33680505867869
1.46,-3.49680646043582
1.465,-3.66285797774968
1.47,-3.83458604056892
1.475,-4.01161735110633
1.48,-4.1935736597488
1.485,-4.38006796277674
1.49,-4.57070185929102
1.495,-4.76506386923253
1.5,-4.96272856390413
1.505,-5.16325639853704
1.51,-5.36619416574401
1.515,-5.57107601095125
1.52,-5.77742496728676
1.525,-5.98475497869457
1.53,-6.19257338671894
1.535,-6.40038385877034
1.54,-6.60768973398665
1.545,-6.8139977573076
1.55,-7.01882216345749
1.555,-7.22168906071295
1.56,-7.42214105037041
1.565,-7.61974200268638
1.57,-7.81408189493246
1.575,-8.00478160343224
1.58,-8.19149753045345
1.585,-8.37392593999895
1.59,-8.55180687508256
1.595,-8.7249275338634
1.6,-8.89312499347495
1.605,-9.05628818839665
1.61,-9.21435907407058
1.615,-9.36733293489833
1.62,-9.51525782704512
1.625,-9.65823317861659
1.63,-9.79640760064307
1.635,-9.92997598991601
1.64,-10.0591760273867
1.645,-10.1842841923444
1.65,-10.3056114222761
1.655,-10.4234985510904
1.66,-10.5383116547127
1.665,-10.6504374237989
1.67,-10.7602786696556
1.675,-10.8682500527233
1.68,-10.9747741045226
1.685,-11.0802775950324
1.69,-11.1851882791207
1.695,-11.2899320387234
1.7,-11.3949304225325
1.705,-11.5005985723514
1.71,-11.60734351513
1.715,-11.7155627919384
1.72,-11.8256433896071
1.725,-11.9379609371692
1.73,-12.0528791272727
1.735,-12.1707493220462
1.74,-12.2919103031689
1.745,-12.4166881268069
1.75,-12.5453960453497
1.755,-12.6783344592899
1.76,-12.8157908639189
1.765,-12.9580397566129
1.77,-13.1053424712327
1.775,-13.2579469064505
1.78,-13.4160871146037
1.785,-13.5799827168993
1.79,-13.7498381094766
1.795,-13.9258414229749
1.8,-14.1081631959398
1.805,-14.2969547197423
1.81,-14.492346009861
1.815,-14.6944433556831
1.82,-14.9033263988034
1.825,-15.1190446887057
1.83,-15.3416136654894
1.835,-15.5710100229887
1.84,-15.8071664136068
1.845,-16.0499654702437
1.85,-16.2992331430459
1.855,-16.5547313820627
1.86,-16.8161502443474
1.865,-17.0830995689899
1.87,-17.3551004492365
1.875,-17.6315768398288
1.88,-17.9118477707865
1.885,-18.1951207937933
1.89,-18.4804874567782
1.895,-18.7669217716171
1.9,-19.0532827849792
1.905,-19.3383224480701
1.91,-19.6206999614706
1.915,-19.8990035933881
1.92,-20.1717805816402
1.925,-20.4375750946685
1.93,-20.694973341451
1.935,-20.942653832944
1.94,-21.1794396221398
1.945,-21.4043482612515
1.95,-21.6166344248939
1.955,-21.8158198576869
1.96,-22.0017056408284
1.965,-22.1743627362845
1.97,-22.3340982137324
1.975,-22.4813962299163
1.98,-22.6168344054414
1.985,-22.7409774833454
1.99,-22.85425096952
1.995,-22.9567979868944
2,-23.0483232137974
2.005,-23.1279291409494
2.01,-23.193952743179
2.015,-23.2438157823358
2.02,-23.2739097542853
2.025,-23.279546433683
2.03,-23.2550146776975
2.035,-23.1937885115723
2.04,-23.0889227332288
2.045,-22.9336423696192
2.05,-22.7220792084562
2.055,-22.450043783297
2.06,-22.1156721208398
2.065,-21.7197860695304
2.07,-21.2658693889375
2.075,-20.7596688839275
2.08,-20.2085325073359
2.085,-19.6206492807434
2.09,-19.0043452647615
2.095,-18.3675355579313
2.1,-17.7173677515667
2.105,-17.0600425918662
2.11,-16.4007716056925
2.115,-15.7438255600469
2.12,-15.0926336317996
2.125,-14.4499036712874
2.13,-13.8177443573133
2.135,-13.1977783397305
2.14,-12.5912412476954
2.145,-11.9990650639988
2.15,-11.4219464056507
2.155,-10.8604012460041
2.16,-10.3148079762449
2.165,-9.78544071623611
2.17,-9.27249462490567
2.175,-8.77610473381985
2.18,-8.29635959177979
2.185,-7.83331079152069
2.19,-7.3869792631196
2.195,-6.95735906454864
2.2,-6.54441927519114
2.205,-6.14810449833053
2.21,-5.76833439832223
2.215,-5.40500263230115
2.22,-5.05797548047666
2.225,-4.72709042978971
2.23,-4.41215492033541
2.235,-4.11294542082752
2.24,-3.82920695764185
2.245,-3.56065318154746
2.25,-3.30696701756812
2.255,-3.06780190738143
2.26,-2.84278362128765
2.265,-2.631512589091
2.27,-2.43356667709265
2.275,-2.24850432233459
2.28,-2.07586792545578
2.285,-1.91518739981167
2.29,-1.7659837763177
2.295,-1.62777276996881
2.3,-1.50006822413812
2.305,-1.38238536146382
2.31,-1.27424378429998
2.315,-1.17517018233145
2.32,-1.08470071918869
2.325,-1.00238308307271
2.33,-0.92777819804734
2.335,-0.860461602485969
2.34,-0.800024509056169
2.345,-0.74607456660366
2.35,-0.698236348475368
2.355,-0.65615159439022
2.36,-0.619479234155068
2.365,-0.587895221579323
2.37,-0.561092206108774
2.375,-0.538779068206715
2.38,-0.52068034256159
2.385,-0.506535550971169
2.39,-0.496098464388239
2.395,-0.489136311227864
2.4,-0.485428946720276
2.405,-0.484767995911741
2.41,-0.486955980914007
2.415,-0.491805441210737
2.42,-0.499138054263324
2.425,-0.508783762327243
2.43,-0.520579910292493
2.435,-0.534370398496099
2.44,-0.550004853812242
2.445,-0.567337821899006
2.45,-0.586227983260276
2.455,-0.606537395757004
2.46,-0.628130766363624
2.465,-0.650874755302419
2.47,-0.674637316189264
2.475,-0.699287076473303
2.48,-0.724692763236236
2.485,-0.750722680310758
2.49,-0.77724424365554
2.495,-0.804123582953782
2.5,-0.831225218437258
2.505,-0.858411822927663
2.51,-0.885544079962231
2.515,-0.912480649558612
2.52,-0.939078253579466
2.525,-0.965191892682575
2.53,-0.99067520637693
2.535,-1.01538098663659
2.54,-1.03916185373961
2.545,-1.06187110040636
2.55,-1.08336370682486
2.555,-1.10349752474102
2.56,-1.12213462345846
2.565,-1.13914278441501
2.57,-1.15439712412847
2.575,-1.16778181796178
2.58,-1.17919188967398
2.585,-1.18853502449695
2.59,-1.19573335697733
2.595,-1.20072517956541
2.6,-1.2034665144314
2.605,-1.20393248972357
2.61,-1.20211846284828
2.615,-1.19804083759852
2.62,-1.19173752915812
2.625,-1.18326804103314
2.63,-1.17271313043856
2.635,-1.16017405303119
2.64,-1.14577139337118
2.645,-1.12964350323725
2.65,-1.11194458498043
2.655,-1.09284247057537
2.66,-1.07251615811609
2.665,-1.05115317557543
2.67,-1.02894684630875
2.675,-1.00609353187523
2.68,-0.982789925383959
2.685,-0.959230463068846
2.69,-0.935604913678237
2.695,-0.912096195176668
2.7,-0.888878456902082
2.705,-0.866115453426543
2.71,-0.843959224594
2.715,-0.822549085130959
2.72,-0.802010917306528
2.725,-0.782456751674678
2.73,-0.763984614160133
2.735,-0.746678612711273
2.74,-0.730609233402449
2.745,-0.715833814095371
2.75,-0.702397163385997
2.755,-0.690332293340218
2.76,-0.679661236227345
2.765,-0.670395917852593
2.77,-0.662539062948746
2.775,-0.656085111210932
2.78,-0.651021125781263
2.785,-0.647327679167717
2.79,-0.644979704614534
2.795,-0.643947303746208
2.8,-0.644196503838735
2.805,-0.645689960297845
2.81,-0.648387601839092
2.815,-0.652247217469969
2.82,-0.657224985688619
2.825,-0.663275947357386
2.83,-0.670354424510793
2.835,-0.678414387946206
2.84,-0.687409776850364
2.845,-0.697294773965622
2.85,-0.708024039923695
2.855,-0.719552910395773
2.86,-0.731837559648608
2.865,-0.744835133976301
2.87,-0.758503858312756
2.875,-0.772803119133907
2.88,-0.7876935265445
2.885,-0.803136958218554
2.89,-0.819096587635394
2.895,-0.835536898827507
2.9,-0.852423689638552
2.905,-0.869724065281693
2.91,-0.887406423792271
2.915,-0.905440434786272
2.92,-0.923797012766986
2.925,-0.942448286068358
2.93,-0.96136756238231
2.935,-0.980529291690986
2.94,-0.999909027310754
2.945,-1.01948338565268
2.95,-1.03923000521427
2.955,-1.05912750523658
2.96,-1.07915544439098
2.965,-1.09929427979761
2.97,-1.11952532662364
2.975,-1.13983071846307
2.98,-1.1601933686586
2.985,-1.18059693269157
2.99,-1.20102577173588
2.995,-1.22146491744626
3,-1.24190003802955
