"Freq [GHz]","dB(St(Driver_T1,Driver_T1)) []"
1,-1.50346290741958
1.005,-1.39196064255553
1.01,-1.29345625465949
1.015,-1.20618054817552
1.02,-1.12868383152086
1.025,-1.05976977774699
1.03,-0.998444178357198
1.035,-0.943874934202971
1.04,-0.895360586133189
1.045,-0.852305384682759
1.05,-0.814199407359766
1.055,-0.780602606719239
1.06,-0.751131949585447
1.065,-0.725451013812736
1.07,-0.703261562537659
1.075,-0.684296730310636
1.08,-0.668315540418887
1.085,-0.65509853516297
1.09,-0.644444346105382
1.095,-0.636167063460186
1.1,-0.630094286121487
1.105,-0.626065749061377
1.11,-0.623932435267583
1.115,-0.623556086975297
1.12,-0.624809037257646
1.125,-0.62757428928237
1.13,-0.631745777538097
1.135,-0.637228753518113
1.14,-0.643940247808034
1.145,-0.651809571056495
1.15,-0.660778827517496
1.155,-0.670803426245088
1.16,-0.681852586102413
1.165,-0.693909841108399
1.17,-0.706973562020135
1.175,-0.721057518346264
1.18,-0.736191512299583
1.185,-0.752422122788833
1.19,-0.769813603834783
1.195,-0.788448988310469
1.2,-0.808431455288306
1.205,-0.829886028252447
1.21,-0.852961682808385
1.215,-0.877833957180233
1.22,-0.904708177694496
1.225,-0.933823435632477
1.23,-0.965457482307309
1.235,-0.999932746816596
1.24,-1.03762372590462
1.245,-1.07896604664736
1.25,-1.12446755626084
1.255,-1.17472183936032
1.26,-1.23042458011388
1.265,-1.29239313162918
1.27,-1.36158944300711
1.275,-1.43914596478275
1.28,-1.52639300576712
1.285,-1.62488370080079
1.29,-1.73640829743735
1.295,-1.86298122762336
1.3,-2.00676979641808
1.305,-2.16990880704684
1.31,-2.35410823842092
1.315,-2.55991523967709
1.32,-2.78546538558894
1.325,-3.02463923504144
1.33,-3.26491395523384
1.335,-3.48607168651245
1.34,-3.6620500984689
1.345,-3.76805803365225
1.35,-3.7914283917614
1.355,-3.73918610212003
1.36,-3.63557320117941
1.365,-3.51131686497488
1.37,-3.39297613072889
1.375,-3.29797791916103
1.38,-3.23492372582365
1.385,-3.20620377708561
1.39,-3.21069073061757
1.395,-3.24566928256175
1.4,-3.30797146126956
1.405,-3.39454703382915
