"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.95040381561808
2,3.96604504123898
4,3.97824982243105
6,3.98731365826174
8,3.99348943173619
10,3.99697373725886
12,3.99789401484488
14,3.99629706442345
16,3.99213946099104
18,3.98528029932334
20,3.97547657191251
22,3.96238133640302
24,3.94554467245576
26,3.9244172768794
28,3.89835641295071
30,3.8666338249383
32,3.82844515756379
34,3.78292038355042
36,3.72913473752171
38,3.66611967531249
40,3.59287341658608
42,3.50837067755163
44,3.4115712523833
46,3.30142715100905
48,3.17688804344092
50,3.03690479471949
52,2.88043089927908
54,2.70642163956609
56,2.51383080203239
58,2.30160478517988
60,2.06867392976117
62,1.81394089045981
64,1.53626585043342
66,1.23444835321453
68,0.907205488285621
70,0.553146114991427
72,0.170740743716459
74,-0.241713382887891
76,-0.686132539354266
78,-1.16469266702782
80,-1.67988192745549
82,-2.23455984774838
84,-2.83202238764828
86,-3.47607026313533
88,-4.17107352567362
90,-4.92201625198845
92,-5.73448613860632
94,-6.61453416268696
96,-7.56824705793499
98,-8.60070488574352
100,-9.71365184696925
102,-10.9005643372307
104,-12.1368483910703
106,-13.3626520313219
108,-14.4611443225085
110,-15.2564223012862
112,-15.580061620678
114,-15.3942386892844
116,-14.8265386966919
118,-14.0646204027763
120,-13.2549492649693
122,-12.4810558376061
124,-11.7817066695035
126,-11.1711651316372
128,-10.6519652411783
130,-10.2216199217812
132,-9.87587422038452
134,-9.61020964068925
136,-9.4205062245778
138,-9.30331167603435
140,-9.25593522029988
142,-9.27647148602721
144,-9.36380609230361
146,-9.51762959083732
148,-9.73847549383141
150,-10.0277945815554
152,-10.3880786097023
154,-10.8230510276012
156,-11.3379508055493
158,-11.9399496412871
160,-12.638766002988
162,-13.4475774002026
164,-14.3843936534031
166,-15.4741472457378
168,-16.751864293719
170,-18.2672065204978
172,-20.0892039819791
174,-22.2999167954455
176,-24.904632279784
178,-27.3137966799775
180,-27.5347412966948
