"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.66601644645856
2,3.65040889067284
4,3.63338267443694
6,3.61482288407399
8,3.59462623899237
10,3.57270352002343
12,3.54898191228603
14,3.52340721129544
16,3.49594581900031
18,3.46658643423839
20,3.43534132128955
22,3.40224702267149
24,3.3673643703027
26,3.330777645116
28,3.29259274168461
30,3.25293421376635
32,3.21194111069687
34,3.1697615641391
36,3.12654614931799
38,3.08244012226222
40,3.03757472044787
42,2.99205780226721
44,2.945964182894
46,2.89932609133368
48,2.85212421672899
50,2.80427982369004
52,2.75564839158237
54,2.70601517021094
56,2.6550929474931
58,2.60252220119197
60,2.54787366777035
62,2.4906532201316
64,2.43030881579703
66,2.3662391695548
68,2.29780372817569
70,2.22433348365003
72,2.14514215548694
74,2.05953729810298
76,1.96683093966287
78,1.86634942590983
80,1.75744221831266
82,1.63948947283456
84,1.51190829785725
86,1.37415765315642
88,1.22574190405632
90,1.06621308537945
92,0.895171959265008
94,0.712267971008622
96,0.517198219990993
98,0.309705570951529
100,0.0895760367075022
102,-0.143364430973862
104,-0.38925359859912
106,-0.648196902898239
108,-0.92027153138132
110,-1.20553044952774
112,-1.50400617420964
114,-1.81571407290137
116,-2.14065494772664
118,-2.47881664365847
120,-2.83017440224151
122,-3.19468966669417
124,-3.57230703127217
126,-3.96294901684059
128,-4.36650834470313
130,-4.78283737061485
132,-5.21173432953447
134,-5.65292602900116
136,-6.10604661701071
138,-6.57061204426833
140,-7.04598985122877
142,-7.53136395525434
144,-8.02569422026237
146,-8.52767080061259
148,-9.03566361741131
150,-9.54766791800389
152,-10.0612477669098
154,-10.5734805932966
156,-11.0809076178128
158,-11.5794970592152
160,-12.0646292826353
162,-12.5311150597768
164,-12.9732591246994
166,-13.3849802037472
168,-13.7599945763756
170,-14.0920622718001
172,-14.3752835581613
174,-14.6044204014975
176,-14.7752066705716
178,-14.8846062974978
180,-14.9309833747312
