"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.49924414828483
2,3.481542858232
4,3.46154582981952
6,3.43916131361721
8,3.41431621104562
10,3.38695898337201
12,3.35706247442372
14,3.32462656777077
16,3.28968057760625
18,3.25228525015555
20,3.21253423061713
22,3.17055483136509
24,3.12650792295921
26,3.08058676340573
28,3.03301458638047
30,2.98404078905317
32,2.93393559760734
34,2.88298314543218
36,2.83147297558319
38,2.77969007356227
40,2.72790364415623
42,2.6763549595029
44,2.6252447145969
46,2.57472041916029
48,2.52486441882076
50,2.47568316291698
52,2.42709831344787
54,2.37894021730572
56,2.33094414576845
58,2.28274955124045
60,2.23390241640522
62,2.18386059310912
64,2.13200186534443
66,2.07763433789476
68,2.02000865998513
70,1.95833154611818
72,1.89178005269321
74,1.8195161025766
76,1.74070081086117
78,1.65450824264248
80,1.56013831722691
82,1.4568286540007
84,1.34386522697036
86,1.22059175417202
88,1.08641779364953
90,0.940825550391371
92,0.783375420715793
94,0.613710315059713
96,0.431558810131447
98,0.23673718991649
100,0.0291504446004794
102,-0.191207691016813
104,-0.424255561431677
106,-0.669825157367733
108,-0.927664281160466
110,-1.19743913773592
112,-1.47873714887533
114,-1.77106976044864
116,-2.07387498903564
118,-2.38651943980605
120,-2.70829952626513
122,-3.03844163953937
124,-3.3761010556156
126,-3.72035943868932
128,-4.07022090238798
130,-4.42460673182206
132,-4.78234904973747
134,-5.14218392749761
136,-5.50274468882153
138,-5.86255641609838
140,-6.22003292058806
142,-6.57347764176725
144,-6.92109004783009
146,-7.26097905927007
148,-7.59118474831775
150,-7.90970902759014
152,-8.21455521122715
154,-8.50377524433959
156,-8.77552215779657
158,-9.02810409900845
160,-9.26003535759033
162,-9.47007939986748
164,-9.65727924007563
166,-9.82097156892623
168,-9.96078281634311
170,-10.076607461425
172,-10.1685710334632
174,-10.2369819874526
176,-10.2822777017468
178,-10.3049701151901
180,-10.3055960490851
