"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,2.01144784756199
2,2.10520365857087
4,2.2069183808396
6,2.31534349352646
8,2.42898921916448
10,2.54617316895014
12,2.6650734265646
14,2.78378211767937
16,2.90035604388675
18,3.01286176998835
20,3.11941346990884
22,3.21820271195769
24,3.30752009867785
26,3.38576922128596
28,3.45147373806087
30,3.50327856345984
32,3.53994619844145
34,3.56034918384283
36,3.56345955479356
38,3.54833604415538
40,3.51410964710761
42,3.45996802951852
44,3.38513914566318
46,3.2888743278907
48,3.1704310213176
50,3.02905525907361
52,2.86396390724953
54,2.67432665463708
56,2.45924768505916
58,2.21774695907457
60,1.94874106433023
62,1.65102369923982
64,1.32324608235957
66,0.963898012862829
68,0.571291086904037
70,0.143546942385759
72,-0.321404220400843
74,-0.825805483316577
76,-1.37201894260547
78,-1.9624065284703
80,-2.59909586811208
82,-3.28354502004994
84,-4.01576046605391
86,-4.79293210208013
88,-5.6071349152092
90,-6.44168435224232
92,-7.26599455705738
94,-8.03005106635173
96,-8.66275588386708
98,-9.08231232040684
100,-9.22396822266098
102,-9.07255457818221
104,-8.67150614957854
106,-8.09899629501758
108,-7.43467173139577
110,-6.74031247588109
112,-6.05649660777535
114,-5.4069636664394
116,-4.80423998174937
118,-4.25407391341203
120,-3.75837501134151
122,-3.31700820510685
124,-2.92884203734251
126,-2.59234461242515
128,-2.30591509959063
130,-2.06806394538691
132,-1.87750817114419
134,-1.73322029859785
136,-1.63445327778859
138,-1.58075451825536
140,-1.57197687289926
142,-1.60829152440502
144,-1.69020622709877
146,-1.81859173321377
148,-1.99471919868023
150,-2.22031178523798
152,-2.49761451280863
154,-2.82948769104615
156,-3.21953102821665
158,-3.67224781651246
160,-4.19326130323942
162,-4.78959779848791
164,-5.47005088847316
166,-6.24563110318259
168,-7.13006416566027
170,-8.14016521464566
172,-9.29549526613917
174,-10.6154158088927
176,-12.1077552930032
178,-13.7324968228674
180,-15.3052890803396
