"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.78607018096498
2,3.76140260646327
4,3.73590510282787
6,3.70952002212581
8,3.68220023341447
10,3.65391097690303
12,3.62463140544915
14,3.59435576200304
16,3.56309412880896
18,3.53087267347145
20,3.49773331017674
22,3.46373269322227
24,3.42894046621188
26,3.39343670516676
28,3.35730851820107
30,3.32064579837845
32,3.2835361690034
34,3.24605920990063
36,3.20828010604327
38,3.17024291202087
40,3.13196367237697
42,3.09342367363388
44,3.05456312408988
46,3.01527555854174
48,2.97540324501401
50,2.93473382963771
52,2.89299839666912
54,2.84987104811568
56,2.80497002800684
58,2.75786033726023
60,2.70805771338835
62,2.65503379086647
64,2.59822221686387
66,2.53702547498897
68,2.47082216619455
70,2.39897450856432
72,2.32083584251151
74,2.23575796043936
76,2.14309811560985
78,2.04222559986082
80,1.93252781085149
82,1.81341575475543
84,1.68432894891748
86,1.54473970107656
88,1.39415674821018
90,1.23212824026739
92,1.05824405367819
94,0.87213741828297
96,0.673485840849083
98,0.462011310079555
100,0.237479773160643
102,-0.000300116660889567
104,-0.251478967647016
106,-0.516169298983386
108,-0.79444881420597
110,-1.08636421166689
112,-1.3919354121381
114,-1.71116004809742
116,-2.04401802251872
118,-2.39047590873943
120,-2.75049092885572
122,-3.12401421752695
124,-3.5109930519667
126,-3.91137170733672
128,-4.32509057866796
130,-4.75208319332161
132,-5.19227071776777
134,-5.64555353330954
136,-6.11179940986787
138,-6.59082773616096
140,-7.08238915855602
142,-7.58613982911853
144,-8.10160925634126
146,-8.62816048335617
148,-9.16494098966502
150,-9.71082234179221
152,-10.2643262565945
154,-10.8235344991469
156,-11.3859801304464
158,-11.9485184333908
160,-12.5071780140213
162,-13.0569970528019
164,-13.5918577092491
166,-14.1043444779329
168,-14.5856701445088
170,-15.0257334676547
172,-15.4133881279484
174,-15.7369981569795
176,-15.9853121977341
178,-16.1485966952717
180,-16.219843376395
