"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.70104066030968
2,3.6793748209356
4,3.65644773200021
6,3.63253134165886
8,3.60783911305964
10,3.58251382499524
12,3.55661651663565
14,3.53011724049696
16,3.50288821463697
18,3.47469983168365
20,3.44521979874292
22,3.41401546622146
24,3.38055917808532
26,3.34423626565436
28,3.30435513399715
30,3.26015877088736
32,3.21083695169487
34,3.15553841952247
36,3.09338238073072
38,3.02346875852268
40,2.94488677535069
42,2.85672157206091
44,2.75805870313618
46,2.64798646145439
48,2.52559607468081
50,2.38997987449227
52,2.24022756827461
54,2.07542074226047
56,1.89462569851395
58,1.69688467982643
60,1.4812054706503
62,1.2465492822233
64,0.991816738335511
66,0.715831675327674
68,0.417322354322823
70,0.0948995514752119
72,-0.252969163126873
74,-0.62798983378822
76,-1.03207831837317
78,-1.46740366021917
80,-1.93644034821635
82,-2.44203155946433
84,-2.9874658576393
86,-3.57657006836047
88,-4.21382084642073
90,-4.90447602289137
92,-5.65472239307413
94,-6.4718250425573
96,-7.36423490324227
98,-8.34154291073848
100,-9.41400545778307
102,-10.5909741168278
104,-11.8766400633088
106,-13.259479896664
108,-14.6883905008211
110,-16.0287581689359
112,-17.0231042656583
114,-17.3725184807895
116,-16.9967143025204
118,-16.1266020805575
120,-15.0639319986883
122,-14.0010390168733
124,-13.022989556277
126,-12.156914178284
128,-11.4051328116683
130,-10.7609060651107
132,-10.2150326056357
134,-9.75840130200537
136,-9.38286437003518
138,-9.08144013476511
140,-8.84826450835022
142,-8.6784629642671
144,-8.56801159872662
146,-8.51361289065141
148,-8.51259411659616
150,-8.56282946047621
152,-8.66268450187348
154,-8.81098132256322
156,-9.00698279562146
158,-9.2503952205433
160,-9.54138912238533
162,-9.88063862662887
164,-10.2693802408944
166,-10.709491914716
168,-11.2035924574409
170,-11.7551587510706
172,-12.3686513899482
174,-13.0496231621179
176,-13.8047471077395
178,-14.6416138153831
180,-15.5679462413033
