"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.73462753197528
2,3.70956905892495
4,3.68389305464791
6,3.65756041915279
8,3.63054415688175
10,3.60283164870396
12,3.57442657103362
14,3.54535037817265
16,3.51564325427975
18,3.48536443458571
20,3.45459179312033
22,3.42342059786424
24,3.391961345392
26,3.36033660699837
28,3.328676847806
30,3.29711521956404
32,3.26578137596916
34,3.2347944144927
36,3.20425510782669
38,3.17423764702318
40,3.14478117220821
42,3.11588141002737
44,3.08748276457116
46,3.05947121621376
48,3.0316683679684
50,3.00382694115941
52,2.97562796338145
54,2.94667981612067
56,2.9165192231486
58,2.88461417103874
60,2.85036866719322
62,2.81312916508301
64,2.77219242589607
66,2.72681454328989
68,2.67622083412249
70,2.61961629159085
72,2.55619630535072
74,2.48515737224778
76,2.40570754730102
78,2.31707641384031
80,2.21852438114309
82,2.10935114532203
84,1.98890317329383
86,1.85658008998245
88,1.71183986579891
90,1.554202715791
92,1.38325363496547
94,1.19864350767618
96,1.00008874422583
98,0.787369416436339
100,0.560325887139745
102,0.318853957171394
104,0.0628985878028767
106,-0.207553703738242
108,-0.492483634089042
110,-0.791848941119479
112,-1.10559493519179
114,-1.43366553834906
116,-1.7760145001848
118,-2.13261645419901
120,-2.50347746653818
122,-2.88864473173128
124,-3.28821508738751
126,-3.70234204993556
128,-4.13124111241408
130,-4.57519308706602
132,-5.03454531213025
134,-5.50971056411165
136,-6.0011635126329
138,-6.50943451151395
140,-7.03510042108593
142,-7.57877198271339
144,-8.14107698974293
146,-8.72263808071471
148,-9.32404336353709
150,-9.94580717855996
152,-10.5883169987299
154,-11.2517605651881
156,-11.9360246167562
158,-12.6405526757698
160,-13.3641439759159
162,-14.10466862869
164,-14.8586661315408
166,-15.620787946723
168,-16.3830473929374
170,-17.1338679144184
172,-17.8570046898188
174,-18.5305975856535
176,-19.1269185786257
178,-19.6137084022614
180,-19.9579980225617
