"Freq [GHz]","dB(St(Driver_T1,Driver_T1)) []"
1,-3.34297660708082
1.005,-2.98924671493281
1.01,-2.68410064868489
1.015,-2.41944349561232
1.02,-2.18878000544098
1.025,-1.98685620450005
1.03,-1.80939231918771
1.035,-1.65288032399033
1.04,-1.51442834652307
1.045,-1.39163971439943
1.05,-1.28251802089244
1.055,-1.18539199018981
1.06,-1.09885557884755
1.065,-1.02171991836129
1.07,-0.952974544383913
1.075,-0.891755972378385
1.08,-0.837322133753803
1.085,-0.789031525477825
1.09,-0.74632618068886
1.095,-0.708717759821715
1.1,-0.675776207039192
1.105,-0.647120527009952
1.11,-0.622411321054952
1.115,-0.601344786062488
1.12,-0.583647929446752
1.125,-0.569074792700683
1.13,-0.557403507736715
1.135,-0.548434036428395
1.14,-0.541986466163216
1.145,-0.537899753904363
1.15,-0.536030828965168
1.155,-0.536253980866285
1.16,-0.5384604735104
1.165,-0.542558340582668
1.17,-0.548472329610127
1.175,-0.556143973513512
1.18,-0.565531778799
1.185,-0.576611528840218
1.19,-0.58937670911497
1.195,-0.603839068959193
1.2,-0.62002934160235
1.205,-0.637998151214952
1.21,-0.657817142723758
1.215,-0.679580377551264
1.22,-0.70340604654432
1.225,-0.729438560503361
1.23,-0.75785108921793
1.235,-0.788848632008671
1.24,-0.822671716603723
1.245,-0.859600838644198
1.25,-0.899961770707208
1.255,-0.944131886208408
1.26,-0.992547657368046
1.265,-1.04571349287247
1.27,-1.10421207150174
1.275,-1.16871628816176
1.28,-1.24000283343547
1.285,-1.31896723483625
1.29,-1.40663982734676
1.295,-1.50420147742119
1.3,-1.61299677195112
1.305,-1.73454050580796
1.31,-1.87051020303594
1.315,-2.02271242143081
1.32,-2.19300283101522
1.325,-2.3831285685831
1.33,-2.59444574961698
1.335,-2.82744716566135
1.34,-3.08102340765093
1.345,-3.35139751344055
1.35,-3.63076632782044
1.355,-3.90592475795592
1.36,-4.15759136740115
1.365,-4.36164983490364
1.37,-4.49348249652956
1.375,-4.5351327104118
1.38,-4.48234501836729
1.385,-4.34708844783901
1.39,-4.15359581288748
1.395,-3.93050458812232
1.4,-3.70365129194007
1.405,-3.49221234180376
1.41,-3.30810872501135
1.415,-3.15726771896983
1.42,-3.04143184971247
1.425,-2.95978773270652
1.43,-2.91016930584094
1.435,-2.88984318135099
1.44,-2.89597245905155
1.445,-2.92586262925682
1.45,-2.97707190310708
1.455,-3.04744306515065
1.46,-3.13509333826949
1.465,-3.23838424426171
1.47,-3.35588403342812
1.475,-3.48632947632975
1.48,-3.62859040856712
1.485,-3.78163849548996
1.49,-3.94452064496498
1.495,-4.11633697105789
1.5,-4.29622297485939
1.505,-4.48333552821333
1.51,-4.67684224546525
1.515,-4.87591386448993
1.52,-5.07971930738704
1.525,-5.28742314045913
1.53,-5.49818519553106
1.535,-5.71116214673347
1.54,-5.92551085676125
1.545,-6.1403933136465
1.55,-6.35498297343459
1.555,-6.56847230686939
1.56,-6.78008132128081
1.565,-6.98906679538725
1.57,-7.19473192877253
1.575,-7.39643607433382
1.58,-7.5936041964821
1.585,-7.7857356856918
1.59,-7.9724121657546
1.595,-8.15330395690311
1.6,-8.32817490680904
1.605,-8.4968853707899
1.61,-8.65939320829972
1.615,-8.81575275869846
1.62,-8.96611185775454
