"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,2.96265869869201
2,2.94062481177645
4,2.91580750269843
6,2.88812247691783
8,2.8575188870303
10,2.82398141044195
12,2.78753218474675
14,2.74823255913941
16,2.70618458715841
18,2.66153215130782
20,2.61446157532744
22,2.56520154734888
24,2.51402214985535
26,2.46123277393062
28,2.40717869000649
30,2.35223605979507
32,2.29680520876221
34,2.24130203894998
36,2.18614755003569
38,2.13175555134137
40,2.07851878456252
42,2.02679382750593
44,1.9768853001024
46,1.92903002894216
48,1.88338192745696
50,1.83999839847992
52,1.79882905114015
54,1.75970743877941
56,1.72234637177006
58,1.68633715132437
60,1.65115282842715
62,1.61615534187334
64,1.58060615798488
66,1.5436798454258
68,1.50447988815787
70,1.46205597552672
72,1.41542200916109
74,1.36357412261052
76,1.30550810721361
78,1.24023576027659
80,1.16679980353199
82,1.08428714784131
84,0.991840394584035
86,0.888667559324742
88,0.774050076789262
90,0.647349198234899
92,0.508010925165859
94,0.355569640310177
96,0.189650601596639
98,0.00997146132802776
100,-0.183657035633144
102,-0.391331030956217
104,-0.613054074711851
106,-0.848738061759426
108,-1.09820445618052
110,-1.36118567381399
112,-1.6373264841846
114,-1.92618527993988
116,-2.22723504625576
118,-2.53986384766842
120,-2.86337463986416
122,-3.19698421485226
124,-3.53982110662593
126,-3.89092232879638
128,-4.24922889410521
130,-4.61358018608179
132,-4.98270742155836
134,-5.35522666177437
136,-5.72963209563464
138,-6.10429061805636
140,-6.47743903271724
142,-6.84718547864476
144,-7.21151685212329
146,-7.56831399089054
148,-7.91537612006994
150,-8.25045545198993
152,-8.5713018454954
154,-8.87571609607064
156,-9.16160887873333
158,-9.42706084613319
160,-9.67037822714699
162,-9.89013782781426
164,-10.0852158731962
166,-10.2547967209967
168,-10.3983599459038
170,-10.5156472189036
172,-10.6066132320035
174,-10.6713671044603
176,-10.7101118687742
178,-10.7230896294782
180,-10.7105389071441
