"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.39282442355956
2,3.37129273701552
4,3.34863406252386
6,3.3255158881538
8,3.30259268565909
10,3.28047780875218
12,3.25971332976404
14,3.24073936124917
16,3.22386469887214
18,3.20924076219127
20,3.19684075015823
22,3.18644564418239
24,3.17763819648727
26,3.16980538805446
28,3.16214911392411
30,3.15370415509701
32,3.14336192155382
34,3.12989807073209
36,3.11200195323926
38,3.08830590534404
40,3.05741265513556
42,3.01791947506171
44,2.96843813118387
46,2.90761008921687
48,2.83411679449492
50,2.74668512051195
52,2.64408826840749
54,2.52514250048654
56,2.38870011571883
58,2.23363903925397
60,2.05884931680366
62,1.86321669165695
64,1.64560330683082
66,1.40482542264237
68,1.13962787115753
70,0.848654778748938
72,0.53041586625238
74,0.18324736703344
76,-0.194733735713984
78,-0.60568388963838
80,-1.05209788485763
82,-1.53688756753437
84,-2.06347841319889
86,-2.63592926239531
88,-3.25908198128624
90,-3.93874922480292
92,-4.68194898915734
94,-5.49719177872675
96,-6.39481323233019
98,-7.38730362652319
100,-8.48946546515615
102,-9.71789078685058
104,-11.0882951084342
106,-12.6066012071114
108,-14.2429705767654
110,-15.8669517413629
112,-17.1432946965702
114,-17.5809924211081
116,-17.0162842349303
118,-15.8420355931956
120,-14.5105898633758
122,-13.2507611894499
124,-12.1355977716634
126,-11.1743163190203
128,-10.3557471154591
130,-9.66430254783651
132,-9.08516396617024
134,-8.60565730244446
136,-8.21536129715619
138,-7.90584366357005
140,-7.67033174678027
142,-7.50341515353693
144,-7.40080446857532
146,-7.35914578613242
148,-7.37588408024002
150,-7.44916796350116
152,-7.57778995349393
154,-7.76115850827008
156,-7.99930037565415
158,-8.29289420783451
160,-8.64333910025252
162,-9.05286503960026
164,-9.52469667469828
166,-10.0632880904514
168,-10.6746554816192
170,-11.3668484204727
172,-12.1506208920378
174,-13.0403919032608
176,-14.0556173901587
178,-15.2226942247029
180,-16.5773092830311
