"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.21949776773066
2,3.19789657741709
4,3.17510937164121
6,3.15110344753447
8,3.12585847468596
10,3.09936831967142
12,3.07164275166421
14,3.0427089657365
16,3.01261284200614
18,2.98141984189438
20,2.94921542898075
22,2.91610489298915
24,2.88221245312243
26,2.84767952304421
28,2.8126620358252
30,2.77732675420621
32,2.7418465299458
34,2.70639452520461
36,2.67113746708008
38,2.63622807045902
40,2.60179682998017
42,2.5679434437757
44,2.53472818394229
46,2.5021635656412
48,2.47020668348002
50,2.438752577143
52,2.40762895709625
54,2.37659256712574
56,2.34532738748641
58,2.31344479660018
60,2.28048571784063
62,2.24592468855893
64,2.20917570800233
66,2.16959965449174
68,2.1265130134594
70,2.07919762781987
72,2.02691116979265
74,1.96889803631408
76,1.90440038522644
78,1.83266905282137
80,1.75297412151121
82,1.66461493639969
84,1.56692939904918
86,1.45930239431875
88,1.34117323104924
90,1.21204199952424
92,1.07147476846947
94,0.919107562677836
96,0.754649080214401
98,0.577882126752452
100,0.388663765135471
102,0.186924201896823
104,-0.0273355398298987
106,-0.25404707913299
108,-0.49307914855246
110,-0.744242916220931
112,-1.00729795145674
114,-1.2819585782524
116,-1.56790031325143
118,-1.86476604023054
120,-2.17217153527908
122,-2.4897099294308
124,-2.81695468188256
126,-3.15346063996365
128,-3.49876278361313
130,-3.85237229309797
132,-4.21376963884271
134,-4.58239447061994
136,-4.9576321789756
138,-5.33879711440004
140,-5.72511258085838
142,-6.11568787380038
144,-6.50949281551723
146,-6.90533046215063
148,-7.30180892750973
150,-7.69731359832843
152,-8.08998140686241
154,-8.47767927042621
156,-8.85798927366302
158,-9.22820359901727
160,-9.58533250967371
162,-9.9261287275584
164,-10.2471311743033
166,-10.5447301093834
168,-10.8152541159887
170,-11.0550771760226
172,-11.2607414342487
174,-11.4290885580493
176,-11.5573903740861
178,-11.6434682485589
180,-11.6857908724255
