"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.39282442355955
2,3.36984887454926
4,3.3451054081407
6,3.31846026607675
8,3.28979799084015
10,3.25902459126555
12,3.22607067639023
14,3.19089450532849
16,3.15348487055875
18,3.11386370011051
20,3.07208823244105
22,3.0282525884685
24,2.98248854093374
26,2.93496526512834
28,2.88588785054442
30,2.8354943638282
32,2.78405128300276
34,2.73184717401296
36,2.67918455464178
38,2.62636998710449
40,2.57370255578016
42,2.52146101403622
44,2.46989001413182
46,2.41918595417209
48,2.36948307185848
50,2.32084047238485
52,2.27323078576421
54,2.22653110036378
56,2.18051671422516
58,2.13485809095018
60,2.08912121650439
62,2.04277134624333
64,1.99517992901278
66,1.94563431743771
68,1.89334973651939
70,1.83748289621662
72,1.77714660056341
74,1.71142472226819
76,1.63938696879066
78,1.56010295177
80,1.47265517372755
82,1.37615065252447
84,1.26973100567358
86,1.1525809066516
88,1.0239349000488
90,0.883082620435701
92,0.729372501855212
94,0.562214092800545
96,0.381079108088457
98,0.18550135713767
100,-0.0249243092744002
102,-0.250543892017132
104,-0.491646835512074
106,-0.748469177282448
108,-1.02119711076966
110,-1.30997081018656
112,-1.61488835500637
114,-1.9360095760099
116,-2.27335962479992
118,-2.62693204481362
120,-2.99669109480673
122,-3.38257304633623
124,-3.78448614567398
126,-4.20230889838165
128,-4.63588630163894
130,-5.08502361501706
132,-5.54947722383558
134,-6.02894210910119
136,-6.52303539250787
138,-7.03127537228316
140,-7.55305540462908
142,-8.08761191660192
144,-8.63398576324325
146,-9.19097607426357
148,-9.75708569355128
150,-10.330457335861
152,-10.9087997366015
154,-11.4893034687881
156,-12.0685469381431
158,-12.642394645045
160,-13.2058925600335
162,-13.7531699612178
164,-14.2773638847348
166,-14.7705916253616
168,-15.2240075527437
170,-15.6279896923755
172,-15.9725025996935
174,-16.2476667062075
176,-16.4445222225369
178,-16.5559087767753
180,-16.577309283031
