"Freq [GHz]","dB(St(Driver_T1,Driver_T1)) []"
1,-1.61093618979119
1.005,-1.46707238830947
1.01,-1.34005538945998
1.015,-1.2281637319165
1.02,-1.12977340432772
1.025,-1.04338710351377
1.03,-0.967649380994618
1.035,-0.901351266661925
1.04,-0.843427411516199
1.045,-0.792948207287732
1.05,-0.749108792990094
1.055,-0.711216384443248
1.06,-0.678676974938941
1.065,-0.650982150569471
1.07,-0.627696531428767
1.075,-0.60844617614346
1.08,-0.592908158396066
1.085,-0.580801428484861
1.09,-0.571879001243372
1.095,-0.565921457092385
1.1,-0.562731701145058
1.105,-0.562130893426207
1.11,-0.56395543992507
1.115,-0.568054918621528
1.12,-0.574290806352117
1.125,-0.582535870953016
1.13,-0.592674097888185
1.135,-0.60460103065509
1.14,-0.618224418558243
1.145,-0.633465082727843
1.15,-0.650257930305909
1.155,-0.668553066397677
1.16,-0.68831697276073
1.165,-0.709533740601156
1.17,-0.73220636186632
1.175,-0.756358098941109
1.18,-0.782033966784386
1.185,-0.809302374603573
1.19,-0.838256986625921
1.195,-0.86901887395806
1.2,-0.901739042551435
1.205,-0.936601436524209
1.21,-0.973826532057792
1.215,-1.01367565511237
1.22,-1.05645617620926
1.225,-1.10252775667204
1.23,-1.15230984079216
1.235,-1.20629060271985
1.24,-1.26503755645444
1.245,-1.32921000544524
1.25,-1.39957341498544
1.255,-1.47701558256516
1.26,-1.56256406542924
1.265,-1.65740353913105
1.27,-1.7628903287745
1.275,-1.88055880802032
1.28,-2.01210992855391
1.285,-2.15936460409555
1.29,-2.32415223837242
1.295,-2.5080851331813
1.3,-2.71214127329087
1.305,-2.93594396017112
1.31,-3.17660460294601
1.315,-3.42703907006534
1.32,-3.67390073532148
1.325,-3.8958775544412
1.33,-4.06410843493887
1.335,-4.14715225961908
1.34,-4.12134619457018
1.345,-3.98239513784996
1.35,-3.74987775851234
1.355,-3.46021478576185
1.36,-3.15317200109317
1.365,-2.86083685215678
1.37,-2.60334489641273
1.375,-2.38996642000224
1.38,-2.22238368192105
1.385,-2.09794488116984
1.39,-2.0120392237742
1.395,-1.95954448228673
1.4,-1.93558458490203
1.405,-1.93585524619145
1.41,-1.95671018503646
1.415,-1.99512960672912
1.42,-2.04864013870732
1.425,-2.11522223857693
1.43,-2.19322202036882
1.435,-2.28127423745611
1.44,-2.37823807119068
1.445,-2.48314506548433
1.45,-2.59515766938624
1.455,-2.71353666263618
1.46,-2.83761585529603
1.465,-2.96678267747669
1.47,-3.10046351717318
1.475,-3.23811288424494
1.48,-3.37920566347628
1.485,-3.52323186824743
1.49,-3.66969342243125
1.495,-3.81810258705677
1.5,-3.96798171544012
1.505,-4.11886407069062
1.51,-4.27029547682768
1.515,-4.42183660256501
1.52,-4.57306569786998
1.525,-4.72358161993853
1.53,-4.8730069990473
1.535,-5.0209914073174
1.54,-5.16721440588665
1.545,-5.31138835916985
1.55,-5.45326091933851
1.555,-5.59261710012174
1.56,-5.729280876494
1.565,-5.86311626550457
1.57,-5.99402786291196
1.575,-6.1219608297753
1.58,-6.24690034196889
1.585,-6.36887053296504
1.59,-6.48793297546611
1.595,-6.60418475996801
1.6,-6.71775623769219
1.605,-6.82880850131072
1.61,-6.93753067951262
1.615,-7.04413712089911
1.62,-7.14886453932513
1.625,-7.25196918709218
1.63,-7.35372411491602
1.635,-7.45441656891824
