"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.38557564020303
2,3.55605728556386
4,3.722978465967
6,3.8853823938652
8,4.04223321778745
10,4.1924359241947
12,4.33485592873243
14,4.46833749656726
16,4.59172034536155
18,4.70385400567511
20,4.80360971904387
22,4.88988982774763
24,4.96163474397783
26,5.01782767800438
28,5.05749735826476
30,5.07971899748315
32,5.08361375592837
34,5.06834693394462
36,5.03312509853111
38,4.97719231951419
40,4.89982566503122
42,4.80033008780676
44,4.67803282645251
46,4.53227745291894
48,4.36241772188704
50,4.1678114253479
52,3.9478145335815
54,3.70177602429934
56,3.42903398369034
58,3.12891383543885
60,2.80072996031775
62,2.44379257535975
64,2.05742264501515
66,1.64097893859217
68,1.19390332969111
70,0.715793327826447
72,0.206514982000371
74,-0.333624948434391
76,-0.903621145915403
78,-1.50139112702049
80,-2.12323360620344
82,-2.76308320862999
84,-3.41154799157079
86,-4.05479987333345
88,-4.67357195619761
90,-5.24282464043208
92,-5.73297926361918
94,-6.11362494169108
96,-6.35971617100959
98,-6.45841043226242
100,-6.41318750601582
102,-6.2427748642209
104,-5.97555462454808
106,-5.64263006185015
108,-5.27250571803151
110,-4.88843165476494
112,-4.50791023375078
114,-4.14338747276579
116,-3.80335017790315
118,-3.49340094213323
120,-3.21714402376915
122,-2.97685447371068
124,-2.77395963188543
126,-2.60937645449375
128,-2.483745020168
130,-2.39759031459062
132,-2.35143608619588
134,-2.34588782766461
136,-2.38169698272484
138,-2.45981504661484
140,-2.5814439740922
142,-2.74808792616484
144,-2.96161063943166
146,-3.22430240604725
148,-3.53896063641369
150,-3.90898800987061
152,-4.33851186674643
154,-4.83252680495696
156,-5.39705721321743
158,-6.03932250459318
160,-6.76785265348738
162,-7.59241495921482
164,-8.52340007006319
166,-9.5697933172318
168,-10.7336037000152
170,-11.9958705086252
172,-13.2851584424635
174,-14.4235386775526
176,-15.1003736539572
178,-15.0305502133767
180,-14.2471861279916
