"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.48898396932406
2,3.50552553933583
4,3.52087213340592
6,3.53525013360533
8,3.54880274259147
10,3.56157696808497
12,3.57351316197457
14,3.58443776193973
16,3.59405967929162
18,3.60197052446297
20,3.60764858887138
22,3.61046623958403
24,3.60970016017365
26,3.60454370951402
28,3.59412058226169
30,3.57749894171513
32,3.55370524910109
34,3.52173711745152
36,3.48057465380341
38,3.42918990095321
40,3.36655413236305
42,3.29164287808905
44,3.20343865751142
46,3.10093146233904
48,2.98311707060035
50,2.84899328144133
52,2.69755414536831
54,2.52778222952005
56,2.33863890689392
58,2.12905259572368
60,1.89790480281115
62,1.64401374352608
64,1.36611522080994
66,1.06284034370941
68,0.732689549372282
70,0.374002257367005
72,-0.0150786705163381
74,-0.436648664907369
76,-0.893090551820933
78,-1.38713232694583
80,-1.92191488071664
82,-2.50107053888969
84,-3.12881196274905
86,-3.81002762289663
88,-4.55037234329693
90,-5.3563241352963
92,-6.2351403220616
94,-7.19456154536482
96,-8.24192591425657
98,-9.38194886754935
100,-10.6115773369367
102,-11.9088145268008
104,-13.2110405389741
106,-14.3835252959429
108,-15.2091071152628
110,-15.4763998776486
112,-15.1544013064381
114,-14.4246206776176
116,-13.5183382725117
118,-12.5948113415785
120,-11.7338928377174
122,-10.9670915789015
124,-10.3024908416917
126,-9.73825101108225
128,-9.26897131072669
130,-8.88848777441623
132,-8.59102965050002
134,-8.37164787325605
136,-8.22633300925878
138,-8.15201130343368
140,-8.14650402494694
142,-8.20848899647267
144,-8.3374829799346
146,-8.5338556486343
148,-8.79888413939499
150,-9.13485922226689
152,-9.54525942371887
154,-10.0350188025405
156,-10.6109298135439
158,-11.2822495338918
160,-12.0616248646986
162,-12.9665392508257
164,-14.0216502446313
166,-15.2627217201064
168,-16.7435501495878
170,-18.5487245162872
172,-20.8174171288994
174,-23.7783577443626
176,-27.6431814238567
178,-30.5395456424018
180,-27.8094999844456
