"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,4.14694018767655
2,4.1416453102105
4,4.13243181319332
6,4.11977852449077
8,4.10414951232915
10,4.08597601299642
12,4.06563786873587
14,4.04344520747382
16,4.01962116295435
18,3.99428645037553
20,3.96744656825541
22,3.9389822879467
24,3.90864392206702
26,3.87604964474916
28,3.8406878899336
30,3.8019236032927
32,3.75900789385069
34,3.71109044473493
36,3.65723391400703
38,3.59642949296544
40,3.52761278876522
42,3.44967925132695
44,3.36149845691259
46,3.26192667579841
48,3.14981727295394
50,3.02402860477041
52,2.88342917155409
54,2.72689985858809
56,2.55333314558595
58,2.36162918562101
60,2.15068865211474
62,1.91940222874264
64,1.66663657416612
66,1.3912165318586
68,1.09190327329678
70,0.767367955982544
72,0.416160338503761
74,0.036671612083657
76,-0.372909532506288
78,-0.814648898826177
80,-1.29092854124976
82,-1.80452049065578
84,-2.35867524345772
86,-2.95722839622026
88,-3.60472915355778
90,-4.30659391101323
92,-5.06928516908237
94,-5.90050690968868
96,-6.80938309698039
98,-7.80652352745104
100,-8.90372420847971
102,-10.1126551662961
104,-11.4409070703865
106,-12.8814429620672
108,-14.3869816627982
110,-15.818458133712
112,-16.8897155636549
114,-17.2523898152422
116,-16.8168939362262
118,-15.8628987502472
120,-14.7319109748207
122,-13.6250291062745
124,-12.6230528728726
126,-11.7474665192114
128,-10.996449946443
130,-10.3606393245791
132,-9.82926542734969
134,-9.39232974099344
136,-9.04123612974835
138,-8.76884945441122
140,-8.56936381028417
142,-8.43812828156334
144,-8.37148477221828
146,-8.36663574984838
148,-8.42154592564838
150,-8.53487745887466
152,-8.70595774467155
154,-8.93478004508292
156,-9.22203938944628
158,-9.56920920726
160,-9.97866839178895
162,-10.4538946841133
164,-10.9997498205708
166,-11.6228973707948
168,-12.332420431576
170,-13.1407527366689
172,-14.0651224317083
174,-15.1298735217119
176,-16.3703667204788
178,-17.8398785141313
180,-19.6224851634532
