"Freq [GHz]","dB(St(Driver_T1,Driver_T1)) []"
1,-1.1267390503741
1.005,-1.04328688873769
1.01,-0.970002666957216
1.015,-0.906279299380063
1.02,-0.851388156396729
1.025,-0.804526474585343
1.03,-0.764860990769127
1.035,-0.731565471287789
1.04,-0.703850824819971
1.045,-0.680987388152297
1.05,-0.662319679619468
1.055,-0.647274400492048
1.06,-0.635362746108993
1.065,-0.626178203666662
1.07,-0.6193910068826
1.075,-0.614740330957302
1.08,-0.61202517824152
1.085,-0.611094750591456
1.09,-0.611838945267295
1.095,-0.614179457901431
1.1,-0.618061834800624
1.105,-0.623448691283434
1.11,-0.630314204953346
1.115,-0.63863990384471
1.12,-0.648411699580251
1.125,-0.659618064680666
1.13,-0.672249219916958
1.135,-0.68629718039595
1.14,-0.701756505690276
1.145,-0.718625607185854
1.15,-0.736908482217863
1.155,-0.756616766892146
1.16,-0.777772025429443
1.165,-0.80040822154682
1.17,-0.824574345444622
1.175,-0.850337197582224
1.18,-0.877784357308795
1.185,-0.907027390744167
1.19,-0.938205378657823
1.195,-0.971488872368466
1.2,-1.00708441500237
1.205,-1.04523979802406
1.21,-1.08625025990605
1.215,-1.13046587580329
1.22,-1.17830043370717
1.225,-1.23024214098968
1.23,-1.28686654803692
1.235,-1.34885209624863
1.24,-1.41699866220109
1.245,-1.49224931196623
1.25,-1.57571507296473
1.255,-1.66870163820807
1.26,-1.77273510189672
1.265,-1.88958029369314
1.27,-2.02123863413366
1.275,-2.16990031953886
1.28,-2.33780441390416
1.285,-2.52692542753425
1.29,-2.73835346117252
1.295,-2.97117710866173
1.3,-3.22066703263782
1.305,-3.47574853630892
1.31,-3.71644652935643
1.315,-3.91342085417658
1.32,-4.03307814943316
1.325,-4.05002018286556
1.33,-3.96133942001042
1.335,-3.79102531619656
1.34,-3.57931409030352
1.345,-3.36588814846319
1.35,-3.17886653039236
1.355,-3.03281223659316
1.36,-2.9319967499295
1.365,-2.87468955670074
1.37,-2.85645119865921
1.375,-2.87210486446485
1.38,-2.91671433481394
1.385,-2.98596716685786
1.39,-3.07625151653108
1.395,-3.18459701561415
1.4,-3.30856871587632
1.405,-3.44615588767208
1.41,-3.59567273862319
1.415,-3.75567619910206
1.42,-3.9249006884589
1.425,-4.10220781344345
1.43,-4.28654848161294
1.435,-4.47693506130509
1.44,-4.67242157526361
1.445,-4.87209029724059
1.45,-5.07504345963647
1.455,-5.28039905495954
1.46,-5.48728992494834
1.465,-5.69486548657875
1.47,-5.90229555375449
1.475,-6.10877578691803
1.48,-6.3135343489553
1.485,-6.51583937266063
1.49,-6.71500686008644
1.495,-6.91040864417613
1.5,-7.10148005435343
1.505,-7.28772694550805
1.51,-7.46873177811242
1.515,-7.6441584784473
1.52,-7.81375586263888
1.525,-7.9773594749561
1.53,-8.13489176629105
1.535,-8.28636061821055
1.54,-8.43185629587133
1.545,-8.57154698380301
1.55,-8.70567311710094
1.555,-8.83454076323782
1.56,-8.95851433445703
1.565,-9.0780089173183
1.57,-9.1934824958487
1.575,-9.30542832065274
1.58,-9.41436764184238
1.585,-9.5208429826918
1.59,-9.62541208732198
1.595,-9.7286426328126
1.6,-9.83110775657378
1.605,-9.93338241543431
1.61,-10.0360405647926
1.615,-10.1396531247205
1.62,-10.2447866849551
1.625,-10.3520028917307
1.63,-10.4618584556183
1.635,-10.5749057200942
1.64,-10.6916937345779
1.645,-10.8127697823813
1.65,-10.9386813227199
1.655,-11.0699783161336
1.66,-11.2072159139952
1.665,-11.3509575050314
1.67,-11.5017781249162
1.675,-11.6602682491047
1.68,-11.8270380044364
1.685,-12.0027218520489
1.69,-12.1879838134195
1.695,-12.3835233336801
1.7,-12.5900819028177
1.705,-12.8084505873457
1.71,-13.0394786643804
1.715,-13.2840835991893
1.72,-13.5432626694446
1.725,-13.8181066189791
1.73,-14.1098158266829
1.735,-14.4197196103873
1.74,-14.7492994622013
1.745,-15.1002172461526
1.75,-15.4743497023795
1.755,-15.8738310241404
1.76,-16.3011058455222
1.765,-16.758995755197
1.77,-17.2507835099865
1.775,-17.7803205561556
1.78,-18.352165380056
1.785,-18.9717626698975
1.79,-19.6456761597128
1.795,-20.3818906105542
1.8,-21.1901980702927
1.805,-22.0826723192658
1.81,-23.0741892985793
1.815,-24.1827986625945
1.82,-25.4292742006208
1.825,-26.8336953331388
1.83,-28.4024228041536
1.835,-30.0865115205361
1.84,-31.6736215960181
1.845,-32.6482978502139
1.85,-32.4562581155228
1.855,-31.2447689130856
1.86,-29.6354805490303
1.865,-28.0325978154773
1.87,-26.5739215353061
1.875,-25.281336425956
1.88,-24.1412366529588
1.885,-23.1327267922584
1.89,-22.2360145242219
1.895,-21.4343731544098
1.9,-20.714172061494
1.905,-20.0644138175879
1.91,-19.4762205807308
1.915,-18.9423907442189
1.92,-18.4570451852958
1.925,-18.0153531146821
1.93,-17.6133216533531
1.935,-17.247634475963
1.94,-16.9155277123427
1.945,-16.6146940798527
1.95,-16.3432084929082
1.955,-16.0994701371356
1.96,-15.8821572935761
1.965,-15.69019215645
1.97,-15.5227135945219
1.975,-15.3790563291878
1.98,-15.2587353922896
1.985,-15.161435019495
1.99,-15.0870013563217
1.995,-15.0354385208516
2,-15.0069076906439
2.005,-15.0017289662669
2.01,-15.0203858089743
2.015,-15.0635318463559
2.02,-15.1319997670217
2.025,-15.226811845442
2.03,-15.3491912834007
2.035,-15.5005729074247
2.04,-15.6826106178731
2.045,-15.8971769904834
2.05,-16.1463469675361
2.055,-16.4323515676033
2.06,-16.7574771259711
2.065,-17.1238675772417
2.07,-17.5331565189066
2.075,-17.9858045597437
2.08,-18.4799371230831
2.085,-19.0093688153883
2.09,-19.5604086298843
2.095,-20.1071592078744
2.1,-20.6058877496398
2.105,-20.9915608150619
2.11,-21.1836948852871
2.115,-21.1090057025981
2.12,-20.7349620107767
2.125,-20.0883120451662
2.13,-19.2398852574522
2.135,-18.2711916199087
2.14,-17.2498859467904
2.145,-16.2223433011145
2.15,-15.2165212935733
2.155,-14.2475665853784
2.16,-13.3226707469015
2.165,-12.4444190069066
2.17,-11.6128742859785
2.175,-10.8268053845597
2.18,-10.0843858475695
2.185,-9.3835791939588
2.19,-8.72234238064816
2.195,-8.09872538409665
2.2,-7.5109122282003
2.205,-6.9572297177185
2.21,-6.43613909489222
2.215,-5.94621945873438
2.22,-5.48614808920566
2.225,-5.0546806566922
2.23,-4.65063301421708
2.235,-4.2728654906942
2.24,-3.92027011514493
2.245,-3.59176088420839
2.25,-3.28626697209344
2.255,-3.00272863741532
2.26,-2.74009548605695
2.265,-2.49732669292215
2.27,-2.27339276189283
2.275,-2.06727840757262
2.28,-1.87798616991484
2.285,-1.70454041903979
2.29,-1.54599146831957
2.295,-1.40141958626107
2.3,-1.26993878155333
2.305,-1.15070033529441
2.31,-1.04289618292418
2.315,-0.945762434875936
2.32,-0.858583629483308
2.325,-0.7806988544053
2.33,-0.71151188613442
2.335,-0.650509389861153
2.34,-0.597294493202041
2.345,-0.55164706445711
2.35,-0.513617986710163
2.355,-0.483606362905202
2.36,-0.462109476247327
2.365,-0.448371319499642
2.37,-0.438408492699824
2.375,-0.42730072402165
2.38,-0.414666770076291
2.385,-0.403301931510778
2.39,-0.395207344026549
2.395,-0.39097290977314
2.4,-0.39049847188834
2.405,-0.393476014193453
2.41,-0.399573215382132
2.415,-0.408485189126421
2.42,-0.419942046523362
2.425,-0.433704270160363
2.43,-0.449555974437425
2.435,-0.467298790197548
2.44,-0.486746865809673
2.445,-0.507722873199838
2.45,-0.530054802199637
2.455,-0.553573356226955
2.46,-0.578109816518394
2.465,-0.603494291057214
2.47,-0.629554302484042
2.475,-0.656113697650649
2.48,-0.682991882149702
2.485,-0.710003397777752
2.49,-0.736957870447445
2.495,-0.763660360956833
2.5,-0.789912151234209
2.505,-0.815511993964273
2.51,-0.840257843549454
2.515,-0.863949070990833
2.52,-0.886389144592839
2.525,-0.90738873297816
2.53,-0.92676915791418
2.535,-0.94436609374938
2.54,-0.960033380328954
2.545,-0.973646790123615
2.55,-0.985107571243939
2.555,-0.994345579147177
2.56,-1.00132181373645
2.565,-1.00603019666243
2.57,-1.00849845599754
2.575,-1.0087880304145
2.58,-1.00699295928498
2.585,-1.00323778412427
2.59,-0.997674545166668
2.595,-0.990479009129595
2.6,-0.981846305640163
2.605,-0.971986176903387
2.61,-0.961118056232953
2.615,-0.94946618614665
2.62,-0.937254967629253
2.625,-0.92470470195272
2.63,-0.912027848946731
2.635,-0.899425884849825
2.64,-0.887086802559691
2.645,-0.875183260283416
2.65,-0.863871353422505
2.655,-0.853289960256408
2.66,-0.843560594966691
2.665,-0.834787691473493
2.67,-0.827059237599083
2.675,-0.820447680136072
2.68,-0.815011026242271
2.685,-0.810794074028749
2.69,-0.807829714168186
2.695,-0.806140253940177
2.7,-0.805738724653664
2.705,-0.80663014234589
2.71,-0.808812699733344
2.715,-0.812278874400932
2.72,-0.817016444109944
2.725,-0.823009404888793
2.73,-0.830238791338563
2.735,-0.838683401430086
2.74,-0.848320430129986
2.745,-0.85912601759224
2.75,-0.871075718513747
2.755,-0.884144899691376
2.76,-0.898309072933067
2.765,-0.913544170347863
2.77,-0.929826768745003
2.775,-0.947134269460425
2.78,-0.965445039450985
2.785,-0.984738518981634
2.79,-1.00499530070783
2.795,-1.02619718444116
2.8,-1.048327211395
2.805,-1.07136968124462
2.81,-1.0953101549118
2.815,-1.1201354455953
2.82,-1.14583360021897
2.825,-1.17239387315809
2.83,-1.19980669382691
2.835,-1.22806362946855
2.84,-1.25715734427521
2.845,-1.28708155578279
2.85,-1.31783098932454
2.855,-1.34940133119159
2.86,-1.38178918103115
2.865,-1.41499200391386
2.87,-1.44900808241733
2.875,-1.48383646900225
2.88,-1.51947693889803
2.885,-1.55592994366561
2.89,-1.59319656556425
2.895,-1.63127847281571
2.9,-1.67017787583214
2.905,-1.70989748445193
2.91,-1.75044046621061
2.915,-1.7918104056603
2.92,-1.83401126474093
2.925,-1.87704734419845
2.93,-1.92092324604029
2.935,-1.96564383701429
2.94,-2.01121421309526
2.945,-2.0576396649625
2.95,-2.10492564445145
2.955,-2.15307773196367
2.96,-2.20210160482034
2.965,-2.25200300654676
2.97,-2.30278771707679
2.975,-2.35446152386907
2.98,-2.40703019392887
2.985,-2.46049944673179
2.99,-2.51487492804813
2.995,-2.57016218466878
3,-2.62636664003564
