"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.99902159062082
2,3.97939136935016
4,3.95672544134352
6,3.93092834865114
8,3.90192101119469
10,3.86964324925894
12,3.83405632949828
14,3.79514547823269
16,3.75292228234596
18,3.70742687404924
20,3.65872977222371
22,3.60693323139683
24,3.55217193135518
26,3.49461282800592
28,3.43445398172076
30,3.37192218557274
32,3.30726923515145
34,3.24076671627366
36,3.17269923847248
38,3.10335611108343
40,3.03302154384586
42,2.96196355191972
44,2.89042185045868
46,2.81859512844892
48,2.74662818562451
50,2.6745994891567
52,2.60250974811984
54,2.53027210508048
56,2.45770450073999
58,2.38452467941856
60,2.3103481757314
62,2.23468946657898
64,2.15696630186004
66,2.07650705824169
68,1.99256080847653
70,1.9043096769849
72,1.81088296916582
74,1.71137252041458
76,1.60484870929436
78,1.49037661177906
80,1.36703183127287
82,1.23391561239685
84,1.09016892578759
86,0.934985288245683
88,0.767622151420851
90,0.587410749046686
92,0.393764335974742
94,0.186184782260946
96,-0.0357324957968747
98,-0.272295275498693
100,-0.523712940677139
102,-0.790096564892715
104,-1.07146065335365
106,-1.3677265156488
108,-1.67872721378541
110,-2.00421398848022
112,-2.34386400964444
114,-2.69728922462684
116,-3.06404599211197
118,-3.44364509491417
120,-3.83556162778704
122,-4.23924416520005
124,-4.65412253838979
126,-5.07961350048756
128,-5.5151235414395
130,-5.96004813633155
132,-6.4137667733405
134,-6.87563320826163
136,-7.34496052486049
138,-7.82100073495419
140,-8.30291881945631
142,-8.78976128419332
144,-9.28041947995598
146,-9.77358812101846
148,-10.2677196471612
150,-10.7609753413285
152,-11.2511744842312
154,-11.7357433613308
156,-12.2116667159603
158,-12.6754453537008
160,-13.1230651254855
162,-13.5499844714233
164,-13.951149973595
166,-14.3210515531765
168,-14.6538302450651
170,-14.9434505786329
172,-15.1839448169313
174,-15.369726214007
176,-15.4959529121548
178,-15.5589055740122
180,-15.5563259095884
