"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.35612079279633
2,3.39166712368117
4,3.42757644076005
6,3.46401925839448
8,3.50103928415488
10,3.53854128763656
12,3.57628377257908
14,3.61387689044993
16,3.65078563601506
18,3.68633796537998
20,3.71973712291607
22,3.75007719534727
24,3.77636075398937
26,3.7975174065838
28,3.81242214810485
30,3.81991255212014
32,3.81880405041193
34,3.80790277714021
36,3.78601567700583
38,3.75195777339075
40,3.70455664868217
42,3.64265429848764
44,3.56510658362519
46,3.47078052219135
48,3.35854964478423
50,3.22728758642073
52,3.07586001643298
54,2.90311491985659
56,2.70787114694305
58,2.48890504684628
60,2.24493490165402
62,1.97460278144479
64,1.67645335369811
66,1.348909106641
68,0.990241396420465
70,0.598536723937691
72,0.171657733170031
74,-0.29280131172515
76,-0.79756419097558
78,-1.34572582781407
80,-1.9408043924831
82,-2.5867825088431
84,-3.28811672132784
86,-4.04967252915484
88,-4.87649858190745
90,-5.77326630688139
92,-6.74302900579385
94,-7.78462863645522
96,-8.88753075565802
98,-10.0222522585428
100,-11.1251506928793
102,-12.0826754155286
104,-12.7382540702339
106,-12.9563110582792
108,-12.7180304026068
110,-12.1375737292608
112,-11.3759544707567
114,-10.5615889811339
116,-9.77111450421471
118,-9.04241568171089
120,-8.39098170327107
122,-7.82094720028065
124,-7.33122909481323
126,-6.91866120673413
128,-6.57952175004556
130,-6.31024735731766
132,-6.10774769373062
134,-5.96953008683202
136,-5.89373928823485
138,-5.87916543528535
140,-5.92524764956496
142,-6.03208844165959
144,-6.20048877367334
146,-6.43201220667879
148,-6.72908771526653
150,-7.09516417099839
152,-7.53493559601934
154,-8.05466624004754
156,-8.66266054960569
158,-9.36994896453948
160,-10.1913021975288
162,-11.1467519673986
164,-12.2638862379075
166,-13.5812463068219
168,-15.1528000206977
170,-17.05051586058
172,-19.3440275215128
174,-21.9363215445705
176,-23.8475447225403
178,-23.1716030198103
180,-20.7273364840773
