"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.68468236141021
2,3.89480403369728
4,4.09146354374512
6,4.2740246003895
8,4.44185285476929
10,4.59431983281255
12,4.73080641711506
14,4.85070575300256
16,4.95342549061281
18,5.03838931588966
20,5.1050377664593
22,5.15282837125763
24,5.1812351934483
26,5.18974789303119
28,5.1778704577147
30,5.14511977812554
32,5.09102426727717
34,5.01512274651936
36,4.91696384417285
38,4.79610618309636
40,4.65211967512141
42,4.48458830051671
44,4.29311483780925
46,4.07732813360458
48,3.83689367590766
50,3.57152847275134
52,3.28102155807877
54,2.96526186769102
56,2.62427576695036
58,2.25827717711836
60,1.8677340225772
62,1.45345553643218
64,1.01670563904541
66,0.559347767096756
68,0.0840254692170636
70,-0.405620424464888
72,-0.904705093820554
74,-1.40684516409041
76,-1.90394170976879
78,-2.38607897609809
80,-2.8416518476517
82,-3.25785312000966
84,-3.62162027040227
86,-3.92102801923175
88,-4.14692000477337
90,-4.29437632248696
92,-4.36355013603544
94,-4.3595734463823
96,-4.29157240919787
98,-4.17114838354569
100,-4.01079504422092
102,-3.82261690088225
104,-3.61750821938352
106,-3.40477253409942
108,-3.1920696280698
110,-2.98555986071054
112,-2.79014009776707
114,-2.60970125329434
116,-2.44736866311596
118,-2.30570829501163
120,-2.18689486562214
122,-2.09284472577161
124,-2.02531926764851
126,-1.98600533753903
128,-1.97657881071457
130,-1.99875673661813
132,-2.05434262820197
134,-2.14526870645224
136,-2.27363827432863
138,-2.44177087412444
140,-2.65225241552207
142,-2.9079919140286
144,-3.21228558881346
146,-3.5688873176381
148,-3.98208078971967
150,-4.45674098430895
152,-4.99835633529121
154,-5.61294859728383
156,-6.30675474232374
158,-7.08538152659691
160,-7.9518231589933
162,-8.90209966967961
164,-9.91621165349563
166,-10.9412405314668
168,-11.866935405555
170,-12.5138316439041
172,-12.6883423807198
174,-12.3181409646254
176,-11.5188083349598
178,-10.4909578076637
180,-9.39765725405792
