"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.48387715889945
2,3.45945651920923
4,3.43431089652309
6,3.40837887348642
8,3.38160951489329
10,3.35396459052246
12,3.32542061581647
14,3.29597065616986
16,3.2656258221582
18,3.23441636458033
20,3.2023922612716
22,3.16962317419672
24,3.1361976475773
26,3.10222141817646
28,3.06781471978128
30,3.03310848754516
32,2.99823940568457
34,2.96334379451764
36,2.92855039894984
38,2.89397221739369
40,2.85969759289164
42,2.82578087013355
44,2.79223299491248
46,2.75901248751571
48,2.72601725029809
50,2.69307766576947
52,2.65995140157533
54,2.62632026339703
56,2.59178933102025
58,2.55588848554252
60,2.51807629867451
62,2.47774612129411
64,2.43423409013431
66,2.38682867865514
68,2.33478135711125
70,2.27731789979979
72,2.21364988274091
74,2.14298594772244
76,2.06454246182664
78,1.97755326755482
80,1.88127829009395
82,1.77501083886646
84,1.65808350559285
86,1.52987261770786
88,1.38980125271238
90,1.2373408558057
92,1.07201153072773
94,0.893381093498381
96,0.701062992249622
98,0.494713205170881
100,0.274026234112347
102,0.0387303147207221
104,-0.211418034096691
106,-0.476639997601203
108,-0.757140865541698
110,-1.05311672194861
112,-1.36476130262836
114,-1.69227290163192
116,-2.03586121284526
118,-2.39575399998307
120,-2.77220349807166
122,-3.16549246236475
124,-3.57593979690312
126,-4.00390571498346
128,-4.44979640809834
130,-4.914068229092
132,-5.39723143029599
134,-5.89985353968208
136,-6.42256250963861
138,-6.96604983663321
140,-7.53107392930383
142,-8.11846410136692
144,-8.72912568743352
146,-9.36404692443976
148,-10.0243084001683
150,-10.7110960141772
152,-11.4257184529261
154,-12.1696299887453
156,-12.9444586319726
158,-13.7520376025187
160,-14.5944333397121
162,-15.4739530214118
164,-16.3930931547207
166,-17.3543468617963
168,-18.3596984313642
170,-19.4094564805839
172,-20.4997391738019
174,-21.6173505593121
176,-22.7301221155533
178,-23.7713563526286
180,-24.6235260065951
