"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,4.33504439026118
2,4.30593992070592
4,4.27463363286126
6,4.24111554298446
8,4.20538696357604
10,4.16746278215026
12,4.12737353263266
14,4.08516718560124
16,4.04091057165818
18,3.99469034116087
20,3.9466133544288
22,3.89680639068268
24,3.84541506286221
26,3.79260183073495
28,3.73854301798056
30,3.68342476167632
32,3.62743785588629
34,3.57077149526726
36,3.5136059791925
38,3.45610450008652
40,3.39840420829404
42,3.34060681529401
44,3.2827690616113
46,3.2248934287927
48,3.16691950964305
50,3.10871646170571
52,3.05007695162575
54,2.99071295105641
56,2.9302536698129
58,2.86824581394579
60,2.80415624302467
62,2.73737698182745
64,2.66723242709863
66,2.59298848961872
68,2.51386333309411
70,2.42903931907565
72,2.33767574278137
74,2.23892194681509
76,2.13193042433735
78,2.0158695646271
80,1.88993574583907
82,1.75336453593057
84,1.60544081782765
86,1.44550770476759
88,1.27297415362245
90,1.08732121646933
92,0.888106893520727
94,0.674969564533837
96,0.447629982491178
98,0.205891814716959
100,-0.0503592849579976
102,-0.321158091269283
104,-0.606463727704189
106,-0.906165104336892
108,-1.22008787316984
110,-1.54800287878403
112,-1.88963604929056
114,-2.24467962856026
116,-2.61280459627968
118,-2.9936740598128
120,-3.38695733499982
122,-3.79234436720939
124,-4.20956008548343
126,-4.63837823794534
128,-5.0786342312275
130,-5.53023649347944
132,-5.99317589845843
134,-6.46753282062978
136,-6.95348142458045
138,-7.45129080481712
140,-7.96132255341735
142,-8.48402420134708
144,-9.01991769890126
146,-9.56958159663887
148,-10.133624757044
150,-10.7126481240094
152,-11.3071890981084
154,-11.9176401297039
156,-12.544128886744
158,-13.1863413795394
160,-13.8432614746564
162,-14.5127907096177
164,-15.1912035524647
166,-15.8723921555454
168,-16.5468775874357
170,-17.200643536762
172,-17.8140316656314
174,-18.3612598699507
176,-18.8115057360258
178,-19.132575341426
180,-19.2973214031422
