"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.5190699290442
2,3.49759130370945
4,3.47519469956735
6,3.45181691722982
8,3.42740889282733
10,3.40193814252847
12,3.37539088556615
14,3.34777375922018
16,3.31911502744589
18,3.28946517549179
20,3.25889677759623
22,3.22750352556832
24,3.19539831465092
26,3.16271030127001
28,3.12958087637486
30,3.09615853858515
32,3.06259270272223
34,3.0290265396114
36,2.99558900892395
38,2.96238631347828
40,2.92949306490502
42,2.89694350039164
44,2.86472312205998
46,2.83276113922507
48,2.80092407619251
50,2.76901086395707
52,2.73674966579793
54,2.70379659984785
56,2.6697364239951
58,2.63408514888159
60,2.59629445211736
62,2.55575768865509
64,2.51181723381455
66,2.46377285920571
68,2.41089082748993
70,2.35241339692434
72,2.28756844673878
74,2.21557896464385
76,2.13567217327827
78,2.04708810898653
80,1.94908750086806
82,1.84095882865995
84,1.7220244639446
86,1.59164582056395
88,1.44922745775379
90,1.29422009450488
92,1.12612250721472
94,0.944482295911249
96,0.748895518075278
98,0.539005203934711
100,0.314498783317258
102,0.075104471705311
104,-0.179413318243014
106,-0.449259454248166
108,-0.734614346467735
110,-1.0356408712329
112,-1.35249181709308
114,-1.68531769986006
116,-2.03427478289433
118,-2.39953313276083
120,-2.78128453934733
122,-3.17975013420401
124,-3.59518755166887
126,-4.02789749452976
128,-4.47822958955461
130,-4.94658744799983
132,-5.43343288179472
134,-5.93928926697527
136,-6.46474409148171
138,-7.01045077390197
140,-7.57712989205105
142,-8.16557001332648
144,-8.77662836785045
146,-9.41123163972294
148,-10.0703771474755
150,-10.7551345916267
152,-11.4666482619469
154,-12.2061389141141
156,-12.9749030430885
158,-13.7743042236389
160,-14.6057450754285
162,-15.4705964310017
164,-16.3700371660324
166,-17.3047141969741
168,-18.2740503687328
170,-19.274881951195
172,-20.2988699841452
174,-21.3278310587731
176,-22.3260879609485
178,-23.2303437916774
180,-23.9430462531355
