"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.4066890686313
2,3.38857766048309
4,3.36860099051828
6,3.34665635834392
8,3.32265561073584
10,3.29652749549934
12,3.26821986795795
14,3.23770169984041
16,3.20496482302738
18,3.17002532356567
20,3.13292448582202
22,3.09372917412897
24,3.05253153147922
26,3.00944787359558
28,2.96461666389961
30,2.91819547221442
32,2.87035684874917
34,2.82128308561657
36,2.77115989043404
38,2.72016905879301
40,2.66848030144741
42,2.6162424533978
44,2.5635743597819
46,2.51055579094591
48,2.45721877945736
50,2.40353978908207
52,2.34943311555096
54,2.294745879509
56,2.23925490470246
58,2.18266568377272
60,2.12461352735162
62,2.06466687877589
64,2.00233266662875
66,1.93706346978732
68,1.86826619215467
70,1.79531189152135
72,1.71754638069548
74,1.63430121789136
76,1.54490472373766
78,1.44869269897804
80,1.34501856418837
82,1.23326269502767
84,1.11284077893309
86,0.983211068263075
88,0.843880448583449
90,0.694409278304199
92,0.534414987551846
94,0.363574451160255
96,0.181625174619158
98,-0.0116346454714554
100,-0.216347101766509
102,-0.432596487837367
104,-0.660412004261127
106,-0.899771092289459
108,-1.15060319617611
110,-1.41279372228221
112,-1.68618793102695
114,-1.97059446887334
116,-2.2657882244095
118,-2.57151217790673
120,-2.88747791015599
122,-3.21336444634354
124,-3.54881513636212
126,-3.89343231608224
128,-4.24676955630124
130,-4.60832138883233
132,-4.97751050407672
134,-5.35367254325188
136,-5.73603876319177
138,-6.12371703394081
140,-6.5156718395014
142,-6.91070418709798
144,-7.30743258126015
146,-7.70427646760413
148,-8.09944376627553
150,-8.49092425043418
152,-8.87649052081789
154,-9.25370811641729
156,-9.61995582549835
158,-9.97245649596454
160,-10.3083176286327
162,-10.6245799014202
164,-10.9182707452032
166,-11.1864594715381
168,-11.426310531396
170,-11.6351324359073
172,-11.8104216288208
174,-11.949902787824
176,-12.0515689856615
178,-12.1137260712582
180,-12.1350448790907
