"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.38405508706841
2,3.35428463856488
4,3.3231686107011
6,3.29120632561749
8,3.25888562670112
10,3.22666323478517
12,3.19494391081639
14,3.16405945409701
16,3.13424869386322
18,3.10563967306411
20,3.07823515750499
22,3.05190242452999
24,3.02636800294474
26,3.00121767641651
28,2.97590166604051
30,2.94974452090305
32,2.92195891367561
34,2.89166229750793
36,2.85789525158476
38,2.81964032909631
40,2.77584031045829
42,2.72541493201722
44,2.66727537568091
46,2.60033603691814
48,2.52352331036896
50,2.43578132364519
52,2.33607469828952
54,2.22338851714123
56,2.09672573035226
58,1.95510224301696
60,1.79753990317878
62,1.62305755791185
64,1.43066027468663
66,1.21932674120132
68,0.987994763039852
70,0.735544676236911
72,0.460780379999211
74,0.162407570111925
76,-0.160991389306475
78,-0.510986685721698
80,-0.889335299576012
82,-1.29802143516319
84,-1.73930458767129
86,-2.21577700264368
88,-2.73043258700615
90,-3.28674952536421
92,-3.8887886956929
94,-4.54130889666534
96,-5.24989660215454
98,-6.02109950830714
100,-6.86253279958231
102,-7.7828792032511
104,-8.7915918570409
106,-9.89784669539734
108,-11.1076825602037
110,-12.4169197177951
112,-13.7949219911821
114,-15.1522170981953
116,-16.2970387238141
118,-16.9460451971909
120,-16.9015562221984
122,-16.255043843751
124,-15.2870052697746
126,-14.2368355388478
128,-13.2323762817933
130,-12.3244243186338
132,-11.5262167843932
134,-10.8355208453222
136,-10.2446951058769
138,-9.74487515179873
140,-9.32758333092335
142,-8.98525913368111
144,-8.71135481808292
146,-8.50026935688108
148,-8.34723485618212
150,-8.24820175693737
152,-8.19974024157061
154,-8.19896315010624
156,-8.24347085129934
158,-8.33131678451485
160,-8.46099198086324
162,-8.63142700357703
164,-8.84201009397558
166,-9.09262075732642
168,-9.38367855363697
170,-9.71620748497179
172,-10.0919170889802
174,-10.5133020701426
176,-10.9837627288205
178,-11.5077478016408
180,-12.0909176960526
