"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.90716317223395
2,3.8874405672982
4,3.86578817350526
6,3.84216043608938
8,3.81652900360066
10,3.78888447447894
12,3.75923788291858
14,3.72762185726987
16,3.69409136906985
18,3.65872397754121
20,3.62161946450365
22,3.58289874979814
24,3.54270197936752
26,3.50118568889698
28,3.45851896700009
30,3.41487857443754
32,3.37044302004755
34,3.32538564907603
36,3.27986686315142
38,3.23402565946791
40,3.18797074460552
42,3.14177153952689
44,3.09544943988032
46,3.04896972341158
48,3.00223449897975
50,2.95507706655796
52,2.90725800475435
54,2.85846322504943
56,2.80830413625421
58,2.75631995694369
60,2.70198210711741
62,2.64470051210792
64,2.58383156932474
66,2.51868746692892
68,2.44854650530909
70,2.37266405685688
72,2.2902838043447
74,2.20064891901809
76,2.10301287149523
78,1.99664960698779
80,1.88086285716774
82,1.75499440116229
84,1.6184311257357
86,1.47061076882039
88,1.31102626113691
90,1.13922860823402
92,0.954828280772349
94,0.75749510528886
96,0.546956671997091
98,0.322995301230559
100,0.0854436365072143
102,-0.165821039828587
104,-0.430883642897043
106,-0.70979911734687
108,-1.00260107802062
110,-1.30931104185624
112,-1.62994800576226
114,-1.96453810130328
116,-2.31312403889951
118,-2.67577404351274
120,-3.05258998169165
122,-3.44371438691417
124,-3.84933610592266
126,-4.26969431144801
128,-4.70508065309708
130,-5.1558393432899
132,-5.62236499221769
134,-6.10509800611152
136,-6.60451733563495
138,-7.12113029199585
140,-7.65545901931599
142,-8.20802299853277
144,-8.77931662648031
146,-9.36978041448734
148,-9.97976361150061
150,-10.6094749714277
152,-11.2589168008158
154,-11.9277951315706
156,-12.615395599608
158,-13.320410100232
160,-14.04069341072
162,-14.7729221699353
164,-15.5121228852653
166,-16.2510365433719
168,-16.9793074457459
170,-17.6825466881182
172,-18.3414606148254
174,-18.9314760400315
176,-19.4235836346702
178,-19.7872139281584
180,-19.9954094504425
