"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.26053328721124
2,3.2325693268881
4,3.20336259991336
6,3.17345311707965
8,3.14337915959345
10,3.11365472842603
12,3.08474525965549
14,3.05704278846691
16,3.03084193235251
18,3.00631814577504
20,2.98350964371764
22,2.96230418728375
24,2.94243158140156
26,2.92346228781968
28,2.90481206079489
30,2.88575203284203
32,2.86542327549308
34,2.84285458225648
36,2.81698209200021
38,2.78666938953758
40,2.75072686288385
42,2.70792932533838
44,2.65703118140737
46,2.59677868744582
48,2.52591909823216
50,2.44320667857294
52,2.34740568532959
54,2.23729049075416
56,2.11164303047171
58,1.96924773034319
60,1.80888400810031
62,1.6293163689494
64,1.42928202725263
66,1.2074758931492
68,0.962532663872866
70,0.693005651089556
72,0.397341851039062
74,0.073852614142019
76,-0.279320916271042
78,-0.664248662041882
80,-1.08326012451888
82,-1.53900226698974
84,-2.03450886774483
86,-2.57328380350823
88,-3.15940085770945
90,-3.79762210529795
92,-4.49353464525302
94,-5.25369898254921
96,-6.08578600789616
98,-6.99863989538024
100,-8.00210943245267
102,-9.10626379277886
104,-10.3190699373078
106,-11.6403654579761
108,-13.0474089197884
110,-14.4640819141416
112,-15.7126674692381
114,-16.5016095209868
116,-16.5829350302123
118,-16.0026130134779
120,-15.0483128919069
122,-13.988170579815
124,-12.9689957175976
126,-12.0492926114333
128,-11.2444397310244
130,-10.5523046639243
132,-9.96477920766054
134,-9.47248951754775
136,-9.06656600547525
138,-8.73920518977743
140,-8.48375503424952
142,-8.29462724917714
144,-8.16716056274162
146,-8.09748391024575
148,-8.08239723919581
150,-8.11927491824009
152,-8.20599192619623
154,-8.34087154260013
156,-8.52265320368109
158,-8.75047967753724
160,-9.02390338167127
162,-9.34291235440375
164,-9.70797701861224
166,-10.1201193690815
168,-10.5810064378464
170,-11.0930695246269
172,-11.6596489506021
174,-12.2851591685684
176,-12.9752565957942
178,-13.7369621954002
180,-14.5786178182357
