"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.14556431884381
2,3.11918665531365
4,3.09195470056879
6,3.06439157226483
8,3.03700130065648
10,3.01024634922303
12,2.98452448750536
14,2.96014625687289
16,2.93731433528393
18,2.91610606060279
20,2.89646020411929
22,2.87816880424203
24,2.86087450089599
26,2.84407339525764
28,2.82712304697049
30,2.80925486131617
32,2.78958985196197
34,2.76715661476635
36,2.74091031964337
38,2.70975160791
40,2.67254444596456
42,2.62813219979361
44,2.57535142534925
46,2.51304308845172
48,2.44006111331759
50,2.35527829855252
52,2.25758972908953
54,2.14591385429429
56,2.01919140302471
58,1.87638227502136
60,1.71646049449172
62,1.53840724529029
64,1.34120193517465
66,1.12381116450991
68,0.885175405372605
70,0.624193130854818
72,0.339702070152469
74,0.0304572001300437
76,-0.304894984390346
78,-0.667846452883778
80,-1.06006248115377
82,-1.4834220269446
84,-1.94006433942721
86,-2.43244242093269
88,-2.96338362573234
90,-3.53615680205776
92,-4.15454336257956
94,-4.82290528471721
96,-5.54623378071461
98,-6.33014300555402
100,-7.18073271531927
102,-8.10415925130089
104,-9.10557841787801
106,-10.186766806958
108,-11.3410555206707
110,-12.5432093422058
112,-13.7316225250142
114,-14.7859054303135
116,-15.5255413769228
118,-15.7807189397973
120,-15.5191577357315
122,-14.8761534891432
124,-14.0426534139977
126,-13.1642633931428
128,-12.3224187019971
130,-11.5540230119697
132,-10.8719486708399
134,-10.2776738617567
136,-9.7678280239096
138,-9.33732722330707
140,-8.98079998785384
142,-8.69319443280275
144,-8.47000382741483
146,-8.30732029549408
148,-8.20181644060684
150,-8.15070213242057
152,-8.15167862371074
154,-8.20290028275054
156,-8.30294871208081
158,-8.45082162413847
160,-8.64593798868638
162,-8.88816090233516
164,-9.17784000243113
166,-9.5158759014983
168,-9.90380999351572
170,-10.343944035806
172,-10.8394950080902
174,-11.3947914480294
176,-12.0155164490752
178,-12.70899618771
180,-13.4845116182432
