"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.33609531664081
2,3.3123874847474
4,3.2882319900051
6,3.26358697419403
8,3.23842400957708
10,3.212729715557
12,3.18650704498388
14,3.15977620242866
16,3.1325751418223
18,3.10495957662904
20,3.07700242379696
22,3.04879259489013
24,3.0204330459272
26,2.99203800338244
28,2.96372929920452
30,2.93563177381109
32,2.90786774336045
34,2.88055057572852
36,2.85377747681482
38,2.82762165191376
40,2.80212407131371
42,2.77728512918285
44,2.75305653355908
46,2.72933379624273
48,2.7059496988501
50,2.68266909134873
52,2.65918533090954
54,2.63511859397249
56,2.61001619842622
58,2.58335496393667
60,2.55454552670231
62,2.52293842068287
64,2.48783165006722
66,2.4484794145846
68,2.40410161429352
70,2.35389375436717
72,2.29703689062595
74,2.23270729815051
76,2.1600856017002
78,2.07836517079572
80,1.98675964751392
82,1.88450953567262
84,1.77088783202135
86,1.64520472079332
88,1.50681138155628
90,1.35510297708141
92,1.18952089428887
94,1.009554309246
96,0.814741139057499
98,0.604668431743126
100,0.378972232166989
102,0.137336949814056
104,-0.120505755607692
106,-0.394778560839114
108,-0.685660529585062
110,-0.993289614842769
112,-1.31776559228185
114,-1.65915339037408
116,-2.01748676532987
118,-2.39277224826249
120,-2.78499326990168
122,-3.19411434661488
124,-3.62008519299226
126,-4.06284461393218
128,-4.52232402682416
130,-4.99845047664152
132,-5.491149038982
134,-6.00034456478717
136,-6.52596281317555
138,-7.06793115417586
140,-7.62617921066194
142,-8.20064005819101
144,-8.79125292117646
146,-9.39796869817883
148,-10.0207601132321
150,-10.6596388019784
152,-11.3146821493755
154,-11.9860731006679
156,-12.6741562960005
158,-13.3795134441225
160,-14.1030593819313
162,-14.8461569782383
164,-15.6107425458824
166,-16.3994411070753
168,-17.2156274574017
170,-18.063343569537
172,-18.9468926306867
174,-19.869748601629
176,-20.8320624281181
178,-21.8253984630458
180,-22.8224584219695
