"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.70104066030968
2,3.68011876528717
4,3.65797634126878
6,3.63455376397273
8,3.60980601348295
10,3.58370489868934
12,3.55624094979368
14,3.52742491547633
16,3.4972887888151
18,3.46588627455653
20,3.43329260144733
22,3.39960357884756
24,3.36493379870426
26,3.3294138940849
28,3.29318678554676
30,3.25640287784779
32,3.21921421228718
34,3.18176763358781
36,3.14419709262362
38,3.10661527386248
40,3.06910480408494
42,3.03170936051607
44,2.99442504511343
46,2.95719242071506
48,2.91988960852991
50,2.88232682161271
52,2.8442426549521
54,2.80530237235021
56,2.76509832933059
58,2.72315255840869
60,2.67892142823489
62,2.63180218157723
64,2.58114106785299
66,2.52624272062026
68,2.46638039275211
70,2.40080665237772
72,2.32876415863299
74,2.24949617315399
76,2.1622565150847
78,2.06631872775233
80,1.96098428805441
82,1.84558974990371
84,1.71951276695644
86,1.58217698484424
88,1.43305582807827
90,1.27167523165488
92,1.09761538300872
94,0.910511547809987
96,0.710054055072032
98,0.495987515219293
100,0.268109341303676
102,0.0262676405146039
104,-0.22964145761236
106,-0.499676966693476
108,-0.783856624677294
110,-1.08216079807119
112,-1.39453659523758
114,-1.72090204658586
116,-2.06115017471317
118,-2.41515273686068
120,-2.78276337643915
122,-3.16381987105572
124,-3.55814511279012
126,-3.96554640378241
128,-4.38581259781085
130,-4.81870856772714
132,-5.26396643081633
134,-5.72127292145545
136,-6.19025226652101
138,-6.67044390053737
140,-7.16127436645925
142,-7.66202280425986
144,-8.17177956488479
146,-8.68939774890564
148,-9.21343792308026
150,-9.74210699782412
152,-10.2731933485459
154,-10.8040018170224
156,-11.3312942640224
158,-11.8512437627263
160,-12.3594129989724
162,-12.8507693251301
164,-13.3197491767391
166,-13.7603819452599
168,-14.1664768342818
170,-14.5318655682577
172,-14.8506806885485
174,-15.1176372772866
176,-15.328280270382
178,-15.4791640654606
180,-15.5679462413032
