"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.46787024119931
2,3.44538222994985
4,3.42214030800349
6,3.39809017897198
8,3.37318894240339
10,3.34740729201018
12,3.32073144255302
14,3.29316472540563
16,3.26472878119038
18,3.23546426708538
20,3.20543098784726
22,3.1747073548529
24,3.14338907822078
26,3.11158700498735
28,3.07942403283568
30,3.04703105502509
32,3.01454192830374
34,2.98208750113853
36,2.9497887929027
38,2.9177494728465
40,2.88604784670621
42,2.85472861371057
44,2.82379470204225
46,2.79319952111746
48,2.76283997977486
50,2.73255060755235
52,2.70209908072699
54,2.67118339719357
56,2.63943086849629
58,2.60639900937783
60,2.57157831236551
62,2.53439680484871
64,2.49422620589182
66,2.45038943530514
68,2.40216918187288
70,2.34881721248334
72,2.28956409847054
74,2.22362904729425
76,2.15022955314983
78,2.06859061508146
80,1.97795331157857
82,1.87758256283952
84,1.76677395299301
86,1.64485952252824
88,1.51121247477706
90,1.36525076902248
92,1.20643959676399
94,1.03429275735808
96,0.848372965452809
98,0.648291136273398
100,0.433704706866729
102,0.204315062821458
104,-0.0401358483902961
106,-0.299869623717258
108,-0.575076122622829
110,-0.865918673045957
112,-1.17253962308197
114,-1.49506607581741
116,-1.83361562225995
118,-2.18830186296554
120,-2.55923948303166
122,-2.94654861776722
124,-3.35035821751129
126,-3.77080808932145
128,-4.20804925961418
130,-4.66224226366124
132,-5.13355292269061
134,-5.62214511395866
136,-6.12816996954484
138,-6.65175085117184
140,-7.19296333615055
142,-7.75180930870862
144,-8.32818407705196
146,-8.9218352259178
148,-9.53231166453755
150,-10.1589010392885
152,-10.8005533482078
154,-11.4557882218666
156,-12.1225829289044
158,-12.7982377546151
160,-13.4792150866795
162,-14.1609486044939
164,-14.8376201045418
166,-15.5019052360437
168,-16.1446987306185
170,-16.7548494438568
172,-17.3189717313208
174,-17.8214554516351
176,-18.2448618936438
178,-18.5709274048955
180,-18.7823244296699
