"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.18136299251972
2,3.20746332323312
4,3.23335664995686
6,3.25945086411689
8,3.28604658724822
10,3.31331659906036
12,3.34128955468172
14,3.36983909202273
16,3.39867905041921
18,3.42736505427647
20,3.45530221841227
22,3.48175826873421
24,3.50588099967908
26,3.52671874838899
28,3.54324247182324
30,3.55436806033237
32,3.55897768398689
34,3.55593920886169
36,3.54412299883085
38,3.52241569711651
40,3.48973083194414
42,3.44501629340531
44,3.38725887511947
46,3.31548616379833
48,3.22876609750088
50,3.126204507925
52,3.00694092382818
54,2.87014285210849
56,2.71499867998123
58,2.5407092645933
60,2.34647820243526
62,2.13150070576108
64,1.89495096148973
66,1.63596781365259
68,1.35363859739664
70,1.0469809662754
72,0.714922603959515
74,0.356278812431406
76,-0.0302718501178433
78,-0.446213395451674
80,-0.893218672126887
82,-1.37317412428236
84,-1.88819948867951
86,-2.44065607339561
88,-3.03313233761371
90,-3.6683868043555
92,-4.3492129864683
94,-5.0781639822432
96,-5.85702750400818
98,-6.68586360390818
100,-7.56129659160862
102,-8.47360406806131
104,-9.40209228018046
106,-10.3087295711087
108,-11.1320649205015
110,-11.7880890895917
112,-12.1886889145264
114,-12.2792362782018
116,-12.0703085144357
118,-11.6315709946387
120,-11.054514198718
122,-10.4190126612222
124,-9.78080422950098
126,-9.1736028320794
128,-8.61568920755115
130,-8.11586092068774
132,-7.67753740681735
134,-7.30128750238223
136,-6.98630168880345
138,-6.73122541244171
140,-6.53462404782261
142,-6.3952418809082
144,-6.31214953229682
146,-6.28483444195685
148,-6.31326660878916
150,-6.39795961445809
152,-6.54004088686031
154,-6.74134291001559
156,-7.00452760581763
158,-7.33325917402977
160,-7.73244678468591
162,-8.20858905456366
164,-8.77026993865385
166,-9.42888559349663
168,-10.1997331579761
170,-11.1036816372143
172,-12.16979821186
174,-13.4395425088534
176,-14.973350305281
178,-16.8593926226479
180,-19.2128361232485
