"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.19957363718426
2,3.17527723869946
4,3.14928059038852
6,3.12151623622267
8,3.09192815379421
10,3.06047445041449
12,3.02713001817149
14,2.99188906897643
16,2.95476745670022
18,2.91580467972667
20,2.87506544438634
22,2.83264065887756
24,2.78864771985104
26,2.74322995154341
28,2.6965550621011
30,2.64881249549611
32,2.600209581992
34,2.55096642682661
36,2.50130952622519
38,2.45146416152429
40,2.40164569412671
42,2.35204996263787
44,2.30284306359367
46,2.25415087196445
48,2.2060487194577
50,2.15855168977968
52,2.11160600362789
54,2.0650819475086
56,2.01876874781399
58,1.97237170696454
60,1.92551180765529
62,1.87772786345159
64,1.82848116043847
66,1.77716240725644
68,1.72310070057328
70,1.66557412831601
72,1.60382157886131
74,1.53705530210311
76,1.46447377559737
78,1.38527446077734
80,1.29866608379677
82,1.20388013560118
84,1.10018134951929
86,0.986876976391665
88,0.863324733035028
90,0.728939347463757
92,0.583197663168939
94,0.425642295631627
96,0.255883858802851
98,0.0736017997313411
100,-0.121456101766904
102,-0.329475492311778
104,-0.550578365459726
106,-0.784827020874643
108,-1.03222891030876
110,-1.29274218516771
112,-1.56628172361944
114,-1.85272537617689
116,-2.15192012909365
118,-2.46368784667239
120,-2.78783021866706
122,-3.12413250918177
124,-3.47236568028847
126,-3.83228644792041
128,-4.20363481971248
130,-4.58612866396917
132,-4.97945486498753
134,-5.38325663162309
136,-5.79711654299585
138,-6.22053493908011
140,-6.65290329940665
142,-7.09347231041314
144,-7.54131441928349
146,-7.99528083863462
148,-8.45395324554172
150,-8.91559087009246
152,-9.37807436921758
154,-9.83884891746065
156,-10.2948703969564
158,-10.7425604703448
160,-11.1777786035099
162,-11.5958215050035
164,-11.9914624008389
166,-12.3590431310838
168,-12.6926299864846
170,-12.9862382360362
172,-13.2341197901542
174,-13.4310942416618
176,-13.5728886089862
178,-13.6564403576179
180,-13.6801168660584
