"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,4.35613955005744
2,4.31840589835773
4,4.2789579456545
6,4.23784957955878
8,4.19514163720223
10,4.15090357933511
12,4.10521492842638
14,4.05816638247889
16,4.00986050332888
18,3.96041186827885
20,3.90994656895335
22,3.85860094334606
24,3.80651943817058
26,3.75385152055396
28,3.70074759191142
30,3.64735390263464
32,3.59380652284662
34,3.54022448922923
36,3.4867023165242
38,3.43330212901677
40,3.38004572541321
42,3.32690693303336
44,3.27380462785064
46,3.22059679102794
48,3.16707593826084
50,3.11296619674474
52,3.05792222061256
54,3.0015300368705
56,2.94330980977932
58,2.88272041247856
60,2.81916560974266
62,2.75200159220701
64,2.68054556422954
66,2.60408507534403
68,2.52188779640057
70,2.43321147087848
72,2.33731381291245
74,2.23346216929655
76,2.12094280667562
78,1.99906972210726
80,1.86719290166296
82,1.72470596599735
84,1.57105314378671
86,1.40573550494997
88,1.22831636800309
90,1.03842577286245
92,0.835763885431608
94,0.620103177111745
96,0.391289204748415
98,0.149239808172987
100,-0.106057453077606
102,-0.374549781942848
104,-0.656125664265862
106,-0.950623488206403
108,-1.25784224494889
110,-1.5775541968303
112,-1.90951928966905
114,-2.25350097096671
116,-2.60928296490006
118,-2.97668646088711
120,-3.35558710825499
122,-3.74593118774714
124,-4.14775036123444
126,-4.56117448947464
128,-4.98644215365289
130,-5.42390871299713
132,-5.87405196576366
134,-6.33747573859377
136,-6.81491199329744
138,-7.30722229679349
140,-7.81539974107121
142,-8.34057262515724
144,-8.88401142823387
146,-9.44714082829305
148,-10.0315587759175
150,-10.6390649416051
152,-11.2717012354492
154,-11.9318075477157
156,-12.6220963252147
158,-13.3457499116838
160,-14.1065443040286
162,-14.9090010606486
164,-15.7585630673456
166,-16.66177386516
168,-17.6264002524397
170,-18.6613398015706
172,-19.7759150473167
174,-20.9775708510455
176,-22.2656003475436
178,-23.6155586403602
180,-24.9450211108784
